Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
MOGI GUACU;2017;3;MASCULINO;NOITE;OUTROS;AUTOMOVEL;0-17;-22.315533;-46.842863
MOGI MIRIM;2017;3;MASCULINO;MANHA;OUTROS;CAMINHAO;40-44;-22.5003578458;-46.9843105663
MONGAGUA;2017;3;FEMININO;NOITE;OUTROS;AUTOMOVEL;75-79;-24.1125575927;-46.6594679411
MONTE ALTO;2017;3;MASCULINO;MANHA;COLISAO;BICICLETA;18-24;-21.2611011465;-48.4564711308
MONTE AZUL PAULISTA;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;35-39;-20.8951525583;-48.6212802195
NOVA INDEPENDENCIA;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;30-34;-21.1708350546;-51.4789446672
OLIMPIA;2017;3;MASCULINO;MANHA;COLISAO;BICICLETA;0-17;-20.729332;-48.911618
OLIMPIA;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;50-54;-20.7013950182;-48.9414149622
ONDA VERDE;2017;3;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;25-29;-20.6580465066;-49.3411761193
ORIENTE;2017;3;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;-22.1418868485;-50.1087354067
ORINDIUVA;2017;3;MASCULINO;MANHA;OUTROS;MOTOCICLETA;40-44;-20.1285260554;-49.3392973366
OSASCO;2017;3;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;NAO DISPONIVEL;NAO DISPONIVEL 
OSASCO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-23.494942;-46.797996
OSASCO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.551544;-46.779069
OSASCO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;-23.5202427707;-46.7793461132
OSASCO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;0-17;-23.529472;-46.805763
OSASCO;2017;3;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;40-44;-23.5211397813;-46.7850844013
OSASCO;2017;3;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;75-79;-23.560372;-46.787643
OURINHOS;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;60-64;-22.982755;-49.865246
PALMEIRA D OESTE;2017;3;FEMININO;TARDE;OUTROS;AUTOMOVEL;50-54;-20.406975321;-50.76455162
PARIQUERA-ACU;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;-24.7256022945;-47.8774003234
PAULINIA;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-22.73984163;-47.1585907008
PEDERNEIRAS;2017;3;MASCULINO;NOITE;OUTROS;AUTOMOVEL;45-49;-22.33049;-48.9196
PEDREIRA;2017;3;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;18-24;-22.740928087;-46.895584999
PEREIRA BARRETO;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;50-54;-20.630524;-51.101841
PERUIBE;2017;3;FEMININO;TARDE;COLISAO;MOTOCICLETA;18-24;-24.285179;-46.965883
PERUIBE;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;-24.2628461076;-46.9494944494
PIEDADE;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;-23.759041896;-47.4639464832
PIEDADE;2017;3;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;25-29;-23.794232;-47.569913
PILAR DO SUL;2017;3;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;-23.8265819596;-47.7068866969
PINDAMONHANGABA;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-22.9695167869;-45.4387591757
PIRACICABA;2017;3;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;-22.7337511819;-47.5526913909
PIRACICABA;2017;3;MASCULINO;MANHA;COLISAO;BICICLETA;75-79;-22.6577759334;-47.7869150355
Piracicaba;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;65-69;NAO DISPONIVEL;NAO DISPONIVEL 
PIRACICABA;2017;3;MASCULINO;NOITE;OUTROS;MOTOCICLETA;35-39;-22.7655354835;-47.6455527638
PIRACICABA;2017;3;MASCULINO;NOITE;OUTROS;MOTOCICLETA;40-44;-22.755074;-47.647082
PIRACICABA;2017;3;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;30-34;-22.695697;-47.669106
PIRAJU;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;35-39;-23.2834334646;-49.2257933512
PONTAL;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;18-24;-20.881508;-47.976114
PORTO FELIZ;2017;3;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;45-49;-23.3332268428;-47.5530093667
PRAIA GRANDE;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;-24.033398;-46.500646
PRAIA GRANDE;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;-24.014446;-46.448554
PRAIA GRANDE;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;25-29;-24.012578576;-46.450091115
PRAIA GRANDE;2017;3;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;45-49;-24.052182;-46.541268
PRAIA GRANDE;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;40-44;-24.044854;-46.525047
PRESIDENTE EPITACIO;2017;3;MASCULINO;NOITE;OUTROS;MOTOCICLETA;18-24;-21.774926;-52.119625
PRESIDENTE PRUDENTE;2017;3;MASCULINO;NAO DISPONIVEL;CHOQUE;MOTOCICLETA;18-24;-22.097918;-51.388497
PRESIDENTE PRUDENTE;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;-22.114155;-51.391578
PRESIDENTE PRUDENTE;2017;3;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-22.13615;-51.448313
PRESIDENTE PRUDENTE;2017;3;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;45-49;-22.114186;-51.418524
PRESIDENTE PRUDENTE;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;55-59;-22.0356383071;-51.4108561159
PRESIDENTE PRUDENTE;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;30-34;NAO DISPONIVEL;NAO DISPONIVEL 
PRESIDENTE VENCESLAU;2017;3;MASCULINO;MANHA;COLISAO;CAMINHAO;35-39;-21.870106087;-51.830117286
PRESIDENTE VENCESLAU;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;-21.889815;-51.843322
PRESIDENTE VENCESLAU;2017;3;NAO DISPONIVEL;MANHA;COLISAO;CAMINHAO;NAO DISPONIVEL;-21.870106087;-51.830117286
RAFARD;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-23.011075;-47.526927
RANCHARIA;2017;3;MASCULINO;MADRUGADA;OUTROS;CAMINHAO;25-29;-22.4063147538;-51.0580483236
REGISTRO;2017;3;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;-24.5029461411;-47.8477286029
REGISTRO;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;25-29;-24.5190048445;-47.8528965969
RESTINGA;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;50-54;-20.6509712274;-47.4860942689
RIBEIRAO BONITO;2017;3;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;18-24;-22.077865816;-48.176404584
RIBEIRAO PIRES;2017;3;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;-23.640169;-46.389994
RIBEIRAO PIRES;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.6790594764;-46.3535190251
RIBEIRAO PIRES;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.7172405346;-46.4015047396
RIBEIRAO PRETO;2017;3;FEMININO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;65-69;NAO DISPONIVEL;NAO DISPONIVEL 
RIBEIRAO PRETO;2017;3;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;-21.133387;-47.816052
RIBEIRAO PRETO;2017;3;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;30-34;-21.17988;-47.83148
RIBEIRAO PRETO;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;50-54;NAO DISPONIVEL;NAO DISPONIVEL 
RIBEIRAO PRETO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-21.1206009401;-47.8336991948
RIBEIRAO PRETO;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;35-39;-21.2077568703;-47.8549181888
RIBEIRAO PRETO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;-21.267083605;-47.7560474106
RIO CLARO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;40-44;-22.377321;-47.542379
RIO CLARO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;-22.380235;-47.575613
RIO DAS PEDRAS;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;50-54;NAO DISPONIVEL;NAO DISPONIVEL 
RIOLANDIA;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-19.980885;-49.68522
SALES OLIVEIRA;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;45-49;-20.813798;-47.906549
SALTO;2017;3;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;35-39;-23.1802908427;-47.3304176272
SALTO DE PIRAPORA;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;18-24;-23.6252824866;-47.56282507
SALTO GRANDE;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;80 ou mais;-22.8789530911;-49.8895560476
SALTO GRANDE;2017;3;MASCULINO;TARDE;OUTROS;CAMINHAO;45-49;-22.830754825;-50.0274447735
SANDOVALINA;2017;3;FEMININO;NAO DISPONIVEL;CHOQUE;AUTOMOVEL;40-44;NAO DISPONIVEL;NAO DISPONIVEL 
SANTA BARBARA D OESTE;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;18-24;-22.763835174;-47.385981811
SANTA BARBARA D OESTE;2017;3;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;25-29;-22.7230343816;-47.3644635822
SANTA CRUZ DA CONCEICAO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;30-34;-22.0791;-47.4222
SANTA CRUZ DO RIO PARDO;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;30-34;-22.7336194348;-49.4635772072
SANTA GERTRUDES;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;-22.45658;-47.54849
SANTA ISABEL;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.3776609942;-46.2538390531
SANTA ISABEL;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;-23.3776609942;-46.2538390531
SANTANA DE PARNAIBA;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;-23.4296030449;-46.8473154551
SANTO ANDRE;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;-23.693416;-46.530592
SANTO ANDRE;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.653582;-46.52942
SANTO ANDRE;2017;3;MASCULINO;MANHA;CHOQUE;AUTOMOVEL;30-34;NAO DISPONIVEL;NAO DISPONIVEL 
SANTO ANDRE;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;25-29;-23.7688483566;-46.3829996373
SANTO ANTONIO DA ALEGRIA;2017;3;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;40-44;-21.0274563139;-47.2046070916
SANTOS;2017;3;FEMININO;MADRUGADA;COLISAO;MOTOCICLETA;NAO DISPONIVEL;-23.945829327;-46.321753448
SANTOS;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.964798;-46.323595
SANTOS;2017;3;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;70-74;NAO DISPONIVEL;NAO DISPONIVEL 
SAO BENTO DO SAPUCAI;2017;3;FEMININO;MADRUGADA;OUTROS;AUTOMOVEL;65-69;NAO DISPONIVEL;NAO DISPONIVEL 
SAO BERNARDO DO CAMPO;2017;3;FEMININO;MANHA;COLISAO;MOTOCICLETA;25-29;-23.7763538325;-46.4811086281
SAO BERNARDO DO CAMPO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.691216;-46.557963
SAO BERNARDO DO CAMPO;2017;3;FEMININO;TARDE;COLISAO;AUTOMOVEL;18-24;-23.763320074;-46.5482583245
SAO BERNARDO DO CAMPO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;30-34;-23.7763538325;-46.4811086281
SAO BERNARDO DO CAMPO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;30-34;-23.7447185013;-46.561016069
SAO BERNARDO DO CAMPO;2017;3;MASCULINO;TARDE;COLISAO;AUTOMOVEL;25-29;-23.763320074;-46.5482583245
SAO JOAO DA BOA VISTA;2017;3;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;30-34;NAO DISPONIVEL;NAO DISPONIVEL 
SAO JOAO DA BOA VISTA;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;-21.9775941609;-46.7737850573
SAO JOSE DO RIO PRETO;2017;3;FEMININO;NOITE;COLISAO;MOTOCICLETA;35-39;-20.842797;-49.398819
SAO JOSE DO RIO PRETO;2017;3;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;25-29;-20.748242;-49.407489
SAO JOSE DO RIO PRETO;2017;3;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;0-17;NAO DISPONIVEL;NAO DISPONIVEL 
SAO JOSE DO RIO PRETO;2017;3;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;35-39;-20.782005;-49.412284
SAO JOSE DO RIO PRETO;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;70-74;NAO DISPONIVEL;NAO DISPONIVEL 
SAO JOSE DO RIO PRETO;2017;3;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;18-24;-20.76545;-49.404483
SAO JOSE DOS CAMPOS;2017;3;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;35-39;-23.1706753531;-45.8218567506
SAO JOSE DOS CAMPOS;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;-23.159399;-45.964897
SAO LOURENCO DA SERRA;2017;3;FEMININO;TARDE;CHOQUE;AUTOMOVEL;18-24;-23.8772366856;-46.9677476261
SAO LUIS DO PARAITINGA;2017;3;MASCULINO;NOITE;COLISAO;AUTOMOVEL;80 ou mais;-23.2048233073;-45.3486972917
SAO MANUEL;2017;3;FEMININO;TARDE;COLISAO;MOTOCICLETA;55-59;-22.728567;-48.578604
Sao Miguel Arcanjo;2017;3;MASCULINO;NOITE;OUTROS;AUTOMOVEL;30-34;-23.8790692146;-48.0533614229
SAO PAULO;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;45-49;-23.5592762221;-46.5609511377
SAO PAULO;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;-23.5190844697;-46.5760659414
SAO PAULO;2017;3;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;70-74;-23.553034;-46.634696
SAO PAULO;2017;3;FEMININO;MANHA;COLISAO;ONIBUS;NAO DISPONIVEL;-23.746099;-46.664076
SAO PAULO;2017;3;FEMININO;MANHA;COLISAO;ONIBUS;NAO DISPONIVEL;-23.746099;-46.664076
SAO PAULO;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.515188;-46.69195
SAO PAULO;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;-23.557982;-46.690112
SAO PAULO;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.668466;-46.787274
SAO PAULO;2017;3;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.511797;-46.653144
SAO PAULO;2017;3;FEMININO;NOITE;CHOQUE;AUTOMOVEL;18-24;-23.600021;-46.676989
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;18-24;-23.555352;-46.626816
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;18-24;-23.606679;-46.665275
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.618258;-46.604291
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;-23.598298;-46.644057
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;65-69;-23.815152;-46.735343
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;-23.642798;-46.776651
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;-23.6048526216;-46.4711565774
SAO PAULO;2017;3;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.7546700027;-46.6680770715
SAO PAULO;2017;3;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-23.541745;-46.415893
SAO PAULO;2017;3;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;-23.677178;-46.758505
SAO PAULO;2017;3;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;65-69;-23.551071;-46.62501
SAO PAULO;2017;3;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;75-79;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;-23.6364379861;-46.595118966
SAO PAULO;2017;3;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;0-17;-23.7547801919;-46.6748607904
SAO PAULO;2017;3;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;25-29;-23.532302;-46.551341
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;40-44;-23.535080667;-46.548264075
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;BICICLETA;30-34;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;BICICLETA;40-44;-23.4783203072;-46.5599929826
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;0-17;-23.6455401199;-46.6590423209
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;25-29;-23.651372;-46.669589
SAO PAULO;2017;3;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;45-49;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;50-54;-23.578598;-46.442975
SAO PAULO;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;55-59;-23.644809;-46.700486
SAO PAULO;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;55-59;-23.52644;-46.397713
SAO PAULO;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;60-64;-23.673702;-46.677403
SAO PAULO;2017;3;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;75-79;-23.580000198;-46.50894041
SAO PAULO;2017;3;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;35-39;-23.59415;-46.742965
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;-23.497988;-46.46235
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;-23.611907;-46.723931
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;MOTOCICLETA;45-49;-23.654817;-46.716598
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;ONIBUS;0-17;-23.746099;-46.664076
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;ONIBUS;0-17;-23.746099;-46.664076
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;ONIBUS;18-24;-23.746099;-46.664076
SAO PAULO;2017;3;MASCULINO;MANHA;COLISAO;ONIBUS;18-24;-23.746099;-46.664076
SAO PAULO;2017;3;MASCULINO;MANHA;NAO DISPONIVEL;MOTOCICLETA;40-44;-23.583818;-46.716203
SAO PAULO;2017;3;MASCULINO;MANHA;OUTROS;MOTOCICLETA;18-24;-23.691194;-46.787717
SAO PAULO;2017;3;MASCULINO;MANHA;OUTROS;MOTOCICLETA;18-24;-23.508060538;-46.70604897
SAO PAULO;2017;3;MASCULINO;MANHA;OUTROS;MOTOCICLETA;25-29;-23.578831;-46.646933
SAO PAULO;2017;3;MASCULINO;MANHA;OUTROS;MOTOCICLETA;50-54;-23.578004;-46.514996
SAO PAULO;2017;3;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.60118;-46.511747
SAO PAULO;2017;3;MASCULINO;NAO DISPONIVEL;CHOQUE;AUTOMOVEL;35-39;-23.6533347617;-46.7775193826
SAO PAULO;2017;3;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;45-49;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-23.752724;-46.697034
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;25-29;-23.496471;-46.442089
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;-23.590394;-46.736615
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;-23.5642882631;-46.6910789869
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-23.646386;-46.674407
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-23.6812682017;-46.7857953741
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.434539808;-46.786286831
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;-23.59718865;-46.5330500878
SAO PAULO;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;-23.612008;-46.487575
SAO PAULO;2017;3;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;65-69;-23.492065;-46.494185
SAO PAULO;2017;3;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-23.523919;-46.457235
SAO PAULO;2017;3;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-23.467731;-46.694984
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;BICICLETA;30-34;-23.517648;-46.584939
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.523712052;-46.606388286
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.629573;-46.618442
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.58181;-46.518686
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.801514;-46.627923
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;-23.685791;-46.71464
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;-23.550610754;-46.725099777
SAO PAULO;2017;3;MASCULINO;NOITE;COLISAO;PEDESTRE;65-69;-23.5237;-46.697755
SAO PAULO;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;MOTOCICLETA;35-39;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;80 ou mais;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;NOITE;OUTROS;AUTOMOVEL;40-44;NAO DISPONIVEL;NAO DISPONIVEL 
SAO PAULO;2017;3;MASCULINO;NOITE;OUTROS;MOTOCICLETA;18-24;-23.739373;-46.666922
SAO PAULO;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;45-49;-23.656455;-46.763097
SAO PAULO;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;45-49;-23.510897;-46.437665
SAO PAULO;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;45-49;-23.6135417397;-46.4557964963
SAO PAULO;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.586021176;-46.51655375
SAO PAULO;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.6425826765;-46.7381452169
SAO PAULO;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-23.746234;-46.707522
SAO PAULO;2017;3;MASCULINO;TARDE;CHOQUE;BICICLETA;50-54;-23.452228;-46.601319
SAO PAULO;2017;3;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;-23.572168;-46.403112
SAO ROQUE;2017;3;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;35-39;-23.5552632769;-47.1089457301
SAO ROQUE;2017;3;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.524116;-47.134691
SAO ROQUE;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;-23.422346754;-47.16277615
SAO ROQUE;2017;3;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;-23.548679;-47.067516
SAO ROQUE;2017;3;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;25-29;-23.518813;-47.140049
SAO SIMAO;2017;3;FEMININO;TARDE;CHOQUE;AUTOMOVEL;18-24;-21.460923;-47.451996
SAO VICENTE;2017;3;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.972324;-46.406365
SAO VICENTE;2017;3;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;-23.9521154286;-46.4116240202
SERRANA;2017;3;FEMININO;TARDE;COLISAO;AUTOMOVEL;30-34;-21.2071556467;-47.6610788789
SERTAOZINHO;2017;3;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;18-24;-21.058188;-47.881176
