,Município Acidente,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
1123,Riolandia,2017,3,Feminino,Noite,Atropelamento,Pedestre,0-17,-19.980885,-49.68522
1124,Rosana,2016,12,Masculino,Madrugada,Não Especificado,Não Especificado,25-29,Não Disponível,Não Disponível 
1125,Sales Oliveira,2017,3,Masculino,Noite,Colisao,Automovel,45-49,-20.813798,-47.906549
1126,Saltinho,2016,12,Masculino,Tarde,Colisão,Motocicleta,60-64,-22.8555925102,-47.6845858166
1127,Salto,2016,12,Masculino,Madrugada,Choque,Automóvel,0-17,-23.1903645484,-47.3175262058
1128,Salto,2017,1,Masculino,Tarde,Choque,Automóvel,25-29,-23.211355,-47.302367
1129,Salto,2017,1,Masculino,Manhã,Atropelamento,Pedestre,Não Disponível,-23.1796383462,-47.282878966
1130,Salto,2017,2,Feminino,Noite,Colisao,Motocicleta,35-39,-23.163961308,-47.2651799267
1131,Salto,2017,3,Masculino,Tarde,Nao Disponivel,Nao Disponivel,35-39,-23.1802908427,-47.3304176272
1132,Salto De Pirapora,2016,12,Masculino,Madrugada,Outros,Caminhão,25-29,-23.6661332587,-47.599368629
1133,Salto De Pirapora,2016,12,Masculino,Noite,Outros,Automóvel,35-39,-23.6921466061,-47.6071233082
1134,Salto De Pirapora,2016,12,Masculino,Noite,Atropelamento,Pedestre,50-54,-23.6007465315,-47.5372045842
1135,Salto De Pirapora,2017,1,Masculino,Noite,Não Disponível,Motocicleta,40-44,-23.658486,-47.583357
1136,Salto De Pirapora,2017,1,Feminino,Noite,Colisão,Automóvel,45-49,-23.6661332587,-47.599368629
1137,Salto De Pirapora,2017,1,Masculino,Noite,Colisão,Automóvel,50-54,-23.6661332587,-47.599368629
1138,Salto De Pirapora,2017,1,Feminino,Noite,Colisão,Automóvel,60-64,-23.6661332587,-47.599368629
1139,Salto De Pirapora,2017,3,Masculino,Manha,Colisao,Motocicleta,18-24,-23.6252824866,-47.56282507
1140,Salto Grande,2017,2,Masculino,Tarde,Outros,Automovel,18-24,-22.873999604,-49.971905362
1141,Salto Grande,2017,3,Masculino,Tarde,Outros,Caminhao,45-49,-22.830754825,-50.0274447735
1142,Salto Grande,2017,3,Masculino,Tarde,Colisao,Automovel,80 Ou Mais,-22.8789530911,-49.8895560476
1143,Sandovalina,2017,3,Feminino,Nao Disponivel,Choque,Automovel,40-44,NAO DISPONIVEL,NAO DISPONIVEL 
1144,Santa Barbara D Oeste,2017,3,Feminino,Manha,Atropelamento,Pedestre,18-24,-22.763835174,-47.385981811
1145,Santa Barbara D Oeste,2017,3,Masculino,Madrugada,Outros,Motocicleta,25-29,-22.7230343816,-47.3644635822
1146,Santa Barbara D'Oeste,2016,12,Masculino,Noite,Colisão,Motocicleta,45-49,-22.745965,-47.361682
1147,Santa Barbara D'Oeste,2017,1,Feminino,Noite,Colisão,Automóvel,0-17,-22.785592,-47.427573
1148,Santa Barbara D'Oeste,2017,1,Masculino,Tarde,Colisão,Motocicleta,18-24,-22.7499156466,-47.4636772884
1149,Santa Barbara D'Oeste,2017,1,Masculino,Noite,Colisão,Motocicleta,35-39,-22.7633052626,-47.3737410533
1150,Santa Barbara D'Oeste,2017,2,Feminino,Manhã,Colisao,Motocicleta,18-24,-22.741869,-47.359403
1151,Santa Cruz Da Conceicao,2017,1,Feminino,Madrugada,Choque,Motocicleta,18-24,-22.113918761,-47.432026884
1152,Santa Cruz Da Conceicao,2017,3,Masculino,Manha,Colisao,Motocicleta,30-34,-22.0791,-47.4222
1153,Santa Cruz Do Rio Pardo,2017,1,Masculino,Madrugada,Outros,Automóvel,40-44,-22.8695513642,-49.5938661427
1154,Santa Cruz Do Rio Pardo,2017,2,Masculino,Madrugada,Outros,Outros,80 Ou Mais,-22.9529988764,-49.6267471588
1155,Santa Cruz Do Rio Pardo,2017,3,Masculino,Tarde,Colisao,Automovel,30-34,-22.7336194348,-49.4635772072
1156,Santa Fe Do Sul,2017,2,Masculino,Manhã,Colisao,Motocicleta,30-34,-20.211026,-50.932282
1157,Santa Gertrudes,2017,2,Masculino,Tarde,Outros,Bicicleta,30-34,Não Disponível,Não Disponível
1158,Santa Gertrudes,2017,3,Masculino,Noite,Colisao,Motocicleta,40-44,-22.45658,-47.54849
1159,Santa Isabel,2017,1,Masculino,Manhã,Não Disponível,Não Disponível,30-34,-23.308154,-46.231683
1160,Santa Isabel,2017,2,Feminino,Noite,Choque,Automovel,0-17,-23.299292,-46.23879
1161,Santa Isabel,2017,2,Masculino,Manhã,Choque,Motocicleta,40-44,-23.32435,-46.222507
1162,Santa Isabel,2017,3,Feminino,Noite,Atropelamento,Pedestre,50-54,-23.3776609942,-46.2538390531
1163,Santa Isabel,2017,3,Feminino,Noite,Atropelamento,Pedestre,55-59,-23.3776609942,-46.2538390531
1164,Santa Maria Da Serra,2017,2,Masculino,Manhã,Colisao,Automovel,55-59,-22.6005984572,-48.1625472232
1165,Santa Rita Do Passa Quatro,2016,12,Masculino,Manhã,Não Especificado,Não Especificado,50-54,Não Disponível,Não Disponível 
1166,Santa Rita Do Passa Quatro,2017,1,Masculino,Noite,Choque,Automóvel,50-54,-21.6987488637,-47.4898010637
1167,Santa Rita Do Passa Quatro,2017,2,Masculino,Madrugada,Choque,Motocicleta,18-24,-21.696478,-47.485066
1168,Santa Rita Do Passa Quatro,2017,2,Masculino,Madrugada,Colisao,Caminhao,18-24,-21.75586031,-47.563843052
1169,Santana De Parnaiba,2016,12,Masculino,Madrugada,Colisão,Automóvel,18-24,-23.461555755,-46.878473187
1170,Santana De Parnaiba,2017,1,Masculino,Noite,Outros,Motocicleta,25-29,-23.4850818715,-46.9927471768
1171,Santana De Parnaiba,2017,3,Feminino,Noite,Atropelamento,Pedestre,55-59,-23.4296030449,-46.8473154551
1172,Santo Anastacio,2016,12,Feminino,Madrugada,Outros,Automóvel,30-34,-21.952879,-51.643075
1173,Santo Anastacio,2017,1,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-21.971532,-51.647578
1174,Santo Andre,2016,12,Masculino,Noite,Choque,Bicicleta,0-17,-23.739083,-46.496251
1175,Santo Andre,2016,12,Masculino,Noite,Choque,Motocicleta,25-29,-23.624628,-46.485407
1176,Santo Andre,2016,12,Masculino,Madrugada,Colisão,Bicicleta,45-49,-23.682915,-46.505666
1177,Santo Andre,2016,12,Masculino,Manhã,Atropelamento,Pedestre,50-54,-23.697562,-46.495855
1178,Santo Andre,2016,12,Feminino,Noite,Atropelamento,Pedestre,70-74,-23.644465,-46.523416
1179,Santo Andre,2017,1,Masculino,Noite,Colisão,Motocicleta,25-29,-23.6569278783,-46.5549727445
1180,Santo Andre,2017,1,Feminino,Noite,Atropelamento,Pedestre,50-54,-23.665441,-46.530837
1181,Santo Andre,2017,1,Masculino,Tarde,Atropelamento,Pedestre,Não Disponível,Não Disponível,Não Disponível 
1182,Santo Andre,2017,2,Feminino,Noite,Colisao,Motocicleta,18-24,-23.6278435401,-46.5196529846
1183,Santo Andre,2017,2,Masculino,Noite,Atropelamento,Pedestre,18-24,-23.656452,-46.49911
1184,Santo Andre,2017,2,Masculino,Tarde,Colisao,Motocicleta,25-29,-23.703505,-46.503507
1185,Santo Andre,2017,2,Masculino,Tarde,Choque,Motocicleta,40-44,-23.660732,-46.544734
1186,Santo Andre,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,25-29,-23.7688483566,-46.3829996373
1187,Santo Andre,2017,3,Masculino,Manha,Choque,Automovel,30-34,NAO DISPONIVEL,NAO DISPONIVEL 
1188,Santo Andre,2017,3,Masculino,Manha,Atropelamento,Pedestre,65-69,-23.693416,-46.530592
1189,Santo Andre,2017,3,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-23.653582,-46.52942
1190,Santo Antonio Da Alegria,2017,3,Masculino,Nao Disponivel,Atropelamento,Pedestre,40-44,-21.0274563139,-47.2046070916
1191,Santopolis Do Aguapei,2017,1,Masculino,Manhã,Choque,Automóvel,55-59,-21.641863,-50.500785
1192,Santos,2016,12,Masculino,Tarde,Choque,Automóvel,75-79,-23.967764,-46.346328
1193,Santos,2016,12,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.9283860707,-46.3659680655
1194,Santos,2017,1,Feminino,Madrugada,Não Disponível,Não Disponível,18-24,Não Disponível,Não Disponível 
1195,Santos,2017,1,Masculino,Manhã,Colisão,Automóvel,35-39,-23.8957113607,-46.2155605045
1196,Santos,2017,1,Masculino,Manhã,Outros,Bicicleta,35-39,Não Disponível,Não Disponível 
1197,Santos,2017,1,Masculino,Não Disponível,Não Disponível,Motocicleta,35-39,Não Disponível,Não Disponível 
1198,Santos,2017,1,Masculino,Madrugada,Colisão,Motocicleta,50-54,-23.8970471152,-46.2603269196
1199,Santos,2017,1,Masculino,Manhã,Atropelamento,Pedestre,75-79,-23.951608,-46.367501
1200,Santos,2017,2,Masculino,Noite,Outros,Motocicleta,25-29,-23.929472,-46.341938
1201,Santos,2017,3,Feminino,Noite,Atropelamento,Pedestre,45-49,-23.964798,-46.323595
1202,Santos,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Automovel,70-74,NAO DISPONIVEL,NAO DISPONIVEL 
1203,Santos,2017,3,Feminino,Madrugada,Colisao,Motocicleta,Nao Disponivel,-23.945829327,-46.321753448
1204,Sao Bento Do Sapucai,2017,1,Masculino,Não Disponível,Atropelamento,Pedestre,30-34,-22.768578,-45.70578
1205,Sao Bento Do Sapucai,2017,3,Feminino,Madrugada,Outros,Automovel,65-69,NAO DISPONIVEL,NAO DISPONIVEL 
1206,Sao Bernardo Do Campo,2016,12,Masculino,Noite,Outros,Motocicleta,18-24,-23.724168,-46.55018
1207,Sao Bernardo Do Campo,2016,12,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.666649,-46.576017
1208,Sao Bernardo Do Campo,2016,12,Masculino,Madrugada,Choque,Motocicleta,25-29,-23.7770374729,-46.6014202777
1209,Sao Bernardo Do Campo,2016,12,Feminino,Manhã,Colisão,Bicicleta,35-39,-23.7495805473,-46.537721505
1210,Sao Bernardo Do Campo,2016,12,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.7171008563,-46.5642877303
1211,Sao Bernardo Do Campo,2016,12,Feminino,Tarde,Choque,Automóvel,45-49,-23.7324074746,-46.6044713395
1212,Sao Bernardo Do Campo,2016,12,Masculino,Não Disponível,Outros,Motocicleta,45-49,-23.8967208799,-46.5062393588
1213,Sao Bernardo Do Campo,2016,12,Masculino,Madrugada,Colisão,Onibus,70-74,-23.8485372018,-46.5750178465
1214,Sao Bernardo Do Campo,2016,12,Feminino,Noite,Atropelamento,Pedestre,75-79,-23.705967,-46.526884
1215,Sao Bernardo Do Campo,2016,12,Feminino,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.7842069732,-46.597649795
1216,Sao Bernardo Do Campo,2017,1,Feminino,Manhã,Choque,Motocicleta,0-17,-23.758642,-46.585029
1217,Sao Bernardo Do Campo,2017,1,Feminino,Noite,Colisão,Motocicleta,18-24,-23.9057362103,-46.5594707295
1218,Sao Bernardo Do Campo,2017,1,Masculino,Manhã,Colisão,Motocicleta,18-24,-23.71953,-46.536747
1219,Sao Bernardo Do Campo,2017,1,Masculino,Madrugada,Choque,Motocicleta,25-29,-23.7768808476,-46.5282321952
1220,Sao Bernardo Do Campo,2017,1,Masculino,Noite,Colisão,Motocicleta,25-29,-23.9057362103,-46.5594707295
1221,Sao Bernardo Do Campo,2017,1,Masculino,Noite,Atropelamento,Pedestre,35-39,-23.7567709136,-46.565517952
1222,Sao Bernardo Do Campo,2017,1,Masculino,Não Disponível,Não Disponível,Não Disponível,40-44,Não Disponível,Não Disponível 
1223,Sao Bernardo Do Campo,2017,1,Masculino,Noite,Colisão,Automóvel,40-44,-23.761369465,-46.5737801998
1224,Sao Bernardo Do Campo,2017,1,Masculino,Noite,Colisão,Motocicleta,40-44,-23.845543249,-46.576095095
1225,Sao Bernardo Do Campo,2017,1,Masculino,Manhã,Não Disponível,Motocicleta,45-49,-23.70121785,-46.576910714
1226,Sao Bernardo Do Campo,2017,1,Masculino,Noite,Outros,Motocicleta,60-64,-23.6947148264,-46.5634029952
1227,Sao Bernardo Do Campo,2017,2,Masculino,Madrugada,Choque,Automovel,18-24,-23.745637,-46.5628
1228,Sao Bernardo Do Campo,2017,2,Masculino,Manhã,Choque,Automovel,18-24,-23.7113528669,-46.5641121035
1229,Sao Bernardo Do Campo,2017,2,Masculino,Madrugada,Choque,Motocicleta,30-34,-23.803128914,-46.589508686
1230,Sao Bernardo Do Campo,2017,2,Masculino,Tarde,Choque,Automovel,35-39,-23.820652303,-46.5074057166
1231,Sao Bernardo Do Campo,2017,2,Masculino,Manhã,Atropelamento,Pedestre,40-44,-23.7348254366,-46.5848073983
1232,Sao Bernardo Do Campo,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,55-59,-23.759982,-46.606264
1233,Sao Bernardo Do Campo,2017,2,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.785619,-46.531855
1234,Sao Bernardo Do Campo,2017,3,Feminino,Tarde,Colisao,Automovel,18-24,-23.763320074,-46.5482583245
1235,Sao Bernardo Do Campo,2017,3,Feminino,Manha,Colisao,Motocicleta,25-29,-23.7763538325,-46.4811086281
1236,Sao Bernardo Do Campo,2017,3,Masculino,Tarde,Colisao,Automovel,25-29,-23.763320074,-46.5482583245
1237,Sao Bernardo Do Campo,2017,3,Masculino,Manha,Colisao,Motocicleta,30-34,-23.7763538325,-46.4811086281
1238,Sao Bernardo Do Campo,2017,3,Masculino,Manha,Colisao,Motocicleta,30-34,-23.7447185013,-46.561016069
1239,Sao Bernardo Do Campo,2017,3,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-23.691216,-46.557963
1240,Sao Caetano Do Sul,2017,1,Masculino,Madrugada,Choque,Motocicleta,18-24,-23.633091,-46.580692
1241,Sao Carlos,2016,12,Masculino,Manhã,Choque,Automóvel,30-34,-22.0691331007,-47.84627091
1242,Sao Carlos,2016,12,Masculino,Manhã,Colisão,Automóvel,45-49,-22.0459414747,-47.7968449033
1243,Sao Carlos,2016,12,Masculino,Madrugada,Colisão,Motocicleta,50-54,-22.034602,-47.872568
1244,Sao Carlos,2016,12,Feminino,Tarde,Colisão,Automóvel,80 Ou Mais,-22.017803,-47.886702
1245,Sao Carlos,2017,1,Masculino,Noite,Não Disponível,Motocicleta,18-24,-22.045815,-47.891302
1246,Sao Carlos,2017,1,Masculino,Tarde,Colisão,Motocicleta,18-24,-22.061682,-47.902667
1247,Sao Carlos,2017,1,Masculino,Madrugada,Colisão,Automóvel,40-44,-22.06681,-47.84775
1248,Sao Joao Da Boa Vista,2017,2,Masculino,Não Disponível,Nao Disponivel,Nao Disponivel,18-24,Não Disponível,Não Disponível
1249,Sao Joao Da Boa Vista,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,-21.984498249,-46.7864082269
1250,Sao Joao Da Boa Vista,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Motocicleta,30-34,NAO DISPONIVEL,NAO DISPONIVEL 
1251,Sao Joao Da Boa Vista,2017,3,Masculino,Noite,Atropelamento,Pedestre,30-34,-21.9775941609,-46.7737850573
1252,Sao Joaquim Da Barra,2017,1,Feminino,Tarde,Colisão,Motocicleta,30-34,-20.588054,-47.869564
1253,Sao Jose Do Barreiro,2016,12,Masculino,Tarde,Não Especificado,Outros,75-79,Não Disponível,Não Disponível 
1254,Sao Jose Do Rio Pardo,2017,1,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,Não Disponível,Não Disponível 
1255,Sao Jose Do Rio Pardo,2017,2,Feminino,Manhã,Colisao,Automovel,25-29,-21.5996629932,-46.9377213146
1256,Sao Jose Do Rio Preto,2016,12,Feminino,Madrugada,Colisão,Motocicleta,25-29,-20.7027880106,-49.3392955362
1257,Sao Jose Do Rio Preto,2016,12,Feminino,Noite,Não Especificado,Não Especificado,40-44,Não Disponível,Não Disponível 
1258,Sao Jose Do Rio Preto,2016,12,Feminino,Madrugada,Outros,Motocicleta,50-54,Não Disponível,Não Disponível 
1259,Sao Jose Do Rio Preto,2016,12,Masculino,Noite,Atropelamento,Pedestre,60-64,Não Disponível,Não Disponível 
1260,Sao Jose Do Rio Preto,2016,12,Masculino,Tarde,Atropelamento,Pedestre,60-64,-20.765539,-49.404174
1261,Sao Jose Do Rio Preto,2016,12,Masculino,Noite,Não Especificado,Motocicleta,65-69,Não Disponível,Não Disponível 
1262,Sao Jose Do Rio Preto,2016,12,Feminino,Não Disponível,Atropelamento,Pedestre,70-74,-20.798575,-49.368688
1263,Sao Jose Do Rio Preto,2016,12,Feminino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-20.781785,-49.39848
1264,Sao Jose Do Rio Preto,2017,1,Masculino,Noite,Colisão,Motocicleta,0-17,-20.775855,-49.409674
1265,Sao Jose Do Rio Preto,2017,1,Masculino,Madrugada,Choque,Motocicleta,25-29,-20.77125,-49.367033
1266,Sao Jose Do Rio Preto,2017,1,Feminino,Manhã,Não Disponível,Motocicleta,35-39,Não Disponível,Não Disponível 
1267,Sao Jose Do Rio Preto,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,35-39,-20.82346,-49.39347
1268,Sao Jose Do Rio Preto,2017,1,Masculino,Manhã,Outros,Motocicleta,45-49,Não Disponível,Não Disponível 
1269,Sao Jose Do Rio Preto,2017,1,Masculino,Manhã,Atropelamento,Pedestre,75-79,-20.814579,-49.378632
1270,Sao Jose Do Rio Preto,2017,1,Feminino,Madrugada,Atropelamento,Pedestre,80 Ou Mais,-20.802592,-49.394155
1271,Sao Jose Do Rio Preto,2017,1,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,-20.806933,-49.38958
1272,Sao Jose Do Rio Preto,2017,2,Masculino,Noite,Colisao,Automovel,18-24,-20.786110778,-49.3854945652
1273,Sao Jose Do Rio Preto,2017,2,Masculino,Tarde,Outros,Automovel,18-24,-20.794695,-49.355236
1274,Sao Jose Do Rio Preto,2017,2,Feminino,Madrugada,Outros,Motocicleta,25-29,Não Disponível,Não Disponível
1275,Sao Jose Do Rio Preto,2017,2,Masculino,Tarde,Outros,Motocicleta,25-29,-20.789161,-49.389833
1276,Sao Jose Do Rio Preto,2017,2,Masculino,Madrugada,Nao Disponivel,Nao Disponivel,30-34,Não Disponível,Não Disponível
1277,Sao Jose Do Rio Preto,2017,2,Masculino,Manhã,Colisao,Motocicleta,40-44,-20.785929,-49.373376
1278,Sao Jose Do Rio Preto,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,50-54,Não Disponível,Não Disponível
1279,Sao Jose Do Rio Preto,2017,3,Masculino,Manha,Nao Disponivel,Nao Disponivel,0-17,NAO DISPONIVEL,NAO DISPONIVEL 
1280,Sao Jose Do Rio Preto,2017,3,Masculino,Tarde,Choque,Motocicleta,18-24,-20.76545,-49.404483
1281,Sao Jose Do Rio Preto,2017,3,Masculino,Madrugada,Nao Disponivel,Motocicleta,25-29,-20.748242,-49.407489
1282,Sao Jose Do Rio Preto,2017,3,Feminino,Noite,Colisao,Motocicleta,35-39,-20.842797,-49.398819
1283,Sao Jose Do Rio Preto,2017,3,Masculino,Nao Disponivel,Nao Disponivel,Motocicleta,35-39,-20.782005,-49.412284
1284,Sao Jose Do Rio Preto,2017,3,Masculino,Noite,Nao Disponivel,Nao Disponivel,70-74,NAO DISPONIVEL,NAO DISPONIVEL 
1285,Sao Jose Dos Campos,2016,12,Masculino,Madrugada,Choque,Motocicleta,25-29,-23.171935,-45.891148
1286,Sao Jose Dos Campos,2016,12,Masculino,Noite,Choque,Automóvel,25-29,-23.258687,-45.922704
1287,Sao Jose Dos Campos,2016,12,Feminino,Manhã,Colisão,Motocicleta,35-39,-23.210252,-45.898969
1288,Sao Jose Dos Campos,2016,12,Masculino,Madrugada,Colisão,Motocicleta,35-39,-23.2100992141,-45.8900838227
1289,Sao Jose Dos Campos,2016,12,Masculino,Tarde,Atropelamento,Pedestre,35-39,-23.1528359268,-45.7868140106
1290,Sao Jose Dos Campos,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,55-59,-23.234574,-45.915326
1291,Sao Jose Dos Campos,2016,12,Masculino,Noite,Atropelamento,Pedestre,Não Disponível,-23.173492,-45.812496
1292,Sao Jose Dos Campos,2017,1,Masculino,Noite,Choque,Motocicleta,25-29,-23.173701,-45.829414
1293,Sao Jose Dos Campos,2017,1,Feminino,Noite,Colisão,Automóvel,30-34,-23.1877786299,-45.8573372134
1294,Sao Jose Dos Campos,2017,1,Feminino,Noite,Não Disponível,Não Disponível,30-34,-23.1877786299,-45.8573372134
1295,Sao Jose Dos Campos,2017,1,Masculino,Noite,Atropelamento,Pedestre,45-49,-23.161651,-45.804399
1296,Sao Jose Dos Campos,2017,1,Masculino,Tarde,Colisão,Automóvel,50-54,-23.2571809087,-45.8012979397
1297,Sao Jose Dos Campos,2017,1,Masculino,Madrugada,Colisão,Automóvel,65-69,-23.0870482214,-45.9221124509
1298,Sao Jose Dos Campos,2017,1,Masculino,Manhã,Outros,Automóvel,65-69,-23.1130304633,-45.9164284564
1299,Sao Jose Dos Campos,2017,1,Feminino,Manhã,Atropelamento,Pedestre,75-79,Não Disponível,Não Disponível 
1300,Sao Jose Dos Campos,2017,1,Feminino,Não Disponível,Atropelamento,Pedestre,80 Ou Mais,-23.196218,-45.883174
1301,Sao Jose Dos Campos,2017,1,Masculino,Manhã,Atropelamento,Pedestre,80 Ou Mais,-23.181107,-45.8662
1302,Sao Jose Dos Campos,2017,1,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,Não Disponível,Não Disponível 
1303,Sao Jose Dos Campos,2017,1,Não Disponível,Madrugada,Atropelamento,Pedestre,Não Disponível,-23.1794496584,-45.8394663945
1304,Sao Jose Dos Campos,2017,2,Masculino,Tarde,Colisao,Automovel,35-39,-23.2571809087,-45.8012979397
1305,Sao Jose Dos Campos,2017,2,Masculino,Manhã,Colisao,Motocicleta,50-54,-23.1967527052,-45.8861703943
1306,Sao Jose Dos Campos,2017,2,Masculino,Manhã,Atropelamento,Pedestre,65-69,-23.174901,-45.830739
1307,Sao Jose Dos Campos,2017,2,Masculino,Manhã,Outros,Automovel,65-69,-23.2690502898,-45.8259411928
1308,Sao Jose Dos Campos,2017,3,Masculino,Madrugada,Outros,Motocicleta,35-39,-23.1706753531,-45.8218567506
1309,Sao Jose Dos Campos,2017,3,Masculino,Noite,Colisao,Motocicleta,35-39,-23.159399,-45.964897
1310,Sao Lourenco Da Serra,2017,2,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-23.8475079768,-46.9377246289
1311,Sao Lourenco Da Serra,2017,3,Feminino,Tarde,Choque,Automovel,18-24,-23.8772366856,-46.9677476261
1312,Sao Luis Do Paraitinga,2017,3,Masculino,Noite,Colisao,Automovel,80 Ou Mais,-23.2048233073,-45.3486972917
1313,Sao Manuel,2017,1,Masculino,Tarde,Atropelamento,Pedestre,0-17,-22.74583935,-48.590384751
1314,Sao Manuel,2017,1,Masculino,Madrugada,Atropelamento,Pedestre,18-24,-22.744205,-48.573543
1315,Sao Manuel,2017,1,Masculino,Tarde,Atropelamento,Pedestre,55-59,-22.74583935,-48.590384751
1316,Sao Manuel,2017,3,Feminino,Tarde,Colisao,Motocicleta,55-59,-22.728567,-48.578604
1317,Sao Miguel Arcanjo,2016,12,Masculino,Madrugada,Outros,Automóvel,35-39,-23.772618,-48.124486
1318,Sao Miguel Arcanjo,2016,12,Masculino,Tarde,Colisão,Automóvel,40-44,-23.990753586,-48.0159425598
1319,Sao Miguel Arcanjo,2017,3,Masculino,Noite,Outros,Automovel,30-34,-23.8790692146,-48.0533614229
1320,Sao Paulo,2016,12,Feminino,Madrugada,Atropelamento,Pedestre,0-17,-23.677197,-46.759689
1321,Sao Paulo,2016,12,Feminino,Noite,Atropelamento,Pedestre,0-17,-23.536004,-46.444869
1322,Sao Paulo,2016,12,Feminino,Noite,Atropelamento,Pedestre,0-17,-23.604176,-46.642862
1323,Sao Paulo,2016,12,Masculino,Não Disponível,Colisão,Automóvel,0-17,-23.51405,-46.376049
1324,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,0-17,-23.447332,-46.581644
1325,Sao Paulo,2016,12,Masculino,Tarde,Choque,Bicicleta,0-17,-23.758333,-46.677422
1326,Sao Paulo,2016,12,Masculino,Tarde,Outros,Motocicleta,0-17,-23.573234,-46.402395
1327,Sao Paulo,2016,12,Feminino,Madrugada,Colisão,Motocicleta,18-24,-23.481529,-46.593495
1328,Sao Paulo,2016,12,Masculino,Madrugada,Colisão,Motocicleta,18-24,-23.70247,-46.645085
1329,Sao Paulo,2016,12,Masculino,Madrugada,Colisão,Motocicleta,18-24,-23.70247,-46.645085
1330,Sao Paulo,2016,12,Masculino,Manhã,Choque,Motocicleta,18-24,-23.440753,-46.587868
1331,Sao Paulo,2016,12,Masculino,Manhã,Não Especificado,Motocicleta,18-24,-23.540385,-46.440281
1332,Sao Paulo,2016,12,Masculino,Manhã,Não Especificado,Motocicleta,18-24,-23.675204,-46.661258
1333,Sao Paulo,2016,12,Masculino,Não Disponível,Colisão,Automóvel,18-24,-23.514052,-46.376046
1334,Sao Paulo,2016,12,Masculino,Noite,Atropelamento,Motocicleta,18-24,-23.512914,-46.468745
1335,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,18-24,-23.831156,-46.722301
1336,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,18-24,-23.49714,-46.467997
1337,Sao Paulo,2016,12,Masculino,Tarde,Choque,Motocicleta,18-24,-23.506913,-46.715937
1338,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.523694,-46.63164
1339,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.598063,-46.732834
1340,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,18-24,-23.405311,-46.738085
1341,Sao Paulo,2016,12,Masculino,Tarde,Outros,Motocicleta,18-24,-23.636258,-46.618885
1342,Sao Paulo,2016,12,Feminino,Noite,Choque,Automóvel,25-29,-23.577783,-46.500686
1343,Sao Paulo,2016,12,Masculino,Madrugada,Atropelamento,Pedestre,25-29,Não Disponível,Não Disponível 
1344,Sao Paulo,2016,12,Masculino,Madrugada,Outros,Motocicleta,25-29,-23.583325,-46.616497
1345,Sao Paulo,2016,12,Masculino,Manhã,Atropelamento,Pedestre,25-29,-23.618247,-46.730188
1346,Sao Paulo,2016,12,Masculino,Manhã,Choque,Automóvel,25-29,-23.54203,-46.534161
1347,Sao Paulo,2016,12,Masculino,Manhã,Choque,Bicicleta,25-29,-23.479647,-46.686054
1348,Sao Paulo,2016,12,Masculino,Não Disponível,Colisão,Automóvel,25-29,Não Disponível,Não Disponível 
1349,Sao Paulo,2016,12,Masculino,Não Disponível,Colisão,Automóvel,25-29,Não Disponível,Não Disponível 
1350,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,25-29,-23.690397,-46.759219
1351,Sao Paulo,2016,12,Masculino,Noite,Colisão,Motocicleta,25-29,-23.4312191717,-46.5677719611
1352,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,25-29,-23.779125,-46.684297
1353,Sao Paulo,2016,12,Masculino,Tarde,Colisão,Motocicleta,25-29,-23.551888,-46.722467
1354,Sao Paulo,2016,12,Masculino,Tarde,Não Especificado,Motocicleta,25-29,Não Disponível,Não Disponível 
1355,Sao Paulo,2016,12,Masculino,Madrugada,Choque,Motocicleta,30-34,-23.630937,-46.621861
