;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;  Município Acidente ;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibira; Ibira ;2016; 11 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -21.0537981298447 ; -49.2479837833238 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Icem; Icem ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -20.3137397754354 ; -49.2093638253243 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iguape; Iguape ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 18-24 ; -24.7535220047815 ; -47.6263444030343 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2016; 11 ; MASCULINO ; MANHÃ ; COLISÃO ; BICICLETA ; 40-44 ; -24.2166851224072 ; -46.8726207974058 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2016; 11 ; MASCULINO ; MANHÃ ; OUTROS ; BICICLETA ; 55-59 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2016; 11 ; MASCULINO ; MANHÃ ; OUTROS ; Não Disponível ; 30-34 ; -24.1975178506786 ; -46.8408469216851 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -24.1879691913865 ; -46.8249315112204 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -24.2166851224072 ; -46.8726207974058 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapecerica da Serra; Itapecerica da Serra ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 18-24 ; -23.687689 ; -46.82504 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapecerica da Serra; Itapecerica da Serra ;2016; 11 ; MASCULINO ; TARDE ; CHOQUE ; MOTOCICLETA ; 25-29 ; -23.744942 ; -46.796457 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapetininga; Itapetininga ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -23.702531962 ; -48.107544254 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapetininga; Itapetininga ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -23.585191 ; -48.046406 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapetininga; Itapetininga ;2016; 11 ; MASCULINO ; MADRUGADA ; CHOQUE ; BICICLETA ; 65-69 ; -23.6138866869071 ; -48.0865248857611 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapevi; Itapevi ;2016; 11 ; MASCULINO ; TARDE ; CHOQUE ; MOTOCICLETA ; 18-24 ; -23.5274265725866 ; -46.9364540838142 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapira; Itapira ;2016; 11 ; MASCULINO ; NOITE ; CHOQUE ; Não Disponível ; 40-44 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapira; Itapira ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -22.399900000 ; -46.765400000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapira; Itapira ;2016; 11 ; NÃO DISPONÍVEL ; MANHÃ ; OUTROS ; AUTOMÓVEL ; 35-39 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaporanga; Itaporanga ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.7113807824847 ; -49.5045361708192 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapui; Itapui ;2016; 11 ; MASCULINO ; Não Disponível ; ATROPELAMENTO ; MOTOCICLETA ; 45-49 ; -22.227611 ; -48.738052 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 11 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 30-34 ; -23.473409 ; -46.330631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 11 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 35-39 ; -23.473409 ; -46.330631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 11 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 65-69 ; -23.473409 ; -46.330631 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -23.489200985 ; -46.335991887 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itariri; Itariri ;2016; 11 ; MASCULINO ; Não Disponível ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -24.298391 ; -47.093946 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itatiba; Itatiba ;2016; 11 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -22.9870047132577 ; -46.8115227815062 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itatiba; Itatiba ;2016; 11 ; MASCULINO ; TARDE ; Não Disponível ; BICICLETA ; 50-54 ; -23.018435 ; -46.803674 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itupeva; Itupeva ;2016; 11 ; MASCULINO ; MANHÃ ; CHOQUE ; AUTOMÓVEL ; 50-54 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 11 ; MASCULINO ; MADRUGADA ; Não Disponível ; MOTOCICLETA ; 18-24 ; -23.309978 ; -45.974480 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 11 ; MASCULINO ; Não Disponível ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.345377442 ; -46.021393817 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 11 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -23.306641 ; -45.964230 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaci; Jaci ;2016; 11 ; MASCULINO ; NOITE ; OUTROS ; AUTOMÓVEL ; 40-44 ; -20.958532 ; -49.574658 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jardinopolis; Jardinopolis ;2016; 11 ; MASCULINO ; MANHÃ ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -21.027272 ; -47.774852 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jardinopolis; Jardinopolis ;2016; 11 ; MASCULINO ; TARDE ; OUTROS ; AUTOMÓVEL ; 30-34 ; -20.943800021 ; -47.878664154 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarinu; Jarinu ;2016; 11 ; MASCULINO ; MANHÃ ; Não Disponível ; MOTOCICLETA ; 18-24 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2016; 11 ; FEMININO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -22.294649 ; -48.557342 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; BICICLETA ; 30-34 ; -22.313683 ; -48.566305 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -22.2428190732651 ; -48.5764392838223 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; FEMININO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -23.210900509 ; -46.891751289 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -23.1339026779227 ; -46.873796040671 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 25-29 ; -23.274125517 ; -46.869655252 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 30-34 ; -23.274125517 ; -46.869655252 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 30-34 ; -23.274125517 ; -46.869655252 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; MASCULINO ; MANHÃ ; Não Disponível ; Não Disponível ; 18-24 ; -23.1892909431145 ; -46.9859313709834 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -23.168253 ; -47.004366 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juquitiba; Juquitiba ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -23.9378145095585 ; -47.0638164274717 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juquitiba; Juquitiba ;2016; 11 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -23.8870481176427 ; -46.977854178747 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leme; Leme ;2016; 11 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -22.185971 ; -47.391007 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leme; Leme ;2016; 11 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 55-59 ; -22.193100000 ; -47.397600000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leme; Leme ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; BICICLETA ; 75-79 ; -22.200069 ; -47.380609 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lencois Paulista; Lencois Paulista ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 30-34 ; -22.594785999327 ; -48.7811185900874 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 11 ; MASCULINO ; NOITE ; CHOQUE ; AUTOMÓVEL ; 25-29 ; -22.545864 ; -47.390628 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 11 ; MASCULINO ; NOITE ; Não Disponível ; Não Disponível ; 30-34 ; -22.545641 ; -47.421437 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 70-74 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lins; Lins ;2016; 11 ; MASCULINO ; MADRUGADA ; OUTROS ; AUTOMÓVEL ; 55-59 ; -21.5658989822209 ; -49.7148874437368 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lins; Lins ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -21.6858638860522 ; -49.7621206298961 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorena; Lorena ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; CAMINHÃO ; 50-54 ; -22.7571043575111 ; -45.1140050668792 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorena; Lorena ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -22.7571043575111 ; -45.1140050668792 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lorena; Lorena ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; BICICLETA ; 50-54 ; -22.6877144948614 ; -45.1272202226991 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macatuba; Macatuba ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 45-49 ; -22.509748 ; -48.652834 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairinque; Mairinque ;2016; 11 ; MASCULINO ; NOITE ; Não Disponível ; Não Disponível ; 40-44 ; -23.423056301875 ; -47.2360041210381 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairipora; Mairipora ;2016; 11 ; FEMININO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.325336 ; -46.570970 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairipora; Mairipora ;2016; 11 ; FEMININO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.3467539681081 ; -46.5646055499038 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marilia; Marilia ;2016; 11 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -22.158344 ; -49.969892 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Martinopolis; Martinopolis ;2016; 11 ; MASCULINO ; NOITE ; CHOQUE ; AUTOMÓVEL ; 50-54 ; -22.117687711 ; -51.206120210 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matao; Matao ;2016; 11 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 30-34 ; -21.531260000 ; -48.518150000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maua; Maua ;2016; 11 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 25-29 ; -23.667713 ; -46.463155 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maua; Maua ;2016; 11 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 25-29 ; -23.667713 ; -46.463155 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maua; Maua ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -23.603203 ; -46.443508 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mirante do Paranapanema; Mirante do Paranapanema ;2016; 11 ; MASCULINO ; MANHÃ ; OUTROS ; MOTOCICLETA ; 0-17 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mirassol; Mirassol ;2016; 11 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -20.827724 ; -49.396095 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mococa; Mococa ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -21.4514407210233 ; -47.0221740740585 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2016; 11 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 25-29 ; -23.697799 ; -46.091584 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2016; 11 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -23.525224 ; -46.196437 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 11 ; MASCULINO ; MANHÃ ; Não Disponível ; Não Disponível ; 18-24 ; -22.354357 ; -46.936106 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Mirim; Mogi Mirim ;2016; 11 ; FEMININO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Mirim; Mogi Mirim ;2016; 11 ; MASCULINO ; NOITE ; OUTROS ; AUTOMÓVEL ; 25-29 ; -22.429083 ; -46.911589 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongagua; Mongagua ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -24.102309 ; -46.644713 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Alto; Monte Alto ;2016; 11 ; FEMININO ; MADRUGADA ; Não Disponível ; Não Disponível ; 55-59 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Alto; Monte Alto ;2016; 11 ; MASCULINO ; MADRUGADA ; Não Disponível ; Não Disponível ; 50-54 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morro Agudo; Morro Agudo ;2016; 11 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 25-29 ; -20.7366300830486 ; -47.9969347160956 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natividade da Serra; Natividade da Serra ;2016; 11 ; FEMININO ; NOITE ; Não Disponível ; Não Disponível ; 50-54 ; -23.3431460165004 ; -45.4634086659328 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Natividade da Serra; Natividade da Serra ;2016; 11 ; FEMININO ; NOITE ; Não Disponível ; Não Disponível ; 55-59 ; -23.381275 ; -45.446319 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Europa; Nova Europa ;2016; 11 ; MASCULINO ; Não Disponível ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -21.796863 ; -48.591716 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Odessa; Nova Odessa ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; BICICLETA ; 40-44 ; -22.774850991 ; -47.234843373 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olimpia; Olimpia ;2016; 11 ; FEMININO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; -20.7088579269475 ; -48.9691348708968 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olimpia; Olimpia ;2016; 11 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -20.7088579269475 ; -48.9691348708968 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 11 ; FEMININO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -23.556919 ; -46.784539 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 11 ; FEMININO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; Não Disponível ; -23.540718 ; -46.817365 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 11 ; MASCULINO ; Não Disponível ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 11 ; MASCULINO ; TARDE ; CHOQUE ; MOTOCICLETA ; 55-59 ; -23.524256 ; -46.789539 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ourinhos; Ourinhos ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -22.9509232302825 ; -49.8770287839297 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ouroeste; Ouroeste ;2016; 11 ; MASCULINO ; Não Disponível ; COLISÃO ; BICICLETA ; 45-49 ; -19.946367400864 ; -50.3979727271998 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmares Paulista; Palmares Paulista ;2016; 11 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 35-39 ; -21.0806673765059 ; -48.8006939810284 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmital; Palmital ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 55-59 ; -22.7251025846357 ; -50.2332047074141 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pariquera-Acu; Pariquera-Acu ;2016; 11 ; FEMININO ; TARDE ; Não Disponível ; Não Disponível ; 80 ou mais ; -24.715384 ; -47.875474 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrocinio Paulista; Patrocinio Paulista ;2016; 11 ; FEMININO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -20.6212500622403 ; -47.2757400690668 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Patrocinio Paulista; Patrocinio Paulista ;2016; 11 ; FEMININO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -20.6212500622403 ; -47.2757400690668 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pederneiras; Pederneiras ;2016; 11 ; FEMININO ; MADRUGADA ; OUTROS ; AUTOMÓVEL ; Não Disponível ; -22.339330000 ; -48.872090000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro de Toledo; Pedro de Toledo ;2016; 11 ; MASCULINO ; TARDE ; Não Disponível ; BICICLETA ; 60-64 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pereiras; Pereiras ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 30-34 ; -23.0905369660744 ; -47.9612294343597 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peruibe; Peruibe ;2016; 11 ; MASCULINO ; Não Disponível ; OUTROS ; MOTOCICLETA ; 18-24 ; -24.275466 ; -46.935791 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pinhalzinho; Pinhalzinho ;2016; 11 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -22.765058 ; -46.598493 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracaia; Piracaia ;2016; 11 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 45-49 ; -23.102969400102 ; -46.4569505149976 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracaia; Piracaia ;2016; 11 ; MASCULINO ; Não Disponível ; COLISÃO ; MOTOCICLETA ; 25-29 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracaia; Piracaia ;2016; 11 ; MASCULINO ; Não Disponível ; OUTROS ; OUTROS ; 70-74 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; FEMININO ; MANHÃ ; CHOQUE ; AUTOMÓVEL ; 45-49 ; -22.7268090897701 ; -47.5528385901424 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; FEMININO ; MANHÃ ; Não Disponível ; Não Disponível ; 55-59 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; FEMININO ; NOITE ; OUTROS ; AUTOMÓVEL ; 18-24 ; -22.73664660174 ; -47.5619493939499 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; FEMININO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 25-29 ; -22.6772999436767 ; -47.7254053087374 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; FEMININO ; TARDE ; Não Disponível ; Não Disponível ; 75-79 ; -22.714100 ; -47.652190 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 65-69 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -22.629393 ; -47.697705 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piraju; Piraju ;2016; 11 ; MASCULINO ; MADRUGADA ; Não Disponível ; MOTOCICLETA ; 30-34 ; -23.181691 ; -49.401397 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirapora do Bom Jesus; Pirapora do Bom Jesus ;2016; 11 ; MASCULINO ; TARDE ; CHOQUE ; MOTOCICLETA ; 25-29 ; -23.397926 ; -47.012634 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirassununga; Pirassununga ;2016; 11 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 45-49 ; -22.0095840614608 ; -47.2169552737418 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirassununga; Pirassununga ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 0-17 ; -21.908638 ; -47.357261 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poa; Poa ;2016; 11 ; MASCULINO ; MADRUGADA ; OUTROS ; AUTOMÓVEL ; 18-24 ; -23.526804 ; -46.329756 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porto Ferreira; Porto Ferreira ;2016; 11 ; MASCULINO ; Não Disponível ; COLISÃO ; MOTOCICLETA ; 30-34 ; -21.854400000 ; -47.494600000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; MADRUGADA ; Não Disponível ; MOTOCICLETA ; 50-54 ; -24.063415 ; -46.566222 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; -23.993626 ; -46.405809 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; MANHÃ ; CHOQUE ; AUTOMÓVEL ; 55-59 ; -24.0314429469163 ; -46.5081124945108 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; MANHÃ ; Não Disponível ; Não Disponível ; 45-49 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -23.996185 ; -46.408875 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; BICICLETA ; 65-69 ; -24.037903 ; -46.518892 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2016; 11 ; MASCULINO ; TARDE ; COLISÃO ; Não Disponível ; 30-34 ; -24.020907 ; -46.478909 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
