Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
Ribeirao Pires;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;0-17;-23.68215;-46.349492
Ribeirao Pires;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;-23.707948;-46.416786
Ribeirao Pires;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;75-79;-23.694438;-46.396574
Ribeirao Preto;2017;1;FEMININO;NOITE;COLISÃO;MOTOCICLETA;35-39;-21.156972;-47.824049
Ribeirao Preto;2017;1;FEMININO;NOITE;COLISÃO;NÃO DISPONÍVEL;60-64;-21.17059;-47.808787
Ribeirao Preto;2017;1;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;25-29;-21.131477;-47.742225
Ribeirao Preto;2017;1;MASCULINO;MANHÃ;COLISÃO;CAMINHÃO;50-54;-21.0993925237;-47.7616865985
Ribeirao Preto;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-21.109365059;-47.7731884088
Ribeirao Preto;2017;1;MASCULINO;NOITE;COLISÃO;BICICLETA;55-59;-21.206301;-47.749715
Ribeirao Preto;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;45-49;Não Disponível;Não Disponível 
Ribeirao Preto;2017;1;MASCULINO;NOITE;OUTROS;BICICLETA;60-64;-21.173778;-47.858306
Rio Claro;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;NÃO DISPONÍVEL;50-54;Não Disponível;Não Disponível 
Rio Claro;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;-22.418646;-47.574842
Salto;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.1796383462;-47.282878966
Salto;2017;1;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;25-29;-23.211355;-47.302367
Salto de Pirapora;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;45-49;-23.6661332587;-47.599368629
Salto de Pirapora;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;60-64;-23.6661332587;-47.599368629
Salto de Pirapora;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;50-54;-23.6661332587;-47.599368629
Salto de Pirapora;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;40-44;-23.658486;-47.583357
Santa Barbara d'Oeste;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;0-17;-22.785592;-47.427573
Santa Barbara d'Oeste;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;35-39;-22.7633052626;-47.3737410533
Santa Barbara d'Oeste;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-22.7499156466;-47.4636772884
Santa Cruz da Conceicao;2017;1;FEMININO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;-22.113918761;-47.432026884
Santa Cruz do Rio Pardo;2017;1;MASCULINO;MADRUGADA;OUTROS;AUTOMÓVEL;40-44;-22.8695513642;-49.5938661427
Santa Isabel;2017;1;MASCULINO;MANHÃ;NÃO DISPONÍVEL;NÃO DISPONÍVEL;30-34;-23.308154;-46.231683
Santa Rita do Passa Quatro;2017;1;MASCULINO;NOITE;CHOQUE;AUTOMÓVEL;50-54;-21.6987488637;-47.4898010637
Santana de Parnaiba;2017;1;MASCULINO;NOITE;OUTROS;MOTOCICLETA;25-29;-23.4850818715;-46.9927471768
Santo Anastacio;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-21.971532;-51.647578
Santo Andre;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.665441;-46.530837
Santo Andre;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-23.6569278783;-46.5549727445
Santo Andre;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;Não Disponível;Não Disponível;Não Disponível 
Santopolis do Aguapei;2017;1;MASCULINO;MANHÃ;CHOQUE;AUTOMÓVEL;55-59;-21.641863;-50.500785
Santos;2017;1;FEMININO;MADRUGADA;NÃO DISPONÍVEL;NÃO DISPONÍVEL;18-24;Não Disponível;Não Disponível 
Santos;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;50-54;-23.8970471152;-46.2603269196
Santos;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;-23.951608;-46.367501
Santos;2017;1;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;35-39;-23.8957113607;-46.2155605045
Santos;2017;1;MASCULINO;MANHÃ;OUTROS;BICICLETA;35-39;Não Disponível;Não Disponível 
Santos;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;MOTOCICLETA;35-39;Não Disponível;Não Disponível 
SAO BENTO DO SAPUCAI;2017;1;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;30-34;-22.768578;-45.70578
Sao Bernardo do Campo;2017;1;FEMININO;MANHÃ;CHOQUE;MOTOCICLETA;0-17;-23.758642;-46.585029
Sao Bernardo do Campo;2017;1;FEMININO;NOITE;COLISÃO;MOTOCICLETA;18-24;-23.9057362103;-46.5594707295
Sao Bernardo do Campo;2017;1;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;-23.7768808476;-46.5282321952
Sao Bernardo do Campo;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;18-24;-23.71953;-46.536747
Sao Bernardo do Campo;2017;1;MASCULINO;MANHÃ;NÃO DISPONÍVEL;MOTOCICLETA;45-49;-23.70121785;-46.576910714
Sao Bernardo do Campo;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;NÃO DISPONÍVEL;40-44;Não Disponível;Não Disponível 
Sao Bernardo do Campo;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.7567709136;-46.565517952
Sao Bernardo do Campo;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;40-44;-23.761369465;-46.5737801998
Sao Bernardo do Campo;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-23.9057362103;-46.5594707295
Sao Bernardo do Campo;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;40-44;-23.845543249;-46.576095095
Sao Bernardo do Campo;2017;1;MASCULINO;NOITE;OUTROS;MOTOCICLETA;60-64;-23.6947148264;-46.5634029952
Sao Caetano do Sul;2017;1;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;-23.633091;-46.580692
Sao Carlos;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;40-44;-22.06681;-47.84775
Sao Carlos;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;18-24;-22.045815;-47.891302
Sao Carlos;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-22.061682;-47.902667
Sao Joaquim da Barra;2017;1;FEMININO;TARDE;COLISÃO;MOTOCICLETA;30-34;-20.588054;-47.869564
Sao Jose do Rio Pardo;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2017;1;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;-20.802592;-49.394155
Sao Jose do Rio Preto;2017;1;FEMININO;MANHÃ;NÃO DISPONÍVEL;MOTOCICLETA;35-39;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-20.82346;-49.39347
Sao Jose do Rio Preto;2017;1;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;-20.77125;-49.367033
Sao Jose do Rio Preto;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;-20.814579;-49.378632
Sao Jose do Rio Preto;2017;1;MASCULINO;MANHÃ;OUTROS;MOTOCICLETA;45-49;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;-20.806933;-49.38958
Sao Jose do Rio Preto;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;0-17;-20.775855;-49.409674
Sao Jose dos Campos;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;Não Disponível;Não Disponível 
Sao Jose dos Campos;2017;1;FEMININO;Não Disponível;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.196218;-45.883174
Sao Jose dos Campos;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;30-34;-23.1877786299;-45.8573372134
Sao Jose dos Campos;2017;1;FEMININO;NOITE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;30-34;-23.1877786299;-45.8573372134
Sao Jose dos Campos;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;65-69;-23.0870482214;-45.9221124509
Sao Jose dos Campos;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.181107;-45.8662
Sao Jose dos Campos;2017;1;MASCULINO;MANHÃ;OUTROS;AUTOMÓVEL;65-69;-23.1130304633;-45.9164284564
Sao Jose dos Campos;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.161651;-45.804399
Sao Jose dos Campos;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;25-29;-23.173701;-45.829414
Sao Jose dos Campos;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;Não Disponível;Não Disponível 
Sao Jose dos Campos;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;50-54;-23.2571809087;-45.8012979397
Sao Jose dos Campos;2017;1;NÃO DISPONÍVEL;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.1794496584;-45.8394663945
Sao Manuel;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;-22.744205;-48.573543
Sao Manuel;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;-22.74583935;-48.590384751
Sao Manuel;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;55-59;-22.74583935;-48.590384751
Sao Paulo;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;-23.648039;-46.779052
Sao Paulo;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;-23.604104;-46.397218
Sao Paulo;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;65-69;-23.606559;-46.502522
Sao Paulo;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;70-74;-23.64516;-46.714926
Sao Paulo;2017;1;FEMININO;MANHÃ;CHOQUE;MOTOCICLETA;55-59;-23.48922;-46.413201
Sao Paulo;2017;1;FEMININO;MANHÃ;NÃO DISPONÍVEL;NÃO DISPONÍVEL;18-24;Não Disponível;Não Disponível 
Sao Paulo;2017;1;FEMININO;Não Disponível;ATROPELAMENTO;PEDESTRE;70-74;Não Disponível;Não Disponível 
Sao Paulo;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.502909;-46.51206
Sao Paulo;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-23.550133;-46.573292
Sao Paulo;2017;1;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;55-59;-23.486323;-46.69279
Sao Paulo;2017;1;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-23.439278;-46.572134
Sao Paulo;2017;1;FEMININO;TARDE;CHOQUE;AUTOMÓVEL;65-69;-23.675116;-46.666088
Sao Paulo;2017;1;FEMININO;TARDE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;55-59;-23.66625;-46.656269
Sao Paulo;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;-23.48096;-46.628939
Sao Paulo;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;-23.594169;-46.423102
Sao Paulo;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;-23.619317;-46.506746
Sao Paulo;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;55-59;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.651375;-46.790841
Sao Paulo;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.438764;-46.721538
Sao Paulo;2017;1;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;-23.76396;-46.707593
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;18-24;-23.628069;-46.590867
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;40-44;-23.507052;-46.749681
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;55-59;-23.506326;-46.4885
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;CAMINHÃO;45-49;-23.3938754238;-46.7683314433
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;0-17;-23.686706;-46.790011
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;25-29;-23.684116;-46.714521
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;25-29;-23.418526807;-46.5792768098
Sao Paulo;2017;1;MASCULINO;MADRUGADA;COLISÃO;ONIBUS;40-44;-23.58665;-46.72428
Sao Paulo;2017;1;MASCULINO;MADRUGADA;NÃO DISPONÍVEL;MOTOCICLETA;25-29;-23.647981;-46.65279
Sao Paulo;2017;1;MASCULINO;MADRUGADA;NÃO DISPONÍVEL;MOTOCICLETA;45-49;-23.5853372166;-46.7643269193
Sao Paulo;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;0-17;-23.621696;-46.733569
Sao Paulo;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;65-69;-23.546006;-46.735083
Sao Paulo;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.621703;-46.733574
Sao Paulo;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;MANHÃ;NÃO DISPONÍVEL;NÃO DISPONÍVEL;50-54;-23.439279693;-46.7693630968
Sao Paulo;2017;1;MASCULINO;MANHÃ;OUTROS;BICICLETA;45-49;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;18-24;-23.506332;-46.46834
Sao Paulo;2017;1;MASCULINO;Não Disponível;CHOQUE;MOTOCICLETA;0-17;-23.50631;-46.376659
Sao Paulo;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;MOTOCICLETA;25-29;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;NÃO DISPONÍVEL;45-49;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;Não Disponível;OUTROS;BICICLETA;40-44;-23.533468;-46.539274
Sao Paulo;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;Não Disponível;Não Disponível 
Sao Paulo;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;25-29;-23.571463;-46.537242
Sao Paulo;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.599284;-46.514067
Sao Paulo;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.536608;-46.729293
Sao Paulo;2017;1;MASCULINO;NOITE;CHOQUE;BICICLETA;40-44;-23.658459;-46.652325
Sao Paulo;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-23.678253;-46.639493
Sao Paulo;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;30-34;-23.51984;-46.63673
Sao Paulo;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;Não Disponível;-23.619304;-46.723279
Sao Paulo;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;0-17;-23.740218;-46.664499
Sao Paulo;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;0-17;-23.499852486;-46.754524112
Sao Paulo;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-23.535077;-46.428448
Sao Paulo;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-23.671531;-46.779853
Sao Paulo;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;50-54;-23.587635;-46.59119
Sao Paulo;2017;1;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;40-44;-23.526524;-46.5537
Sao Paulo;2017;1;MASCULINO;NOITE;OUTROS;MOTOCICLETA;0-17;-23.482217;-46.665609
Sao Paulo;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-23.6467276521;-46.7471654038
Sao Paulo;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-23.4449806827;-46.7784567147
Sao Paulo;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;45-49;-23.4449806827;-46.7784567147
Sao Pedro;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;40-44;-22.5677579979;-48.0134036495
Sao Pedro;2017;1;MASCULINO;TARDE;COLISÃO;CAMINHÃO;40-44;-22.5636052094;-47.9436060742
Sao Sebastiao;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;60-64;-23.773809051;-45.672974088
Sao Sebastiao;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;55-59;-23.773809051;-45.672974088
Sao Sebastiao;2017;1;MASCULINO;MANHÃ;OUTROS;CAMINHÃO;55-59;-23.7879972569;-45.5863165705
Sao Sebastiao;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;55-59;Não Disponível;Não Disponível 
Sao Sebastiao;2017;1;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;-23.7971014374;-45.5463323516
Sao Simao;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;30-34;-21.52777833;-47.642481023
Sao Vicente;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;Não Disponível;Não Disponível 
Sao Vicente;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;Não Disponível;Não Disponível 
Sao Vicente;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;18-24;-23.966233;-46.376114
Sao Vicente;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;30-34;-23.98860977;-46.493789857
Sao Vicente;2017;1;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;18-24;-23.977302;-46.441155
Sao Vicente;2017;1;MASCULINO;TARDE;OUTROS;MOTOCICLETA;45-49;Não Disponível;Não Disponível 
Serra Negra;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;50-54;-22.587142;-46.637929
Severinia;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;50-54;-20.8334041923;-48.7723166089
Sorocaba;2017;1;FEMININO;MANHÃ;COLISÃO;AUTOMÓVEL;0-17;-23.432128;-47.442837
Sorocaba;2017;1;FEMININO;Não Disponível;ATROPELAMENTO;PEDESTRE;75-79;Não Disponível;Não Disponível 
Sorocaba;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.516351;-47.501469
Sorocaba;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.481324;-47.478549
Sorocaba;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-23.510358869;-47.549433168
Sorocaba;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;Não Disponível;Não Disponível 
Sorocaba;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;25-29;-23.469898;-47.491608
Sorocaba;2017;1;NÃO DISPONÍVEL;NOITE;CHOQUE;NÃO DISPONÍVEL;18-24;-23.483905;-47.427194
Sud Mennucci;2017;1;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;50-54;-20.6108585502;-50.8148816327
Sumare;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;30-34;-22.838522;-47.256604
Tabatinga;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;30-34;Não Disponível;Não Disponível 
Tapirai;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;25-29;-24.0305550928;-47.5583222763
Taquaritinga;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;40-44;-21.40568;-48.47677
Taquaritinga;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;50-54;-21.47697;-48.60111
Taquarituba;2017;1;MASCULINO;MADRUGADA;OUTROS;CAMINHÃO;18-24;-23.558905964;-49.2499838577
Taubate;2017;1;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;30-34;-23.159183195;-45.4854168169
Taubate;2017;1;MASCULINO;Não Disponível;OUTROS;BICICLETA;30-34;-22.994577;-45.651855
Taubate;2017;1;MASCULINO;TARDE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;60-64;Não Disponível;Não Disponível 
Teodoro Sampaio;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;18-24;-22.5197617575;-52.317152449
Teodoro Sampaio;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;30-34;-22.5197617575;-52.317152449
Teodoro Sampaio;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;25-29;-22.5197617575;-52.317152449
Teodoro Sampaio;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;25-29;-22.5197617575;-52.317152449
Tupa;2017;1;FEMININO;MANHÃ;COLISÃO;MOTOCICLETA;50-54;-21.945223;-50.508086
Valinhos;2017;1;FEMININO;Não Disponível;NÃO DISPONÍVEL;NÃO DISPONÍVEL;45-49;Não Disponível;Não Disponível 
Vargem Grande Paulista;2017;1;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;60-64;-23.648266;-47.001796
Votorantim;2017;1;MASCULINO;NOITE;CHOQUE;AUTOMÓVEL;70-74;-23.578202;-47.45857
Zacarias;2017;1;FEMININO;Não Disponível;ATROPELAMENTO;PEDESTRE;65-69;-21.073679;-50.086164
