Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
Campinas;2017;1;FEMININO;TARDE;COLISÃO;MOTOCICLETA;18-24;-22.938425427;-47.106594557
Campinas;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;-23.0462247623;-47.1376104239
Campinas;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;50-54;-22.97489022;-47.048333287
Campinas;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;18-24;-22.84417419;-47.038399602
Campinas;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;Não Disponível;-22.84417419;-47.038399602
Campinas;2017;1;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;55-59;-22.981249;-47.083034
Campinas;2017;1;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;18-24;-22.9349;-47.18916
Campinas;2017;1;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;18-24;-22.951561;-47.121737
Campinas;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-22.8453703562;-47.0797443031
Campinas;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;45-49;-22.897018;-47.107788
Campinas;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;18-24;-22.935437;-47.188361
Campinas;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;60-64;-22.752089;-46.989259
Campinas;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-22.926507;-47.126129
Campos do Jordao;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-22.717797;-45.570047
Capao Bonito;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;45-49;-24.1100887353;-48.4504564817
Caraguatatuba;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;18-24;-23.6146511699;-45.3845780187
Caraguatatuba;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;18-24;-23.703208;-45.447767
Catanduva;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;40-44;-21.2078366824;-48.9992205587
Catanduva;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;40-44;-21.2078366824;-48.9992205587
Catanduva;2017;1;MASCULINO;NOITE;CHOQUE;NÃO DISPONÍVEL;50-54;-21.139494;-48.98336
Catigua;2017;1;FEMININO;TARDE;OUTROS;NÃO DISPONÍVEL;50-54;-21.0837699393;-49.0850945002
Cerqueira Cesar;2017;1;MASCULINO;Não Disponível;COLISÃO;BICICLETA;40-44;-22.9874977454;-49.2064300722
Cerquilho;2017;1;MASCULINO;TARDE;NÃO DISPONÍVEL;MOTOCICLETA;30-34;-23.169241;-47.743398
Cosmopolis;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-22.638883;-47.188274
Cosmopolis;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-22.6485939239;-47.2056751066
Cosmopolis;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;30-34;-22.640201;-47.18112
Cotia;2017;1;FEMININO;NOITE;OUTROS;AUTOMÓVEL;18-24;-23.59910154;-46.918556555
Cotia;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.6001210043;-46.9016568512
Cotia;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.603270745;-46.917905967
Cotia;2017;1;MASCULINO;TARDE;NÃO DISPONÍVEL;MOTOCICLETA;18-24;-23.580701;-46.917552
Cravinhos;2017;1;MASCULINO;Não Disponível;CHOQUE;AUTOMÓVEL;40-44;-21.3156273583;-47.7352502947
Cruzeiro;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;45-49;-22.5488850932;-45.0209203919
Cunha;2017;1;FEMININO;TARDE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;40-44;-23.1293323757;-44.9371990473
Diadema;2017;1;FEMININO;NOITE;CHOQUE;MOTOCICLETA;25-29;-23.6947172546;-46.6029869433
Diadema;2017;1;MASCULINO;MANHÃ;NÃO DISPONÍVEL;BICICLETA;55-59;-23.709003;-46.596904
Diadema;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.678912;-46.583253
Diadema;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;25-29;-23.6947172546;-46.6029869433
Dumont;2017;1;MASCULINO;MANHÃ;OUTROS;AUTOMÓVEL;18-24;-21.2341726392;-47.9538233371
Embauba;2017;1;MASCULINO;Não Disponível;OUTROS;CAMINHÃO;18-24;-20.992939;-48.853606
Embu das Artes;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.6829825045;-46.8584328215
Embu-Guacu;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;AUTOMÓVEL;40-44;-23.770423942;-46.7932172943
Embu-Guacu;2017;1;MASCULINO;NOITE;OUTROS;BICICLETA;45-49;-23.87687;-46.79373
Embu-Guacu;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-23.8306356886;-46.852248861
Euclides da Cunha Paulista;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;Não Disponível;Não Disponível 
Fartura;2017;1;MASCULINO;TARDE;COLISÃO;BICICLETA;0-17;-23.391335;-49.509051
Fernandopolis;2017;1;FEMININO;Não Disponível;NÃO DISPONÍVEL;MOTOCICLETA;30-34;-20.303611;-50.254226
Franca;2017;1;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;45-49;Não Disponível;Não Disponível 
Franca;2017;1;MASCULINO;Não Disponível;CHOQUE;AUTOMÓVEL;25-29;-20.513942;-47.38125
Francisco Morato;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;25-29;-23.292644;-46.707622
Franco da Rocha;2017;1;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-23.3219519849;-46.7536827187
Guaratingueta;2017;1;MASCULINO;MADRUGADA;CHOQUE;AUTOMÓVEL;25-29;-22.793263;-45.208494
Guaruja;2017;1;FEMININO;MANHÃ;COLISÃO;MOTOCICLETA;25-29;-23.8979248257;-46.1892964405
Guaruja;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-23.990223;-46.285129
Guarulhos;2017;1;FEMININO;MADRUGADA;CHOQUE;AUTOMÓVEL;65-69;-23.4511608642;-46.4638677464
Guarulhos;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;18-24;-23.4246468539;-46.4011303684
Guarulhos;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;Não Disponível;-23.4246468539;-46.4011303684
Guarulhos;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;-23.4360340167;-46.4280029577
Guarulhos;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;70-74;-23.403428;-46.416802
Guarulhos;2017;1;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;-23.451737;-46.503545
Guarulhos;2017;1;MASCULINO;MANHÃ;NÃO DISPONÍVEL;MOTOCICLETA;18-24;Não Disponível;Não Disponível 
Guarulhos;2017;1;MASCULINO;MANHÃ;OUTROS;AUTOMÓVEL;35-39;-23.43765;-46.466771
Guarulhos;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;30-34;-23.46118;-46.440869
Guarulhos;2017;1;NÃO DISPONÍVEL;NOITE;CHOQUE;AUTOMÓVEL;45-49;-23.4398577553;-46.4369475063
Hortolandia;2017;1;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;65-69;-22.9036357107;-47.2133439767
IACANGA;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;45-49;-21.8584297102;-49.0336780602
Iaras;2017;1;MASCULINO;Não Disponível;OUTROS;AUTOMÓVEL;45-49;-22.8927759203;-49.1208548344
Ibate;2017;1;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;0-17;-21.964497;-47.987143
Ibiuna;2017;1;FEMININO;MADRUGADA;NÃO DISPONÍVEL;NÃO DISPONÍVEL;30-34;-23.6550576146;-47.1200202009
Ibiuna;2017;1;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;35-39;-23.6859;-47.221923
Indaiatuba;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;-23.101647;-47.212263
Indaiatuba;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;30-34;-23.1492363309;-47.2537914752
Indaiatuba;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;35-39;-23.1492363309;-47.2537914752
Indaiatuba;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;45-49;-23.1492363309;-47.2537914752
Indaiatuba;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;NÃO DISPONÍVEL;40-44;Não Disponível;Não Disponível 
Indaiatuba;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;AUTOMÓVEL;50-54;-23.10178;-47.209974
Indaiatuba;2017;1;MASCULINO;NOITE;OUTROS;MOTOCICLETA;45-49;-23.104242;-47.271826
Ipua;2017;1;FEMININO;NOITE;COLISÃO;BICICLETA;18-24;-20.438541;-48.026008
Itabera;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;55-59;-24.0696320771;-49.1182056423
Itai;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;25-29;-23.4011005906;-49.0924339685
Itanhaem;2017;1;MASCULINO;Não Disponível;NÃO DISPONÍVEL;MOTOCICLETA;40-44;-24.1832025848;-46.8169686616
Itanhaem;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-24.2358126735;-46.9044308618
Itapira;2017;1;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;55-59;-22.3945;-46.7468
Itapira;2017;1;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;70-74;-22.3945;-46.7468
Itaquaquecetuba;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;-23.493245252;-46.3603343944
Itaquaquecetuba;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.484422339;-46.375880992
Itaquaquecetuba;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.42429;-46.341167
Itarare;2017;1;MASCULINO;TARDE;COLISÃO;CAMINHÃO;55-59;-23.9443108934;-49.3595604997
Itirapina;2017;1;FEMININO;MANHÃ;COLISÃO;AUTOMÓVEL;50-54;-22.23411;-47.79466
Itirapina;2017;1;MASCULINO;MANHÃ;NÃO DISPONÍVEL;NÃO DISPONÍVEL;60-64;-22.284487;-47.901327
Itu;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.3989412946;-47.3421743109
Itu;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;25-29;Não Disponível;Não Disponível 
Itu;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;-23.280616;-47.306761
Itu;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.3554653238;-47.3090336539
Itu;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;Não Disponível;Não Disponível;Não Disponível 
Jaboticabal;2017;1;MASCULINO;MANHÃ;OUTROS;MOTOCICLETA;60-64;-21.14133;-48.385
Jacarei;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-23.303117;-45.964191
Jacarei;2017;1;MASCULINO;TARDE;OUTROS;BICICLETA;18-24;-23.3064085013;-45.9730939939
Jaguariuna;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;-22.6946429305;-47.012557632
Jandira;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;-23.5343311987;-46.9042657093
Jau;2017;1;FEMININO;TARDE;COLISÃO;AUTOMÓVEL;18-24;-22.3458339801;-48.5723723141
Jau;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;18-24;-22.3458339801;-48.5723723141
Jau;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;35-39;-22.2561645345;-48.5562478965
Jau;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;50-54;-22.286925;-48.546297
Joao Ramalho;2017;1;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;40-44;-22.2571292072;-50.7634530613
Jundiai;2017;1;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;70-74;-23.18742;-46.887967
Jundiai;2017;1;MASCULINO;MADRUGADA;OUTROS;AUTOMÓVEL;30-34;-23.163150481;-46.877351187
Jundiai;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;50-54;-23.189681;-46.88891
Jundiai;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;35-39;-23.1268815031;-46.8239353431
Jundiai;2017;1;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;18-24;-23.203516738;-46.869365692
Jundiai;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-23.1892909431;-46.985931371
Juquia;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-24.3322971163;-47.6068318744
Juquitiba;2017;1;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;55-59;Não Disponível;Não Disponível 
Limeira;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-22.578252925;-47.366668582
Limeira;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;0-17;-22.554919;-47.412518
Limeira;2017;1;MASCULINO;MADRUGADA;NÃO DISPONÍVEL;MOTOCICLETA;45-49;-22.543648;-47.404018
Limeira;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;50-54;-22.556303;-47.411092
Lins;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-21.6798443907;-49.7696933656
Lins;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-21.6935745553;-49.7526750898
Mairinque;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;30-34;-23.530328178;-47.2332530739
Mairipora;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;50-54;-23.2927368227;-46.5735926262
Mairipora;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-23.297391;-46.568853
Manduri;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;25-29;-23.015176;-49.269965
Marilia;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;Não Disponível;Não Disponível 
Marilia;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-22.245454;-49.928513
Martinopolis;2017;1;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;Não Disponível;Não Disponível 
Martinopolis;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;80 ou mais;-22.200138;-51.184318
Maua;2017;1;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.711062876;-46.483665288
Meridiano;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;65-69;-20.3542131307;-50.0998961244
Mineiros do Tiete;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;50-54;-22.3905736725;-48.4156395206
Miracatu;2017;1;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;40-44;-24.2706139955;-47.4011029315
Mococa;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-21.475899;-46.998196
Mococa;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;40-44;-21.461436;-47.010102
Mogi das Cruzes;2017;1;MASCULINO;MADRUGADA;COLISÃO;BICICLETA;18-24;-23.4973049262;-46.2252854598
Mogi das Cruzes;2017;1;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;70-74;Não Disponível;Não Disponível 
Mogi das Cruzes;2017;1;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;55-59;-23.6606722308;-46.2357955822
Mogi Guacu;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-22.3546079881;-46.9625460497
Mogi Guacu;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-22.319981;-46.961624
Mogi Mirim;2017;1;FEMININO;NOITE;CHOQUE;AUTOMÓVEL;25-29;-22.4554130291;-46.9185537056
Monte Aprazivel;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-20.7082637219;-49.8953153019
Monte Mor;2017;1;FEMININO;NOITE;COLISÃO;AUTOMÓVEL;40-44;-22.9431067284;-47.2608961149
Monte Mor;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-22.948893;-47.31655
Monte Mor;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-22.977968;-47.318149
Nazare Paulista;2017;1;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;45-49;Não Disponível;Não Disponível 
Olimpia;2017;1;FEMININO;MANHÃ;COLISÃO;AUTOMÓVEL;65-69;-20.6733047816;-48.8808553297
Olimpia;2017;1;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;65-69;-20.6733047816;-48.8808553297
Olimpia;2017;1;MASCULINO;MANHÃ;COLISÃO;BICICLETA;45-49;-20.704501969;-48.912308166
Osasco;2017;1;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;55-59;-23.555823;-46.779538
Ourinhos;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-22.9714230402;-49.8693984416
Palmares Paulista;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-21.0841840763;-48.8044652135
Palmares Paulista;2017;1;NÃO DISPONÍVEL;NOITE;CHOQUE;AUTOMÓVEL;18-24;-21.121055565;-48.838229885
Palmital;2017;1;MASCULINO;NOITE;OUTROS;MOTOCICLETA;18-24;-22.76913;-50.21474
Paraguacu Paulista;2017;1;MASCULINO;MADRUGADA;OUTROS;AUTOMÓVEL;25-29;-22.338798;-50.561472
Pereiras;2017;1;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;-23.0612763657;-47.9674137098
Pilar do Sul;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;40-44;-23.794365;-47.741599
Pindamonhangaba;2017;1;MASCULINO;NOITE;COLISÃO;BICICLETA;55-59;-22.9414001;-45.471981641
Pindamonhangaba;2017;1;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;50-54;-22.8901164654;-45.3788279993
Piracicaba;2017;1;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;18-24;-22.742041;-47.675751
Piracicaba;2017;1;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;35-39;-22.694565;-47.670482
Piracicaba;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;25-29;Não Disponível;Não Disponível 
Piracicaba;2017;1;MASCULINO;NOITE;OUTROS;MOTOCICLETA;0-17;-22.696199;-47.671693
Piracicaba;2017;1;MASCULINO;TARDE;NÃO DISPONÍVEL;NÃO DISPONÍVEL;35-39;Não Disponível;Não Disponível 
Pirassununga;2017;1;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;18-24;-22.005657;-47.409082
Pirassununga;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-22.0265;-47.4362
Pirassununga;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-22.0091232487;-47.3621550627
Pirassununga;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;40-44;-22.005608;-47.422793
Praia Grande;2017;1;FEMININO;MADRUGADA;CHOQUE;MOTOCICLETA;0-17;-24.022514;-46.483143
Praia Grande;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;18-24;-24.02989;-46.516253
Praia Grande;2017;1;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;-24.025245429;-46.492883798
Praia Grande;2017;1;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-24.0822012968;-46.6006646944
Praia Grande;2017;1;MASCULINO;NOITE;COLISÃO;BICICLETA;50-54;-24.0229006168;-46.5050503083
Praia Grande;2017;1;MASCULINO;NOITE;NÃO DISPONÍVEL;MOTOCICLETA;50-54;-24.030916;-46.524347
Praia Grande;2017;1;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-23.999072;-46.448693
Presidente Epitacio;2017;1;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;60-64;-21.774242;-52.118556
Reginopolis;2017;1;FEMININO;Não Disponível;NÃO DISPONÍVEL;NÃO DISPONÍVEL;70-74;Não Disponível;Não Disponível 
Registro;2017;1;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-24.4876516279;-47.8349352013
