Município Acidente;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente
Matao;2016;12;FEMININO;TARDE;COLISÃO;MOTOCICLETA;45-49;-21.597586;-48.368976
Maua;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;0-17;-23.671947;-46.4403
Maua;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.6477954334;-46.4449310565
Mendonca;2016;12;FEMININO;NOITE;CHOQUE;AUTOMÓVEL;45-49;-21.2021311987;-49.5998861781
Mineiros do Tiete;2016;12;MASCULINO;Não Disponível;OUTROS;AUTOMÓVEL;30-34;-22.416741;-48.452932
Miracatu;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;50-54;-24.1174683239;-47.2674804073
Miracatu;2016;12;MASCULINO;NOITE;COLISÃO;NÃO ESPECIFICADO;Não Disponível;-24.1174683239;-47.2674804073
Mirandopolis;2016;12;FEMININO;MANHÃ;OUTROS;MOTOCICLETA;25-29;-21.044478389;-51.113259692
Mirassolandia;2016;12;FEMININO;NOITE;CHOQUE;AUTOMÓVEL;18-24;-20.6326949222;-49.4488142132
Mococa;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;40-44;-21.549252;-46.963824
Mogi das Cruzes;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;35-39;-23.5314018212;-46.2137809135
Mogi das Cruzes;2016;12;MASCULINO;Não Disponível;CHOQUE;MOTOCICLETA;35-39;-23.533018;-46.209522
Mogi das Cruzes;2016;12;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;18-24;-23.7033427039;-46.0849618968
Mogi das Cruzes;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;40-44;-23.4310290658;-46.2718739761
Mogi das Cruzes;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;50-54;-23.553367;-46.200454
Mogi Guacu;2016;12;FEMININO;TARDE;OUTROS;AUTOMÓVEL;45-49;-22.3435439387;-46.9474212542
Mogi Guacu;2016;12;MASCULINO;NOITE;ATROPELAMENTO;AUTOMÓVEL;50-54;-22.3069937947;-47.1327622254
Mogi Guacu;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;70-74;-22.1932655738;-46.9853055991
Mogi Mirim;2016;12;MASCULINO;MADRUGADA;NÃO ESPECIFICADO;MOTOCICLETA;35-39;-22.4501915452;-47.0652859207
Mongagua;2016;12;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-24.095496;-46.621732
Mongagua;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;55-59;-24.106027;-46.647065
Mongagua;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;30-34;-24.112624;-46.659426
Nazare Paulista;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;35-39;-23.1689698808;-46.3939247868
Novo Horizonte;2016;12;MASCULINO;MANHÃ;CHOQUE;NÃO ESPECIFICADO;25-29;-21.4760331955;-49.2326274777
Novo Horizonte;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;25-29;Não Disponível;Não Disponível 
Onda Verde;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;80 ou mais;-20.620230249;-49.3338306385
Osasco;2016;12;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;-23.5202427707;-46.7793461132
Osasco;2016;12;FEMININO;MADRUGADA;NÃO ESPECIFICADO;NÃO ESPECIFICADO;60-64;Não Disponível;Não Disponível 
Osasco;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-23.5202427707;-46.7793461132
Osasco;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;18-24;-23.5777301941;-46.8096947257
Osasco;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;30-34;-23.539411;-46.801023
Osasco;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;Não Disponível;Não Disponível;Não Disponível 
Osasco;2016;12;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;18-24;-23.5256153929;-46.7550052409
Osasco;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.549659;-46.816048
Osvaldo Cruz;2016;12;FEMININO;Não Disponível;ATROPELAMENTO;PEDESTRE;30-34;-21.7635676597;-50.9148071067
Ourinhos;2016;12;MASCULINO;MANHÃ;COLISÃO;BICICLETA;70-74;-22.9659003417;-49.8649593328
Paraguacu Paulista;2016;12;FEMININO;MADRUGADA;COLISÃO;AUTOMÓVEL;40-44;-22.5855011777;-50.4995770326
Paraiso;2016;12;FEMININO;MADRUGADA;OUTROS;AUTOMÓVEL;70-74;-20.985856;-48.804341
Paranapanema;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;0-17;-23.449472;-48.888613
Pardinho;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;50-54;-23.087963511;-48.381560967
Pariquera-Acu;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;MOTOCICLETA;18-24;Não Disponível;Não Disponível 
Paulinia;2016;12;MASCULINO;MANHÃ;CHOQUE;AUTOMÓVEL;65-69;-22.778137;-47.169693
Penapolis;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;75-79;-21.414143;-50.077638
Peruibe;2016;12;FEMININO;MANHÃ;COLISÃO;MOTOCICLETA;18-24;-24.302337;-47.02198
Peruibe;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;60-64;-24.2408941341;-46.9128937062
Pilar do Sul;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;40-44;-23.787104;-47.788631
Pindamonhangaba;2016;12;FEMININO;TARDE;COLISÃO;MOTOCICLETA;30-34;-22.956321;-45.507784
Pindamonhangaba;2016;12;MASCULINO;MADRUGADA;COLISÃO;CAMINHÃO;60-64;-22.9901584988;-45.4807368608
Pindamonhangaba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-22.9523916567;-45.404902139
Pindamonhangaba;2016;12;MASCULINO;NOITE;COLISÃO;BICICLETA;70-74;-22.8854080533;-45.5313586334
Pinhalzinho;2016;12;FEMININO;Não Disponível;COLISÃO;AUTOMÓVEL;35-39;-22.8293371925;-46.5582714621
Pinhalzinho;2016;12;MASCULINO;Não Disponível;COLISÃO;AUTOMÓVEL;40-44;-22.8293371925;-46.5582714621
Pinhalzinho;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;40-44;-22.80877;-46.537034
Piracaia;2016;12;FEMININO;MANHÃ;COLISÃO;MOTOCICLETA;50-54;-23.1071607297;-46.4653390531
Piracaia;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;25-29;-23.1071607297;-46.4653390531
Piracaia;2016;12;MASCULINO;Não Disponível;COLISÃO;BICICLETA;18-24;-23.0567502687;-46.364514963
Piracaia;2016;12;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;50-54;-23.0314501026;-46.3386503557
Piracaia;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;35-39;-23.1071607297;-46.4653390531
Piracicaba;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;25-29;-22.729837;-47.648184
Piracicaba;2016;12;FEMININO;NOITE;CHOQUE;AUTOMÓVEL;18-24;-22.702385;-47.647257
Piracicaba;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-22.753719;-47.647897
Piracicaba;2016;12;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;18-24;-22.711046;-47.63861
Piracicaba;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-22.766101;-47.589674
Piracicaba;2016;12;MASCULINO;NOITE;CHOQUE;AUTOMÓVEL;18-24;-22.702385;-47.647257
Piracicaba;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;60-64;-22.751925;-47.687364
Piratininga;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-22.4625172759;-49.1970911829
Pompeia;2016;12;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;25-29;-22.103267371;-50.2160019865
Pontal;2016;12;MASCULINO;Não Disponível;OUTROS;AUTOMÓVEL;18-24;-21.00203;-48.041746
Pontes Gestal;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;18-24;-20.13142;-49.762327
Porto Feliz;2016;12;MASCULINO;Não Disponível;COLISÃO;MOTOCICLETA;30-34;-23.26384949;-47.5212843836
Porto Ferreira;2016;12;FEMININO;NOITE;OUTROS;BICICLETA;18-24;-21.842986;-47.474193
Porto Ferreira;2016;12;MASCULINO;MADRUGADA;NÃO ESPECIFICADO;NÃO ESPECIFICADO;45-49;-21.8024704184;-47.5051138054
Porto Ferreira;2016;12;MASCULINO;MANHÃ;OUTROS;MOTOCICLETA;30-34;-21.8412275007;-47.4077788007
Praia Grande;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;50-54;-24.022053;-46.469255
Praia Grande;2016;12;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;18-24;-24.053319;-46.547517
Praia Grande;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;-24.036341;-46.520518
Praia Grande;2016;12;MASCULINO;NOITE;COLISÃO;BICICLETA;45-49;-24.018448627;-46.471646917
Praia Grande;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;BICICLETA;45-49;-24.087344;-46.605826
Praia Grande;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;Não Disponível;Não Disponível 
Presidente Bernardes;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;30-34;-22.024599831;-51.553039882
Presidente Prudente;2016;12;FEMININO;NOITE;OUTROS;MOTOCICLETA;30-34;-22.139671;-51.451893
Promissao;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;MOTOCICLETA;18-24;-21.535629;-49.851376
Registro;2016;12;FEMININO;TARDE;COLISÃO;NÃO ESPECIFICADO;55-59;-24.4731070657;-47.825759189
Registro;2016;12;FEMININO;TARDE;COLISÃO;NÃO ESPECIFICADO;60-64;-24.4731070657;-47.825759189
Ribeira;2016;12;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;18-24;-24.610046;-49.069799
Ribeirao Pires;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;45-49;-23.638083;-46.393612
Ribeirao Pires;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;60-64;-23.7172405346;-46.4015047396
Ribeirao Pires;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;MOTOCICLETA;25-29;-23.728742127;-46.4248396854
Ribeirao Pires;2016;12;MASCULINO;TARDE;OUTROS;CAMINHÃO;45-49;-23.731136;-46.421709
Ribeirao Preto;2016;12;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;-21.162936;-47.802111
Ribeirao Preto;2016;12;FEMININO;MANHÃ;COLISÃO;AUTOMÓVEL;55-59;-21.2077568703;-47.8549181888
Ribeirao Preto;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-21.2077568703;-47.8549181888
Ribeirao Preto;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;18-24;-21.157434;-47.797365
Ribeirao Preto;2016;12;MASCULINO;NOITE;COLISÃO;AUTOMÓVEL;55-59;-21.285265309;-47.8087466851
Ribeirao Preto;2016;12;MASCULINO;TARDE;COLISÃO;BICICLETA;50-54;-21.145774;-47.842507
Rincao;2016;12;MASCULINO;MADRUGADA;CHOQUE;AUTOMÓVEL;18-24;-21.551134;-48.119142
Rinopolis;2016;12;FEMININO;MADRUGADA;COLISÃO;AUTOMÓVEL;50-54;-21.6893629191;-50.6239353277
Rio Claro;2016;12;MASCULINO;MANHÃ;NÃO ESPECIFICADO;NÃO ESPECIFICADO;50-54;Não Disponível;Não Disponível 
Rio Claro;2016;12;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;35-39;-22.324579;-47.543965
Rio Claro;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;-22.514108938;-47.5846229067
Rio Claro;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;40-44;-22.429642;-47.581382
Rosana;2016;12;MASCULINO;MADRUGADA;NÃO ESPECIFICADO;NÃO ESPECIFICADO;25-29;Não Disponível;Não Disponível 
Saltinho;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;60-64;-22.8555925102;-47.6845858166
Salto;2016;12;MASCULINO;MADRUGADA;CHOQUE;AUTOMÓVEL;0-17;-23.1903645484;-47.3175262058
Salto de Pirapora;2016;12;MASCULINO;MADRUGADA;OUTROS;CAMINHÃO;25-29;-23.6661332587;-47.599368629
Salto de Pirapora;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.6007465315;-47.5372045842
Salto de Pirapora;2016;12;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;35-39;-23.6921466061;-47.6071233082
Santa Barbara d'Oeste;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;45-49;-22.745965;-47.361682
Santa Rita do Passa Quatro;2016;12;MASCULINO;MANHÃ;NÃO ESPECIFICADO;NÃO ESPECIFICADO;50-54;Não Disponível;Não Disponível 
Santana de Parnaiba;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;18-24;-23.461555755;-46.878473187
Santo Anastacio;2016;12;FEMININO;MADRUGADA;OUTROS;AUTOMÓVEL;30-34;-21.952879;-51.643075
Santo Andre;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;-23.644465;-46.523416
Santo Andre;2016;12;MASCULINO;MADRUGADA;COLISÃO;BICICLETA;45-49;-23.682915;-46.505666
Santo Andre;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;50-54;-23.697562;-46.495855
Santo Andre;2016;12;MASCULINO;NOITE;CHOQUE;BICICLETA;0-17;-23.739083;-46.496251
Santo Andre;2016;12;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;25-29;-23.624628;-46.485407
Santos;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.9283860707;-46.3659680655
Santos;2016;12;MASCULINO;TARDE;CHOQUE;AUTOMÓVEL;75-79;-23.967764;-46.346328
Sao Bernardo do Campo;2016;12;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.7842069732;-46.597649795
Sao Bernardo do Campo;2016;12;FEMININO;MANHÃ;COLISÃO;BICICLETA;35-39;-23.7495805473;-46.537721505
Sao Bernardo do Campo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.705967;-46.526884
Sao Bernardo do Campo;2016;12;FEMININO;TARDE;CHOQUE;AUTOMÓVEL;45-49;-23.7324074746;-46.6044713395
Sao Bernardo do Campo;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;-23.7770374729;-46.6014202777
Sao Bernardo do Campo;2016;12;MASCULINO;MADRUGADA;COLISÃO;ONIBUS;70-74;-23.8485372018;-46.5750178465
Sao Bernardo do Campo;2016;12;MASCULINO;Não Disponível;OUTROS;MOTOCICLETA;45-49;-23.8967208799;-46.5062393588
Sao Bernardo do Campo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.7171008563;-46.5642877303
Sao Bernardo do Campo;2016;12;MASCULINO;NOITE;OUTROS;MOTOCICLETA;18-24;-23.724168;-46.55018
Sao Bernardo do Campo;2016;12;MASCULINO;TARDE;COLISÃO;MOTOCICLETA;18-24;-23.666649;-46.576017
Sao Carlos;2016;12;FEMININO;TARDE;COLISÃO;AUTOMÓVEL;80 ou mais;-22.017803;-47.886702
Sao Carlos;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;50-54;-22.034602;-47.872568
Sao Carlos;2016;12;MASCULINO;MANHÃ;CHOQUE;AUTOMÓVEL;30-34;-22.0691331007;-47.84627091
Sao Carlos;2016;12;MASCULINO;MANHÃ;COLISÃO;AUTOMÓVEL;45-49;-22.0459414747;-47.7968449033
Sao Jose do Barreiro;2016;12;MASCULINO;TARDE;NÃO ESPECIFICADO;OUTROS;75-79;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2016;12;FEMININO;MADRUGADA;COLISÃO;MOTOCICLETA;25-29;-20.7027880106;-49.3392955362
Sao Jose do Rio Preto;2016;12;FEMININO;MADRUGADA;OUTROS;MOTOCICLETA;50-54;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-20.781785;-49.39848
Sao Jose do Rio Preto;2016;12;FEMININO;Não Disponível;ATROPELAMENTO;PEDESTRE;70-74;-20.798575;-49.368688
Sao Jose do Rio Preto;2016;12;FEMININO;NOITE;NÃO ESPECIFICADO;NÃO ESPECIFICADO;40-44;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;MOTOCICLETA;65-69;Não Disponível;Não Disponível 
Sao Jose do Rio Preto;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;-20.765539;-49.404174
Sao Jose dos Campos;2016;12;FEMININO;MANHÃ;COLISÃO;MOTOCICLETA;35-39;-23.210252;-45.898969
Sao Jose dos Campos;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;55-59;-23.234574;-45.915326
Sao Jose dos Campos;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;-23.171935;-45.891148
Sao Jose dos Campos;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-23.2100992141;-45.8900838227
Sao Jose dos Campos;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.173492;-45.812496
Sao Jose dos Campos;2016;12;MASCULINO;NOITE;CHOQUE;AUTOMÓVEL;25-29;-23.258687;-45.922704
Sao Jose dos Campos;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;-23.1528359268;-45.7868140106
Sao Miguel Arcanjo;2016;12;MASCULINO;MADRUGADA;OUTROS;AUTOMÓVEL;35-39;-23.772618;-48.124486
Sao Miguel Arcanjo;2016;12;MASCULINO;TARDE;COLISÃO;AUTOMÓVEL;40-44;-23.990753586;-48.0159425598
Sao Paulo;2016;12;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;0-17;-23.677197;-46.759689
Sao Paulo;2016;12;FEMININO;MADRUGADA;CHOQUE;MOTOCICLETA;40-44;-23.675279;-46.755939
Sao Paulo;2016;12;FEMININO;MADRUGADA;COLISÃO;MOTOCICLETA;18-24;-23.481529;-46.593495
Sao Paulo;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;65-69;-23.628458;-46.769933
Sao Paulo;2016;12;FEMININO;MANHÃ;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.521012;-46.586659
Sao Paulo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-23.536004;-46.444869
Sao Paulo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;-23.604176;-46.642862
Sao Paulo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.604176;-46.642862
Sao Paulo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;-23.5831868083;-46.7750740781
Sao Paulo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.536254;-46.582823
Sao Paulo;2016;12;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;75-79;-23.45746;-46.681929
Sao Paulo;2016;12;FEMININO;NOITE;CHOQUE;AUTOMÓVEL;25-29;-23.577783;-46.500686
Sao Paulo;2016;12;FEMININO;NOITE;COLISÃO;MOTOCICLETA;Não Disponível;-23.592966;-46.692368
Sao Paulo;2016;12;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;-23.5850222913;-46.7422669699
Sao Paulo;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;-23.649283;-46.676679
Sao Paulo;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;55-59;-23.47592;-46.645354
Sao Paulo;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;55-59;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.673142;-46.643737
Sao Paulo;2016;12;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;Não Disponível;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;MADRUGADA;CHOQUE;AUTOMÓVEL;35-39;-23.574881;-46.729895
Sao Paulo;2016;12;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;30-34;-23.630937;-46.621861
Sao Paulo;2016;12;MASCULINO;MADRUGADA;COLISÃO;AUTOMÓVEL;30-34;-23.696304;-46.668563
Sao Paulo;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;18-24;-23.70247;-46.645085
Sao Paulo;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;18-24;-23.70247;-46.645085
Sao Paulo;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-23.622247;-46.760553
Sao Paulo;2016;12;MASCULINO;MADRUGADA;COLISÃO;MOTOCICLETA;35-39;-23.488305;-46.434576
Sao Paulo;2016;12;MASCULINO;MADRUGADA;NÃO ESPECIFICADO;NÃO ESPECIFICADO;40-44;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;25-29;-23.583325;-46.616497
Sao Paulo;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;25-29;-23.618247;-46.730188
Sao Paulo;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;55-59;-23.739642;-46.688439
Sao Paulo;2016;12;MASCULINO;MANHÃ;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.513856;-46.57678
Sao Paulo;2016;12;MASCULINO;MANHÃ;CHOQUE;AUTOMÓVEL;25-29;-23.54203;-46.534161
Sao Paulo;2016;12;MASCULINO;MANHÃ;CHOQUE;AUTOMÓVEL;60-64;-23.550293;-46.510132
Sao Paulo;2016;12;MASCULINO;MANHÃ;CHOQUE;BICICLETA;25-29;-23.479647;-46.686054
Sao Paulo;2016;12;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;18-24;-23.440753;-46.587868
Sao Paulo;2016;12;MASCULINO;MANHÃ;CHOQUE;MOTOCICLETA;35-39;-23.589856;-46.588464
Sao Paulo;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;35-39;-23.542904;-46.48162
Sao Paulo;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;45-49;-23.448863;-46.70202
Sao Paulo;2016;12;MASCULINO;MANHÃ;COLISÃO;MOTOCICLETA;50-54;-23.538019;-46.486573
Sao Paulo;2016;12;MASCULINO;MANHÃ;NÃO ESPECIFICADO;MOTOCICLETA;18-24;-23.540385;-46.440281
Sao Paulo;2016;12;MASCULINO;MANHÃ;NÃO ESPECIFICADO;MOTOCICLETA;18-24;-23.675204;-46.661258
Sao Paulo;2016;12;MASCULINO;MANHÃ;OUTROS;MOTOCICLETA;45-49;-23.452110175;-46.7866594176
Sao Paulo;2016;12;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;35-39;-23.4842104592;-46.7700576238
Sao Paulo;2016;12;MASCULINO;Não Disponível;ATROPELAMENTO;PEDESTRE;40-44;-23.770095;-46.724937
Sao Paulo;2016;12;MASCULINO;Não Disponível;COLISÃO;AUTOMÓVEL;0-17;-23.51405;-46.376049
Sao Paulo;2016;12;MASCULINO;Não Disponível;COLISÃO;AUTOMÓVEL;18-24;-23.514052;-46.376046
Sao Paulo;2016;12;MASCULINO;Não Disponível;COLISÃO;AUTOMÓVEL;25-29;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;Não Disponível;COLISÃO;AUTOMÓVEL;25-29;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;MOTOCICLETA;18-24;-23.512914;-46.468745
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.679979;-46.776577
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;-23.418526807;-46.5792768098
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;-23.736671;-46.693915
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;-23.676677;-46.643364
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;-23.548752;-46.732602
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;-23.524811;-46.628955
Sao Paulo;2016;12;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;Não Disponível;-23.61039;-46.697861
Sao Paulo;2016;12;MASCULINO;NOITE;CHOQUE;AUTOMÓVEL;50-54;-23.4783203072;-46.5599929826
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;0-17;-23.447332;-46.581644
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-23.831156;-46.722301
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;18-24;-23.49714;-46.467997
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-23.690397;-46.759219
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;25-29;-23.4312191717;-46.5677719611
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;30-34;-23.481476;-46.682846
Sao Paulo;2016;12;MASCULINO;NOITE;COLISÃO;MOTOCICLETA;45-49;-23.826884;-46.729567
Sao Paulo;2016;12;MASCULINO;NOITE;NÃO ESPECIFICADO;NÃO ESPECIFICADO;50-54;Não Disponível;Não Disponível 
Sao Paulo;2016;12;MASCULINO;NOITE;OUTROS;AUTOMÓVEL;45-49;-23.544389;-46.469078
Sao Paulo;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;-23.549927283;-46.631977458
Sao Paulo;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;-23.610078;-46.474511
Sao Paulo;2016;12;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;-23.542088;-46.425274
Sao Paulo;2016;12;MASCULINO;TARDE;CHOQUE;BICICLETA;0-17;-23.758333;-46.677422
Sao Paulo;2016;12;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;18-24;-23.506913;-46.715937
