@relation MPST

@attribute cidade {Aguas-de-Lindoia,Aguai,Aguapei,Aguas-de-Sao-Pedro,Aracoiaba-da-Serra,Aruja,Santa-Cruz-da-Conceicao,Tanabi,Taiuva,Presidente-Venceslau,Sandoval,Riolandia,Restinga,Colina,Pereira-Barreto,Perdeneiras,Oridiuva,Oriente,Nova-Independencia,Jumirim,Julio-Mesquita,Joanopolis,Ituverava,Itapirapua-Paulista,Igarata,Guaiacu,Estrela-do-Norte,Floreal,Cosmororama,Brauna,Canas,Cananeira,Campos-Novos-Paulistas,Buritizal,Avanhamdava,Aramina,Analandia,Valparaiso,Ubarana,Titui,Tiacu,Sao-Sebastiao-da-Grama,Santa-Maria-a-Serra,Salto-Grande,Rafard,Piacatu,Panorama,Pedreira,Monte-Azul-Paulista,Lagoinha,Itatinga,Guararapes,Guaraci,General-Salgado,Clementina,Dobrada,Capela-do-Alto,Mirassolandia,Aluminio,Uchoa,Rincao,Ribeira,Pontes-Gestal,Pontal,Paulinia,Pardinho,Paraiso,Osvaldo-Cruz,Onda-Verde,Ipeuna,Mirandopolis,Lucelia,Jacupiranga,Ipigua,Bocaina,Guzolandia,Cedral,Guarei,Castilho,Garca,Cabreuva,Cristais-Paulista,Barra-do-Chapeu,Avanhandava,Aparecida-D-Oeste,Tuiuti,Vargem-Grande-do-Sul,Santa-Lucia,Santa-Cruz-das-Palmeiras,Roseira,Ribeirao-Branco,Rancharia,Presidente-Bernardes,Piraju,Piracaia,Pinhalzinho,Ouroeste,Nova-Europa,Morro-Agudo,Jaci,Itapui,Itanhanhem,Icem,Descalvado,Areiopolis,Cafelandia,Aguas-da-Prata,Zacarias,Valentim-Gentil,Urupes,Tremembe,Tapiratiba,Tambau,Taciba,Sarapui,Sao-Jose-do-Barreiro,Santo-Antonio-de-Posse,Santa-Ernestina,Rosana,Pongai,Poa,Pitangueiras,Piratininga,Pirapozinho,Pedro-de-Toledo,Pedra-Bela,Orlandia,Novo-Horizonte,Neves-Paulista,Natividade-da-Serra,Luis-Antonio,Lencois,Itajobi,Lencois-Paulista,Irapua,Ilhabela,Ilha-Comprida,Ibitinga,Ibira,Flora-Rica,Fernando-Prestes,Eldorado,Sandovalina,Barao-de-Antonina,Cristais,Barra-do-Turvo,Cosmorama,Sao-Roque,Arealva,Arapei,Americo-Brasiliense,Altinopolis,Alambari,Agudos,Vista-Alegre-do-Alto,Viradouro,Vinhedo,Varzea-Paulista,Vargem,Turmalina,Torrinha,Sarutaia,Sao-Miguel-Arcanjo,Sao-Pedro-do-Turvo,Sao-Luis-do-Paraitinga,Estiva-Gerbi,Sao-Joao-da-Boa-Vista,Sao-Bento-do-Sapucai,Santo-Antonio-do-Jardim,Santo-Antonio-da-Alegria,Louveira,Salesopolis,Rio-das-Pedras,Pradopolis,Porto-Feliz,Poloni,Pirangi,Pindorama,Piedade,Peruibe,Pederneiras,Pauliceia,Paranapanema,Oleo,Palmeira-d-Oeste,Nuporanga,Nova-Granada,Monte-Alto,Mongagua,Miguelopolis,Mesopolis,Matao,Macedonia,Itapeva,Lavrinhas,Jarinu,Itobi,Jardinopolis,Itupeva,Jales,Itapolis,Avare,Itapetininga,Irapuru,Iracemapolis,Herculandia,Ipero,Guariba,Guararema,Guarani-d-Oeste,Barbosa,Guapiacu,Guaira,Guaimbe,Gaviao-Peixoto,Biritiba,Estiva,Coroados,Conchas,Charqueada,Carapicuiba,Buri,Candido-Rodrigues,Cajamar,Cachoeira-Paulista,Boa-Esperanca-do-Sul,Biritiba-Mirim,Guara,Apiai,Mirassol,Aparecida,Timburi,Votuporanga,Urania,Ubatuba,Tres-Fronteiras,Tiete,Tejupa,Tatui,Tarabai,Taboao-da-Serra,Taquaral,Suzano,Socorro,Silveiras,Sete-Barras,Sertaozinho,Serrana,Santa-Gertrudes,Sao-Lourenco-da-Serra,Sao-Jose-dos-Campos,Santa-Fe-do-Sul,Saltinho,Sales-Oliveira,Pratania,Sagres,Rinopolis,Porto-Ferreira,Ribeirao-Bonito,Porangaba,Pompeia,Pirapora-do-Bom-Jesus,Penapolis,Pedregulho,Patrocinio-Paulista,Pariquera-Acu,Palestina,Nova-Odessa,Nova-Alianca,Mirante-do-Paranapanema,Nipoa,Macatuba,Marapoama,Mendonca,Itariri,Itatiba,Lorena,Lindoia,Jose-Bonifacio,Lavinia,Leme,Cesario-Lange,Itapura,Itaporanga,Itapevi,Itapecerica-da-Serra,Ipaussu,Guapiara,Indiana,Ilha-Solteira,Iguape,Igarapava,Ferraz-de-Vasconcelos,Dracena,Espirito-Santo-do-Pinhal,Echapora,Cubatao,Duartina,Cordeiropolis,Ariranha,Casa-Branca,Brotas,Cajati,Capivari,Barra-Bonita,Candido-Mota,Campo-Limpo-Paulista,Alvares-Machado,Angatuba,Americana,Amparo,Andradina,Aracatuba,Araraquara,Balsamo,Aracariguama,Araras,Artur-Nogueira,Assis,Atibaia,Bariri,Barretos,Barueri,Araçariguama,Bananal,Bastos,Batatais,Bauru,Bebedouro,Bertioga,Birigui,Boituva,Bady-Bassitt,Bom-Jesus-dos-Perdoes,Borborema,Botucatu,Braganca-Paulista,Buritama,Cacapava,Caieiras,Caiua,Cajuru,Campinas,Campos-do-Jordao,Capao-Bonito,Caraguatatuba,Catanduva,Catigua,Cerqueira-Cesar,Cerquilho,Cosmopolis,Cotia,Cravinhos,Cruzeiro,Cunha,Diadema,Dumont,Embauba,Embu-das-Artes,Embu-Guacu,Euclides-da-Cunha-P,Fartura,Fernandopolis,Franca,Francisco-Morato,Franco-da-Rocha,Guaratingueta,Guaruja,Guarulhos,Hortolandia,Iacanga,Iaras,Ibate,Ibiuna,Indaiatuba,Ipua,Itabera,Itai,Itanhaem,Itapira,Itaquaquecetuba,Itarare,Itirapina,Itu,Jaboticabal,Jacarei,Jaguariuna,Jandira,Jau,Juquia,Maua,Mogi-das-Cruzes,Mogi-Guacu,Joao-Ramalho,Jundiai,Juquitiba,Limeira,Lins,Mairinque,Mairipora,Manduri,Marilia,MartinopolisMaua,Meridiano,Mineiros-do-Tiete,Miracatu,Mococa,Mogi-Mirim,Monte-Aprazivel,Monte-Mor,Martinopolis,Nazare-Paulista,Olimpia,Osasco,Ourinhos,Palmares-Paulista,Palmital,Paraguacu-Paulista,Pereiras,Pilar-do-Sul,Pindamonhangaba,Piracicaba,Pirassununga,Praia-Grande,Presidente-Epitacio,Reginopolis,Registro,Ribeirao-Pires,Ribeirao-Preto,Rio-Claro,Salto,Salto-de-Pirapora,Santa-Barbara-d-Oeste,Santa-Cruz-da-Conceica,Santa-Cruz-do-Rio-Pard,Santa-Isabel,Santa-R-do-Passa-Q,Santana-de-Parnaiba,Santo-Anastacio,Santo-Andre,Santopolis-do-Aguapei,Santos,Sao-Bento-do-Sapuca,Sao-Bernardo-do-Campo,Sao-Caetano-do-Sul,Sao-Carlos,Sao-Joaquim-da-Barra,Sao-Jose-do-Rio-Pardo,Sao-Jose-do-Rio-Preto,Sao-Manuel,Sao-Paulo,Sao-Pedro,Sao-Sebastiao,Sao-Simao,Sao-Vicente,Serra-Negra,Severinia,Sorocaba,Sud-Mennucci,Sumare,Tabatinga,Tapirai,Taquaritinga,Taquarituba,Taubate,Teodoro-Sampaio,Tupa,Queluz,Presidente-Prudente,Promissao,Valinhos,Vargem-Grande-Paulista,Votorantim,Zacaria}
@attribute Ano {2016,2017}
@attribute Mes {1,2,3,8,9,10,11,12}
@attribute Sexo {MASCULINO,FEMININO, 99999}
@attribute Peirodo {MANHA,TARDE,NOITE,MADRU,99999}
@attribute Tip.Acid {COLISAO,ATROPELAMENTO,CHOQUE,OUTROS,99999}
@attribute Locomacao {MOTOCICLETA,PEDESTRE,AUTOMOVEL,BICICLETA,CAMINHAO,ONIBUS,OUTROS,99999}
@attribute Faixa {17,20, 27, 32, 37, 42, 47, 52, 57, 62, 67, 72, 77, 80, 99999}
@attribute Latitude numeric
@attribute Longitude numeric

@data
Candido-Mota,2016,8,MASCULINO,NOITE,COLISAO,OUTROS,80,-22.718100143,-50.395741006 
Capivari,2016,8,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-22.995625,-47.472076 
Caraguatatuba,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,32,-23.6631646872623,-45.4353528588852 
Casa-Branca,2016,8,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,32,-21.801505,-47.059214 
Catanduva,2016,8,MASCULINO,MADRU,ATROPELAMENTO,AUTOMOVEL,20,-21.144132,-48.928916 
Catanduva,2016,8,MASCULINO,MADRU,ATROPELAMENTO,AUTOMOVEL,37,-21.144132,-48.928916 
Catanduva,2016,8,MASCULINO,MADRU,99999,99999,62,99999,99999 
Catanduva,2016,8,MASCULINO,TARDE,99999,99999,20,-21.14884933,-48.980456553 
Cesario-Lange,2016,8,FEMININO,TARDE,ATROPELAMENTO,AUTOMOVEL,27,-23.258432,-47.874035 
Cesario-Lange,2016,8,MASCULINO,TARDE,ATROPELAMENTO,AUTOMOVEL,20,-23.258432,-47.874035 
Cordeiropolis,2016,8,MASCULINO,NOITE,99999,MOTOCICLETA,20,-22.4948083285358,-47.4246010767332 
Cotia,2016,8,MASCULINO,MADRU,OUTROS,CAMINHAO,67,-23.590705,-46.822953 
Cotia,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80,-23.6548212102581,-47.0749959760439 
Cubatao,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80,-23.877995,-46.447291 
Cubatao,2016,8,MASCULINO,NOITE,99999,MOTOCICLETA,47,-23.887482,-46.423862 
Cunha,2016,8,MASCULINO,MADRU,99999,99999,27,-23.166304,-44.839784 
Diadema,2016,8,MASCULINO,TARDE,COLISAO,BICICLETA,99999,-23.682685,-46.635858 
Dracena,2016,8,FEMININO,MADRU,COLISAO,MOTOCICLETA,47,-21.485369,-51.546823 
Duartina,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,72,-22.414207,-49.409624 
Echapora,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,37,-22.350005,-50.155701 
Embu-Guacu,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,62,-23.8525463046889,-46.8227688266692 
Espirito-Santo-do-Pinhal,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-22.191046,-46.768908 
Fartura,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,47,99999,99999 
Ferraz-de-Vasconcelos,2016,8,MASCULINO,MADRU,99999,AUTOMOVEL,27,-23.561592,-46.382400 
Ferraz-de-Vasconcelos,2016,8,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,20,-23.5476395,-46.38755 
Franca,2016,8,FEMININO,99999,99999,99999,37,-20.540969,-47.399769 
Franca,2016,8,FEMININO,99999,99999,99999,57,-20.53688,-47.429092 
Franca,2016,8,MASCULINO,MADRU,COLISAO,BICICLETA,20,-20.583957,-47.374646 
Franca,2016,8,MASCULINO,MANHA,COLISAO,AUTOMOVEL,72,-20.530968,-47.404006 
Franca,2016,8,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,42,-20.459721,-47.416153 
Franca,2016,8,MASCULINO,99999,CHOQUE,AUTOMOVEL,37,-20.579338,-47.377093 
Franca,2016,8,MASCULINO,99999,COLISAO,BICICLETA,20,-20.5132661227391,-47.4143010661586 
Franca,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,47,-20.567843,-47.377373 
Franca,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,80,-20.559152,-47.376888 
Francisco-Morato,2016,8,MASCULINO,MADRU,99999,99999,32,99999,99999 
Francisco-Morato,2016,8,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,80,-23.270964,-46.725275 
Franco-da-Rocha,2016,8,MASCULINO,99999,COLISAO,MOTOCICLETA,27,-23.325517,-46.752557 
Guapiara,2016,8,MASCULINO,MANHA,COLISAO,AUTOMOVEL,42,-24.183841633613,-48.5419472087289 
Guara,2016,8,MASCULINO,MADRU,COLISAO,CAMINHAO,52,20.5373840180241,-47.8243564084437 
Guaratingueta,2016,8,MASCULINO,MANHA,99999,99999,72,-22.819164373,-45.190015864 
Guaruja,2016,8,FEMININO,NOITE,CHOQUE,BICICLETA,17,99999,99999 
Guaruja,2016,8,FEMININO,NOITE,COLISAO,MOTOCICLETA,17,-23.960477,-46.286497 
Guaruja,2016,8,FEMININO,TARDE,OUTROS,BICICLETA,52,99999,99999 
Guaruja,2016,8,MASCULINO,MADRU,COLISAO,MOTOCICLETA,17,-23.949014,-46.292258 
Guaruja,2016,8,MASCULINO,NOITE,COLISAO,BICICLETA,99999,-23.913908295,-46.290227677 
Guaruja,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-23.960477,-46.286497 
Guaruja,2016,8,MASCULINO,TARDE,99999,99999,47,-23.968782,-46.279706 
Guarulhos,2016,8,FEMININO,MADRU,CHOQUE,MOTOCICLETA,20,-23.468864311633,-46.5100336174122 
Guarulhos,2016,8,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,37,-23.497231,-46.557986 
Guarulhos,2016,8,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,62,-23.4694079169996,-46.4056427199018 
Guarulhos,2016,8,FEMININO,MANHA,OUTROS,MOTOCICLETA,27,-23.472114,-46.519397 
Guarulhos,2016,8,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,72,-23.4391791800481,-46.5516958748795 
Guarulhos,2016,8,MASCULINO,MANHA,CHOQUE,99999,32,-23.426779078,-46.373520415 
Guarulhos,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,37,-23.450975,-46.463990 
Guarulhos,2016,8,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,42,-23.450975,-46.463990 
Guarulhos,2016,8,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,47,-23.397225,-46.521437 
Guarulhos,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,27,-23.473360,-46.495219 
Guarulhos,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,57,-23.474867,-46.53333 
Guarulhos,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-23.466919633,-46.388192162 
Guarulhos,2016,8,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,62,-23.4655597983608,-46.5007104160002 
Guarulhos,2016,8,MASCULINO,TARDE,COLISAO,AUTOMOVEL,72,-23.466861,-46.466846 
Guarulhos,2016,8,MASCULINO,TARDE,COLISAO,BICICLETA,20,-23.370238499,-46.39699746 
Guarulhos,2016,8,99999,TARDE,COLISAO,MOTOCICLETA,20,-23.481966,-46.541697 
Hortolandia,2016,8,MASCULINO,TARDE,99999,99999,20,-22.903590526,-47.204451662 
Ibiuna,2016,8,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-23.6510768131595,-47.1282118678273 
Igarapava,2016,8,MASCULINO,NOITE,99999,MOTOCICLETA,42,-19.9982524246628,-47.7690553011504 
Iguape,2016,8,FEMININO,TARDE,CHOQUE,AUTOMOVEL,27,-24.3806466611418,-47.5212675394905 
Ilha-Solteira,2016,8,FEMININO,NOITE,COLISAO,AUTOMOVEL,62,-20.462191,-51.302888 
Ilha-Solteira,2016,8,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,62,-20.417778285479,-51.1353766152381 
Indaiatuba,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,42,-23.1106541365014,-47.2087901859572 
Indaiatuba,2016,8,MASCULINO,NOITE,OUTROS,MOTOCICLETA,47,-23.1165271527032,-47.2160997425292 
Indiana,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,42,-22.150450,-51.262345 
Ipaussu,2016,8,MASCULINO,MANHA,COLISAO,AUTOMOVEL,27,-23.0546854534239,-49.6732966920123 
Itapecerica-da-Serra,2016,8,FEMININO,99999,99999,MOTOCICLETA,27,-23.691406,-46.818278 
Itapecerica-da-Serra,2016,8,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,52,23.721928,-46.852039 
Itapevi,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,52,23.5390969818972,-46.9715543163989 
Itapira,2016,8,FEMININO,NOITE,COLISAO,MOTOCICLETA,20,-22.424972,-46.837089 
Itapira,2016,8,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,80,-22.42997,-46.823827 
Itapira,2016,8,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,72,-22.415262,-46.803406 
Itaporanga,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,27,-23.704608,-49.467264 
Itapura,2016,8,MASCULINO,TARDE,COLISAO,AUTOMOVEL,62,-20.628348,-51.519140 
Itaquaquecetuba,2016,8,FEMININO,MADRU,ATROPELAMENTO,PEDESTRE,20,-23.488592,-46.331713 
Itaquaquecetuba,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-23.465284,-46.377011 
Itaquaquecetuba,2016,8,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,37,-23.486432,-46.306772 
Itaquaquecetuba,2016,8,MASCULINO,TARDE,COLISAO,AUTOMOVEL,27,-23.467794,-46.357374 
Itariri,2016,8,MASCULINO,MANHA,OUTROS,CAMINHAO,42,99999,99999 
Itatiba,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,27,-23.052060,-46.844945 
Itatiba,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,42,-23.004152,-46.82945 
Itirapina,2016,8,MASCULINO,MADRU,COLISAO,AUTOMOVEL,62,-22.160060000,-47.791230000 
Itu,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,62,-23.266073,-47.315077 
Itu,2016,8,MASCULINO,NOITE,COLISAO,BICICLETA,99999,-23.4030463100466,-47.3240194614225 
Itu,2016,8,MASCULINO,TARDE,COLISAO,BICICLETA,20,-23.484524,-47.587586 
Jaboticabal,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,37,-21.17606,-48.37382 
Jacarei,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-23.316279,-45.958579 
Jacarei,2016,8,MASCULINO,TARDE,OUTROS,BICICLETA,57,-23.271057,-45.950574 
Jaguariuna,2016,8,MASCULINO,NOITE,COLISAO,BICICLETA,32,-22.668678,-47.002619 
Jaguariuna,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-22.7037108455499,-47.0130388771739 
Jaguariuna,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-22.7037108455499,-47.0130388771739 
Jandira,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,37,-23.520723,-46.909502 
Jandira,2016,8,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,72,-23.547102,-46.909085 
Jau,2016,8,FEMININO,MADRU,CHOQUE,MOTOCICLETA,42,-22.269626,-48.556104 
Jau,2016,8,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,20,-22.262942,-48.557436 
Jau,2016,8,MASCULINO,MADRU,CHOQUE,MOTOCICLETA,37,-22.269626,-48.556104 
Jau,2016,8,MASCULINO,NOITE,COLISAO,BICICLETA,20,-22.290778,-48.570675 
Jau,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,20,-22.275866,-48.553911 
Jau,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,52,22.279617,-48.553481 
Jose-Bonifacio,2016,8,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,62,-21.047901,-49.692046 
Jundiai,2016,8,MASCULINO,MADRU,COLISAO,CAMINHAO,52,23.1680580889999,-46.927927874 
Jundiai,2016,8,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,62,-23.199681,-46.875748 
Jundiai,2016,8,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,57,-23.232482,-46.894576 
Jundiai,2016,8,MASCULINO,NOITE,OUTROS,BICICLETA,67,-23.1431814354311,-46.9930722770685 
Jundiai,2016,8,MASCULINO,NOITE,OUTROS,MOTOCICLETA,17,-23.1273,-46.925762 
Juquitiba,2016,8,FEMININO,MANHA,OUTROS,MOTOCICLETA,37,-23.9405469192922,-47.0905715399416 
Juquitiba,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,62,-23.9456665118288,-47.0980713874449 
Lavinia,2016,8,MASCULINO,MADRU,COLISAO,CAMINHAO,37,-21.1103508794501,-51.0244565890717 
Leme,2016,8,MASCULINO,99999,CHOQUE,AUTOMOVEL,42,-22.097453,-47.259216 
Leme,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,52,22.198565,-47.382974 
Leme,2016,8,MASCULINO,TARDE,CHOQUE,CAMINHAO,27,-22.175100,-47.398738 
Limeira,2016,8,MASCULINO,MADRU,OUTROS,AUTOMOVEL,42,-22.644862,-47.326914 
Limeira,2016,8,MASCULINO,99999,ATROPELAMENTO,PEDESTRE,42,99999,99999 
Limeira,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,-22.6701398659179,-47.3137056797147 
Lindoia,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-22.543443,-46.626747 
Lorena,2016,8,MASCULINO,99999,99999,99999,99999,-22.711571,-45.111990 
Macatuba,2016,8,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,20,-22.500900,-48.726787 
Mairinque,2016,8,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,47,-23.478900,-47.203265 
Mairipora,2016,8,FEMININO,TARDE,COLISAO,MOTOCICLETA,27,-23.2741597133279,-46.5851866742 
Mairipora,2016,8,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-23.266011,-46.583960 
Marapoama,2016,8,MASCULINO,MADRU,COLISAO,MOTOCICLETA,57,-21.293792,-49.084365 
Marilia,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,32,-22.231260,-49.918212 
Marilia,2016,8,MASCULINO,TARDE,99999,MOTOCICLETA,42,99999,99999 
Martinopolis,2016,8,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,32,-22.176131,-51.182764 
Maua,2016,8,MASCULINO,MANHA,COLISAO,CAMINHAO,62,99999,99999 
Maua,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,20,-23.638582,-46.453625 
Mendonca,2016,8,FEMININO,NOITE,COLISAO,AUTOMOVEL,17,-21.143550,-49.630397 
Mendonca,2016,8,FEMININO,NOITE,COLISAO,AUTOMOVEL,20,-21.143550,-49.630397 
Mendonca,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,27,-21.143550,-49.630397 
Miracatu,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,72,-24.222994,-47.364706 
Miracatu,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,52,24.2451186745782,-47.3670865911138 
Miracatu,2016,8,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,52,99999,99999 
Mirante-do-Paranapanema,2016,8,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,52,22.471120,-52.133050 
Mirante-do-Paranapanema,2016,8,MASCULINO,TARDE,CHOQUE,AUTOMOVEL,27,-22.454907,-52.124535 
Mirassol,2016,8,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,77,-20.811785,-49.513684 
Mogi-das-Cruzes,2016,8,MASCULINO,MADRU,CHOQUE,AUTOMOVEL,27,-23.387643,-46.160779 
Mogi-das-Cruzes,2016,8,MASCULINO,MADRU,OUTROS,AUTOMOVEL,20,-23.387643,-46.160779 
Mogi-das-Cruzes,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,67,-23.6215149363023,-46.2579454379511 
Mogi-das-Cruzes,2016,8,MASCULINO,NOITE,COLISAO,MOTOCICLETA,47,-23.6152877298518,-46.1431737186238 
Mogi-Guacu,2016,8,FEMININO,NOITE,OUTROS,AUTOMOVEL,57,-22.2021600363836,-46.9834563849674 
Mogi-Guacu,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,20,-22.148899,-46.995099 
Mogi-Guacu,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,37,-22.358856078,-46.968073483 
Mogi-Guacu,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,42,-22.371489,-46.940986 
Mogi-Mirim,2016,8,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,37,99999,99999 
Monte-Aprazivel,2016,8,MASCULINO,MADRU,COLISAO,AUTOMOVEL,47,-20.833929412,-49.764703569 
Nazare-Paulista,2016,8,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,80,-23.168715,-46.393637 
Nipoa,2016,8,MASCULINO,MANHA,COLISAO,AUTOMOVEL,27,-20.955862,-49.766685 
Nova-Alianca,2016,8,MASCULINO,MADRU,COLISAO,AUTOMOVEL,57,-21.032186,-49.507769 
Nova-Odessa,2016,8,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,99999,-22.78318009,-47.23063767 
Olimpia,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,72,99999,99999 
Olimpia,2016,8,MASCULINO,TARDE,OUTROS,AUTOMOVEL,57,-20.734395,-49.070678 
Olimpia,2016,8,MASCULINO,TARDE,OUTROS,CAMINHAO,67,-20.738044,-48.924964 
Osasco,2016,8,MASCULINO,MADRU,COLISAO,MOTOCICLETA,20,-23.582692,-46.797762 
Osasco,2016,8,MASCULINO,MADRU,OUTROS,AUTOMOVEL,32,-23.525505,-46.765063 
Osasco,2016,8,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,32,-23.5121808230871,-46.802830768979 
Osasco,2016,8,MASCULINO,TARDE,COLISAO,MOTOCICLETA,27,99999,99999 
Ourinhos,2016,8,MASCULINO,NOITE,99999,OUTROS,52,22.983587,-49.86371 
Palestina,2016,8,MASCULINO,MADRU,COLISAO,MOTOCICLETA,67,-20.428860,-49.419817 
Paraguacu-Paulista,2016,8,MASCULINO,99999,99999,MOTOCICLETA,47,-22.402377,-50.560776 
Pariquera-Acu,2016,8,MASCULINO,MANHA,99999,99999,42,99999,99999 
Patrocinio-Paulista,2016,8,MASCULINO,MADRU,COLISAO,AUTOMOVEL,42,-20.6212500622403,-47.2757400690668 
Patrocinio-Paulista,2016,8,MASCULINO,99999,COLISAO,MOTOCICLETA,27,-20.622865205389,-47.2478427914645 
Patrocinio-Paulista,2016,8,MASCULINO,NOITE,COLISAO,BICICLETA,62,99999,99999 
Patrocinio-Paulista,2016,8,MASCULINO,NOITE,COLISAO,BICICLETA,62,-20.642560,-47.275335 
Pedregulho,2016,8,FEMININO,NOITE,OUTROS,ONIBUS,80,-20.246737,-47.477881 
Penapolis,2016,8,MASCULINO,MADRU,ATROPELAMENTO,PEDESTRE,99999,-21.447872,-50.085426 
Pindamonhangaba,2016,8,MASCULINO,MANHA,CHOQUE,CAMINHAO,32,-22.853182,-45.617222 
Pindamonhangaba,2016,8,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,47,-22.948282,-45.396626 
Piracicaba,2016,8,FEMININO,NOITE,COLISAO,AUTOMOVEL,20,-22.652046,-47.795225 
Piracicaba,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,20,-22.746353,-47.651867 
Piracicaba,2016,8,MASCULINO,MANHA,COLISAO,MOTOCICLETA,57,-22.7461280712683,-47.7028064646542 
Piracicaba,2016,8,MASCULINO,NOITE,COLISAO,AUTOMOVEL,20,-22.652046,-47.795225 
Piracicaba,2016,8,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,20,-22.743343,-47.685548 
