;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;  Município Acidente ;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUAPIACU; GUAPIACU ;2017; 3 ; MASCULINO ; MADRUGADA ; OUTROS ; MOTOCICLETA ; 45-49 ; -20.84152 ; -49.214094 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUAPIARA; GUAPIARA ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; NAO DISPONIVEL ; MOTOCICLETA ; 0-17 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARAREMA; GUARAREMA ;2017; 3 ; MASCULINO ; MADRUGADA ; NAO DISPONIVEL ; AUTOMOVEL ; 18-24 ; -23.419026 ; -46.003052 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARATINGUETA; GUARATINGUETA ;2017; 3 ; MASCULINO ; MADRUGADA ; NAO DISPONIVEL ; NAO DISPONIVEL ; 45-49 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARATINGUETA; GUARATINGUETA ;2017; 3 ; MASCULINO ; MANHA ; ATROPELAMENTO ; PEDESTRE ; 18-24 ; -22.7740847628428 ; -45.1375561628128 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARUJA; GUARUJA ;2017; 3 ; MASCULINO ; MANHA ; ATROPELAMENTO ; MOTOCICLETA ; 18-24 ; -23.977829 ; -46.272337 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARUJA; GUARUJA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; BICICLETA ; 18-24 ; -23.975199926 ; -46.274567551 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARUJA; GUARUJA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; MOTOCICLETA ; 45-49 ; -23.941155 ; -46.291198 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARUJA; GUARUJA ;2017; 3 ; MASCULINO ; TARDE ; OUTROS ; MOTOCICLETA ; 35-39 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -23.4600388220494 ; -46.5224954406543 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; FEMININO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -23.469763 ; -46.52243 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; MASCULINO ; MANHA ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.446412 ; -46.534194 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; AUTOMOVEL ; 75-79 ; -23.451476 ; -46.508555 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; CHOQUE ; MOTOCICLETA ; 18-24 ; -23.475965 ; -46.438435 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 30-34 ; -23.457861 ; -46.530469 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUARULHOS; GUARULHOS ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 30-34 ; -23.4878005007521 ; -46.5440180277602 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HORTOLANDIA; HORTOLANDIA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -22.8923287689828 ; -47.1741468459417 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBIUNA; IBIUNA ;2017; 3 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -23.659095398645 ; -47.2240336394433 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IBIUNA; IBIUNA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 40-44 ; -23.6919 ; -47.2216 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGARATA; IGARATA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.2071386474618 ; -46.1589847004521 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGUAPE; IGUAPE ;2017; 3 ; MASCULINO ; NOITE ; NAO DISPONIVEL ; NAO DISPONIVEL ; 55-59 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGUAPE; IGUAPE ;2017; 3 ; MASCULINO ; NOITE ; OUTROS ; MOTOCICLETA ; 35-39 ; -24.708081 ; -47.576319 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDAIATUBA; INDAIATUBA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -23.1048724691625 ; -47.2013963480756 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDAIATUBA; INDAIATUBA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 35-39 ; -23.098498 ; -47.275151 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDAIATUBA; INDAIATUBA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; BICICLETA ; 65-69 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDAIATUBA; INDAIATUBA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; MOTOCICLETA ; 40-44 ; -23.113702 ; -47.218629 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDIANA; INDIANA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 18-24 ; -22.176776 ; -51.256355 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITABERA; ITABERA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; MOTOCICLETA ; NAO DISPONIVEL ; -24.0146772606837 ; -49.1352693076943 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAJOBI; ITAJOBI ;2017; 3 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; AUTOMOVEL ; 60-64 ; -21.2908070358365 ; -49.0378139933796 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPECERICA DA SERRA; ITAPECERICA DA SERRA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -23.7445959551234 ; -46.8997626346114 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPECERICA DA SERRA; ITAPECERICA DA SERRA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; NAO DISPONIVEL ; -23.6923605028246 ; -46.8633276596002 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPECERICA DA SERRA; ITAPECERICA DA SERRA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; AUTOMOVEL ; 40-44 ; -23.7285883936679 ; -46.8458670043072 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPETININGA; ITAPETININGA ;2017; 3 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -23.6138866869071 ; -48.0865248857611 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPETININGA; ITAPETININGA ;2017; 3 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 18-24 ; -23.577412 ; -48.013234 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPETININGA; ITAPETININGA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 45-49 ; -23.618991667 ; -48.082063889 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPEVA; ITAPEVA ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; MOTOCICLETA ; 0-17 ; -23.965020860006 ; -48.9333901922831 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPEVA; ITAPEVA ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; MOTOCICLETA ; 0-17 ; -23.965020860006 ; -48.9333901922831 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPEVA; ITAPEVA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; CAMINHAO ; 55-59 ; -23.99872778591 ; -48.9417884528346 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPEVI; ITAPEVI ;2017; 3 ; FEMININO ; MANHA ; ATROPELAMENTO ; PEDESTRE ; 65-69 ; -23.550578 ; -46.938013 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPIRA; ITAPIRA ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; COLISAO ; MOTOCICLETA ; 50-54 ; -22.452900000 ; -46.807800000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPIRA; ITAPIRA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; MOTOCICLETA ; 18-24 ; -22.394500000 ; -46.746800000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPIRA; ITAPIRA ;2017; 3 ; MASCULINO ; TARDE ; OUTROS ; CAMINHAO ; 60-64 ; -22.404317 ; -46.82941 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPIRAPUA PAULISTA; ITAPIRAPUA PAULISTA ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; AUTOMOVEL ; 70-74 ; -24.483994 ; -49.220317 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPOLIS; ITAPOLIS ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; AUTOMOVEL ; 18-24 ; -21.5130283584119 ; -48.670259971144 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAPUI; ITAPUI ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 45-49 ; -22.297947 ; -48.692094 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAQUAQUECETUBA; ITAQUAQUECETUBA ;2017; 3 ; FEMININO ; MADRUGADA ; OUTROS ; MOTOCICLETA ; 18-24 ; -23.4979090320441 ; -46.3550180407803 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAQUAQUECETUBA; ITAQUAQUECETUBA ;2017; 3 ; MASCULINO ; MADRUGADA ; OUTROS ; MOTOCICLETA ; 25-29 ; -23.4979090320441 ; -46.3550180407803 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAQUAQUECETUBA; ITAQUAQUECETUBA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -23.4932452520234 ; -46.3603343943553 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAQUAQUECETUBA; ITAQUAQUECETUBA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 35-39 ; -23.480216 ; -46.352207 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITAQUAQUECETUBA; ITAQUAQUECETUBA ;2017; 3 ; MASCULINO ; TARDE ; NAO DISPONIVEL ; NAO DISPONIVEL ; 50-54 ; -23.498907 ; -46.349669 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITARARE; ITARARE ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; ATROPELAMENTO ; PEDESTRE ; 40-44 ;-24.1154257946910 ;-49.3626848985541 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITATIBA; ITATIBA ;2017; 3 ; MASCULINO ; MANHA ; NAO DISPONIVEL ; MOTOCICLETA ; 35-39 ; -23.0210846152019 ; -46.8424095188089 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITATIBA; ITATIBA ;2017; 3 ; MASCULINO ; NOITE ; OUTROS ; MOTOCICLETA ; 18-24 ; -23.026342 ; -46.83826 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITIRAPINA; ITIRAPINA ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; MOTOCICLETA ; 25-29 ; -22.255420000 ; -47.845280000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITU; ITU ;2017; 3 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -23.3723052787289 ; -47.3233143416388 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITU; ITU ;2017; 3 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMOVEL ; 18-24 ; -23.262293 ; -47.29304 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITU; ITU ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.415683481 ; -47.257704264 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITU; ITU ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; COLISAO ; BICICLETA ; 40-44 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITU; ITU ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -23.2553441451685 ; -47.2089214852909 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITUVERAVA; ITUVERAVA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; NAO DISPONIVEL ; -20.254637757016 ; -47.8591431710207 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JACAREI; JACAREI ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; BICICLETA ; 35-39 ; -23.2750683308149 ; -45.9745098358722 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAGUARIUNA; JAGUARIUNA ;2017; 3 ; MASCULINO ; NOITE ; OUTROS ; CAMINHAO ; 45-49 ; -22.7090187624178 ; -46.97074173318 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAGUARIUNA; JAGUARIUNA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; MOTOCICLETA ; 25-29 ; -22.701184 ; -46.982716 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JALES; JALES ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -20.2605815537483 ; -50.5475222316054 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAU; JAU ;2017; 3 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -22.328668 ; -48.545815 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAU; JAU ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 30-34 ; -22.3658347540383 ; -48.5166663394675 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JAU; JAU ;2017; 3 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -22.297676 ; -48.556545 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOANOPOLIS; JOANOPOLIS ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; COLISAO ; CAMINHAO ; 45-49 ; -23.302894015 ; -46.572657367 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOANOPOLIS; JOANOPOLIS ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; COLISAO ; CAMINHAO ; 45-49 ; -23.302894015 ; -46.572657367 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOSE BONIFACIO; JOSE BONIFACIO ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 55-59 ; -21.113202 ; -49.798848 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JOSE BONIFACIO; JOSE BONIFACIO ;2017; 3 ; MASCULINO ; NOITE ; OUTROS ; MOTOCICLETA ; 25-29 ; -21.146928681912 ; -49.8842630291146 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JULIO MESQUITA; JULIO MESQUITA ;2017; 3 ; MASCULINO ; MADRUGADA ; COLISAO ; AUTOMOVEL ; 25-29 ; -22.0132655173004 ; -49.7671510605486 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUMIRIM; JUMIRIM ;2017; 3 ; MASCULINO ; MANHA ; OUTROS ; MOTOCICLETA ; 25-29 ; -23.0869732499249 ; -47.781774059096 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI; JUNDIAI ;2017; 3 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; NAO DISPONIVEL ;-23.1843679762183 ;-46.9331551505733 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI; JUNDIAI ;2017; 3 ; FEMININO ; NOITE ; COLISAO ; MOTOCICLETA ; 25-29 ; -23.163150481 ; -46.877351187 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI; JUNDIAI ;2017; 3 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.230639000 ; -46.872950000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI; JUNDIAI ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; NAO DISPONIVEL ; NAO DISPONIVEL ; 45-49 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI; JUNDIAI ;2017; 3 ; MASCULINO ; TARDE ; OUTROS ; MOTOCICLETA ; 18-24 ; -23.1856956290838 ; -46.8633559878494 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUNDIAI; JUNDIAI ;2017; 3 ; MASCULINO ; TARDE ; OUTROS ; MOTOCICLETA ; 35-39 ; -23.279210000 ; -46.848277000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAVINIA; LAVINIA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; BICICLETA ; 75-79 ; -21.16989 ; -51.042083 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEME; LEME ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 35-39 ; -22.148586511 ; -47.411015718 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA; LIMEIRA ;2017; 3 ; MASCULINO ; MADRUGADA ; OUTROS ; CAMINHAO ; 55-59 ; -22.542639284 ; -47.460159659 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA; LIMEIRA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -22.529694000 ; -47.386737000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA; LIMEIRA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 30-34 ; -22.6313069744381 ; -47.293595382562 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA; LIMEIRA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 65-69 ; -22.584968 ; -47.40054 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA; LIMEIRA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; ONIBUS ; 40-44 ; -22.623894674 ; -47.342845201 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIMEIRA; LIMEIRA ;2017; 3 ; NAO DISPONIVEL ; NOITE ; NAO DISPONIVEL ; AUTOMOVEL ; 60-64 ; -22.605426 ; -47.413383 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LORENA; LORENA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; BICICLETA ; NAO DISPONIVEL ; -22.695127274379 ; -45.1220914567312 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LOUVEIRA; LOUVEIRA ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; MOTOCICLETA ; 18-24 ; -23.087892 ; -46.964628 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUTECIA; LUTECIA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; BICICLETA ; 60-64 ; -22.3582634038038 ; -50.4249608424366 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACATUBA; MACATUBA ;2017; 3 ; FEMININO ; MADRUGADA ; COLISAO ; AUTOMOVEL ; 30-34 ; -22.4426875286431 ; -48.728010278979 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACATUBA; MACATUBA ;2017; 3 ; MASCULINO ; MADRUGADA ; COLISAO ; AUTOMOVEL ; 60-64 ; -22.4426875286431 ; -48.728010278979 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAIRIPORA; MAIRIPORA ;2017; 3 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 25-29 ; -23.309298 ; -46.573756 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARILIA; MARILIA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; MOTOCICLETA ; 25-29 ; -22.238119792275 ; -49.9743549781923 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARILIA; MARILIA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; AUTOMOVEL ; 70-74 ; -22.1744499804704 ; -49.9797287150338 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAUA; MAUA ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; OUTROS ; MOTOCICLETA ; 0-17 ; -23.661934 ; -46.459326 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIGUELOPOLIS; MIGUELOPOLIS ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; MOTOCICLETA ; 55-59 ; -20.19982 ; -48.034383 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRASSOL; MIRASSOL ;2017; 3 ; FEMININO ; TARDE ; COLISAO ; AUTOMOVEL ; 50-54 ; -20.9397220088327 ; -49.5256490221104 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRASSOL; MIRASSOL ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; AUTOMOVEL ; 55-59 ; -20.9397220088327 ; -49.5256490221104 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIRASSOL; MIRASSOL ;2017; 3 ; MASCULINO ; TARDE ; OUTROS ; MOTOCICLETA ; 30-34 ; -20.8084753979999 ; -49.5071197669999 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOCOCA; MOCOCA ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI DAS CRUZES; MOGI DAS CRUZES ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 40-44 ; -23.6127871181992 ; -46.2552170775933 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI DAS CRUZES; MOGI DAS CRUZES ;2017; 3 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -23.561915 ; -46.186609 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI GUACU; MOGI GUACU ;2017; 3 ; FEMININO ; MANHA ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -22.397327 ; -46.947505 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI GUACU; MOGI GUACU ;2017; 3 ; MASCULINO ; MADRUGADA ; CHOQUE ; MOTOCICLETA ; 25-29 ; -22.3394301984529 ; -46.9578707085861 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI GUACU; MOGI GUACU ;2017; 3 ; MASCULINO ; NOITE ; OUTROS ; AUTOMOVEL ; 0-17 ; -22.315533 ; -46.842863 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOGI MIRIM; MOGI MIRIM ;2017; 3 ; MASCULINO ; MANHA ; OUTROS ; CAMINHAO ; 40-44 ; -22.5003578458473 ; -46.9843105662574 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGAGUA; MONGAGUA ;2017; 3 ; FEMININO ; NOITE ; OUTROS ; AUTOMOVEL ; 75-79 ; -24.1125575927223 ; -46.6594679410749 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONTE ALTO; MONTE ALTO ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; BICICLETA ; 18-24 ; -21.2611011465309 ; -48.4564711308182 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONTE AZUL PAULISTA; MONTE AZUL PAULISTA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 35-39 ; -20.8951525582984 ; -48.6212802195189 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOVA INDEPENDENCIA; NOVA INDEPENDENCIA ;2017; 3 ; MASCULINO ; NOITE ; COLISAO ; AUTOMOVEL ; 30-34 ; -21.1708350546472 ; -51.4789446672389 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OLIMPIA; OLIMPIA ;2017; 3 ; MASCULINO ; MANHA ; COLISAO ; BICICLETA ; 0-17 ; -20.729332 ; -48.911618 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OLIMPIA; OLIMPIA ;2017; 3 ; MASCULINO ; TARDE ; COLISAO ; AUTOMOVEL ; 50-54 ; -20.7013950181595 ; -48.9414149621808 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ONDA VERDE; ONDA VERDE ;2017; 3 ; MASCULINO ; NAO DISPONIVEL ; COLISAO ; MOTOCICLETA ; 25-29 ; -20.658046506566 ; -49.3411761193429 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORIENTE; ORIENTE ;2017; 3 ; MASCULINO ; MADRUGADA ; COLISAO ; MOTOCICLETA ; 25-29 ; -22.1418868485238 ; -50.1087354067493 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORINDIUVA; ORINDIUVA ;2017; 3 ; MASCULINO ; MANHA ; OUTROS ; MOTOCICLETA ; 40-44 ; -20.1285260553544 ; -49.3392973365519 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSASCO; OSASCO ;2017; 3 ; FEMININO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; NAO DISPONIVEL ; NAO DISPONIVEL ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSASCO; OSASCO ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 65-69 ; -23.494942 ; -46.797996 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSASCO; OSASCO ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -23.551544 ; -46.779069 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OSASCO; OSASCO ;2017; 3 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; NAO DISPONIVEL ; -23.520242770653 ; -46.7793461131595 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
