;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;  Município Acidente ;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indaiatuba; Indaiatuba ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 35-39 ; -23.1492363309133 ; -47.25379147518 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indaiatuba; Indaiatuba ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 45-49 ; -23.1492363309133 ; -47.25379147518 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indaiatuba; Indaiatuba ;2017; 1 ; MASCULINO ; Não Disponível ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 40-44 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indaiatuba; Indaiatuba ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; AUTOMÓVEL ; 50-54 ; -23.101780 ; -47.209974 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Indaiatuba; Indaiatuba ;2017; 1 ; MASCULINO ; NOITE ; OUTROS ; MOTOCICLETA ; 45-49 ; -23.104242 ; -47.271826 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ipua; Ipua ;2017; 1 ; FEMININO ; NOITE ; COLISÃO ; BICICLETA ; 18-24 ; -20.438541 ; -48.026008 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itabera; Itabera ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 55-59 ; -24.0696320771118 ; -49.1182056423449 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itai; Itai ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 25-29 ; -23.4011005906455 ; -49.0924339684877 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2017; 1 ; MASCULINO ; Não Disponível ; NÃO DISPONÍVEL ; MOTOCICLETA ; 40-44 ; -24.1832025847682 ; -46.8169686616194 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itanhaem; Itanhaem ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -24.2358126734527 ; -46.9044308618334 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapira; Itapira ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 55-59 ; -22.394500000 ; -46.746800000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapira; Itapira ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 70-74 ; -22.394500000 ; -46.746800000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2017; 1 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -23.4932452520234 ; -46.3603343943553 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -23.4844223389999 ; -46.375880992 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -23.424290 ; -46.341167 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itarare; Itarare ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; CAMINHÃO ; 55-59 ; -23.9443108933708 ; -49.3595604997229 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itirapina; Itirapina ;2017; 1 ; FEMININO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 50-54 ; -22.234110000 ; -47.794660000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itirapina; Itirapina ;2017; 1 ; MASCULINO ; MANHÃ ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 60-64 ; -22.284487 ; -47.901327 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2017; 1 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -23.3989412945845 ; -47.3421743108918 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 25-29 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 30-34 ; -23.280616 ; -47.306761 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.355465323794 ; -47.3090336539287 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaboticabal; Jaboticabal ;2017; 1 ; MASCULINO ; MANHÃ ; OUTROS ; MOTOCICLETA ; 60-64 ; -21.141330000 ; -48.385000000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -23.303117 ; -45.964191 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2017; 1 ; MASCULINO ; TARDE ; OUTROS ; BICICLETA ; 18-24 ; -23.3064085012857 ; -45.9730939938571 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaguariuna; Jaguariuna ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 18-24 ; -22.6946429304522 ; -47.0125576320264 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jandira; Jandira ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.5343311986744 ; -46.9042657093255 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2017; 1 ; FEMININO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -22.3458339801228 ; -48.5723723140773 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -22.3458339801228 ; -48.5723723140773 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 35-39 ; -22.2561645345156 ; -48.5562478964737 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 50-54 ; -22.286925 ; -48.546297 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Joao Ramalho; Joao Ramalho ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 40-44 ; -22.2571292071619 ; -50.7634530613372 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2017; 1 ; FEMININO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; -23.187420 ; -46.887967 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2017; 1 ; MASCULINO ; MADRUGADA ; OUTROS ; AUTOMÓVEL ; 30-34 ; -23.163150481 ; -46.877351187 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.189681 ; -46.888910 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; MOTOCICLETA ; 35-39 ; -23.1268815030717 ; -46.8239353430527 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2017; 1 ; MASCULINO ; TARDE ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -23.203516738 ; -46.869365692 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -23.1892909431145 ; -46.9859313709834 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juquia; Juquia ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -24.3322971163188 ; -47.6068318743798 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juquitiba; Juquitiba ;2017; 1 ; FEMININO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2017; 1 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -22.578252925 ; -47.366668582 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2017; 1 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -22.554919 ; -47.412518 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2017; 1 ; MASCULINO ; MADRUGADA ; NÃO DISPONÍVEL ; MOTOCICLETA ; 45-49 ; -22.543648 ; -47.404018 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 50-54 ; -22.556303 ; -47.411092 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lins; Lins ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 35-39 ; -21.6798443906785 ; -49.7696933655982 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lins; Lins ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -21.6935745552848 ; -49.7526750898292 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairinque; Mairinque ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 30-34 ; -23.5303281779797 ; -47.2332530738859 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairipora; Mairipora ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -23.292736822654 ; -46.5735926261516 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairipora; Mairipora ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -23.297391 ; -46.568853 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Manduri; Manduri ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 25-29 ; -23.015176 ; -49.269965 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marilia; Marilia ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marilia; Marilia ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -22.245454 ; -49.928513 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Martinopolis; Martinopolis ;2017; 1 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Martinopolis; Martinopolis ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 80 ou mais ; -22.200138 ; -51.184318 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maua; Maua ;2017; 1 ; FEMININO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -23.711062876 ; -46.4836652879999 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meridiano; Meridiano ;2017; 1 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 65-69 ; -20.3542131307414 ; -50.0998961244199 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mineiros do Tiete; Mineiros do Tiete ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 50-54 ; -22.3905736725012 ; -48.4156395206483 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miracatu; Miracatu ;2017; 1 ; MASCULINO ; MANHÃ ; CHOQUE ; MOTOCICLETA ; 40-44 ; -24.2706139955176 ; -47.4011029315388 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mococa; Mococa ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -21.475899 ; -46.998196 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mococa; Mococa ;2017; 1 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 40-44 ; -21.461436 ; -47.010102 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; BICICLETA ; 18-24 ; -23.4973049262332 ; -46.2252854597681 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2017; 1 ; MASCULINO ; Não Disponível ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 55-59 ; -23.6606722308029 ; -46.235795582156 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -22.3546079881303 ; -46.9625460496885 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -22.319981 ; -46.961624 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Mirim; Mogi Mirim ;2017; 1 ; FEMININO ; NOITE ; CHOQUE ; AUTOMÓVEL ; 25-29 ; -22.455413029119 ; -46.9185537056334 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Aprazivel; Monte Aprazivel ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 35-39 ; -20.7082637218629 ; -49.8953153018575 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Mor; Monte Mor ;2017; 1 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 40-44 ; -22.9431067283577 ; -47.2608961149422 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Mor; Monte Mor ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 50-54 ; -22.948893 ; -47.316550 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Mor; Monte Mor ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -22.977968 ; -47.318149 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nazare Paulista; Nazare Paulista ;2017; 1 ; MASCULINO ; Não Disponível ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olimpia; Olimpia ;2017; 1 ; FEMININO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 65-69 ; -20.6733047816197 ; -48.8808553296782 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olimpia; Olimpia ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 65-69 ; -20.6733047816197 ; -48.8808553296782 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olimpia; Olimpia ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; BICICLETA ; 45-49 ; -20.704501969 ; -48.912308166 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -23.555823 ; -46.779538 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ourinhos; Ourinhos ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -22.9714230401886 ; -49.8693984415848 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmares Paulista; Palmares Paulista ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -21.0841840763333 ; -48.8044652134999 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmares Paulista; Palmares Paulista ;2017; 1 ; NÃO DISPONÍVEL ; NOITE ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -21.121055565 ; -48.838229885 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmital; Palmital ;2017; 1 ; MASCULINO ; NOITE ; OUTROS ; MOTOCICLETA ; 18-24 ; -22.769130 ; -50.214740 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paraguacu Paulista; Paraguacu Paulista ;2017; 1 ; MASCULINO ; MADRUGADA ; OUTROS ; AUTOMÓVEL ; 25-29 ; -22.338798 ; -50.561472 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pereiras; Pereiras ;2017; 1 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 30-34 ; -23.0612763656557 ; -47.9674137097517 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pilar do Sul; Pilar do Sul ;2017; 1 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 40-44 ; -23.794365 ; -47.741599 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindamonhangaba; Pindamonhangaba ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; BICICLETA ; 55-59 ; -22.9414001 ; -45.471981641 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindamonhangaba; Pindamonhangaba ;2017; 1 ; MASCULINO ; TARDE ; CHOQUE ; MOTOCICLETA ; 50-54 ; -22.8901164654117 ; -45.3788279993462 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2017; 1 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 18-24 ; -22.742041 ; -47.675751 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -22.694565 ; -47.670482 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 25-29 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2017; 1 ; MASCULINO ; NOITE ; OUTROS ; MOTOCICLETA ; 0-17 ; -22.696199 ; -47.671693 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piracicaba; Piracicaba ;2017; 1 ; MASCULINO ; TARDE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 35-39 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirassununga; Pirassununga ;2017; 1 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 18-24 ; -22.005657 ; -47.409082 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirassununga; Pirassununga ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -22.026500000 ; -47.436200000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirassununga; Pirassununga ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -22.0091232487184 ; -47.3621550627064 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pirassununga; Pirassununga ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 40-44 ; -22.005608 ; -47.422793 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; FEMININO ; MADRUGADA ; CHOQUE ; MOTOCICLETA ; 0-17 ; -24.022514 ; -46.483143 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 18-24 ; -24.029890 ; -46.516253 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 30-34 ; -24.025245429 ; -46.492883798 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -24.0822012968482 ; -46.6006646943646 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; BICICLETA ; 50-54 ; -24.0229006167614 ; -46.5050503083092 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; MOTOCICLETA ; 50-54 ; -24.030916 ; -46.524347 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Praia Grande; Praia Grande ;2017; 1 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -23.999072 ; -46.448693 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Presidente Epitacio; Presidente Epitacio ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 60-64 ; -21.774242 ; -52.118556 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reginopolis; Reginopolis ;2017; 1 ; FEMININO ; Não Disponível ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 70-74 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Registro; Registro ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -24.4876516278871 ; -47.8349352012992 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Pires; Ribeirao Pires ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -23.682150 ; -46.349492 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Pires; Ribeirao Pires ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -23.707948 ; -46.416786 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Pires; Ribeirao Pires ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 75-79 ; -23.694438 ; -46.396574 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; FEMININO ; NOITE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -21.156972 ; -47.824049 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; FEMININO ; NOITE ; COLISÃO ; NÃO DISPONÍVEL ; 60-64 ; -21.170590 ; -47.808787 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; MASCULINO ; MANHÃ ; CHOQUE ; MOTOCICLETA ; 25-29 ; -21.131477 ; -47.742225 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; MASCULINO ; MANHÃ ; COLISÃO ; CAMINHÃO ; 50-54 ; -21.0993925236782 ; -47.7616865984829 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -21.1093650589794 ; -47.7731884088355 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; BICICLETA ; 55-59 ; -21.206301 ; -47.749715 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 45-49 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ribeirao Preto; Ribeirao Preto ;2017; 1 ; MASCULINO ; NOITE ; OUTROS ; BICICLETA ; 60-64 ; -21.173778 ; -47.858306 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Claro; Rio Claro ;2017; 1 ; MASCULINO ; Não Disponível ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 50-54 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rio Claro; Rio Claro ;2017; 1 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -22.418646 ; -47.574842 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salto; Salto ;2017; 1 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -23.179638346235 ; -47.2828789660015 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salto; Salto ;2017; 1 ; MASCULINO ; TARDE ; CHOQUE ; AUTOMÓVEL ; 25-29 ; -23.211355 ; -47.302367 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salto de Pirapora; Salto de Pirapora ;2017; 1 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 45-49 ; -23.6661332587163 ; -47.5993686289837 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salto de Pirapora; Salto de Pirapora ;2017; 1 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 60-64 ; -23.6661332587163 ; -47.5993686289837 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salto de Pirapora; Salto de Pirapora ;2017; 1 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 50-54 ; -23.6661332587163 ; -47.5993686289837 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Salto de Pirapora; Salto de Pirapora ;2017; 1 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; MOTOCICLETA ; 40-44 ; -23.658486 ; -47.583357 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
