;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;  Município Acidente ;Ano;Mês;Sexo;Turno Acidente;Tipo de Acidente;Meio de Locomoção da Vítima;Faixa Etária;Latitude Acidente;Longitude Acidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapecerica da Serra; Itapecerica da Serra ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -23.7285883936679 ; -46.8458670043072 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapecerica da Serra; Itapecerica da Serra ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; NÃO DISPONÍVEL ; 70-74 ; -23.7285883936679 ; -46.8458670043072 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapecerica da Serra; Itapecerica da Serra ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.6916121169796 ; -46.818127471681 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapecerica da Serra; Itapecerica da Serra ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 45-49 ; -23.7672348933265 ; -46.9086980275028 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapetininga; Itapetininga ;2016; 9 ; MASCULINO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 35-39 ; -23.585516 ; -48.047935 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapetininga; Itapetininga ;2016; 9 ; MASCULINO ; MADRUGADA ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 30-34 ; -23.6826515511463 ; -48.1077754083123 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapeva; Itapeva ;2016; 9 ; MASCULINO ; MANHÃ ; CHOQUE ; AUTOMÓVEL ; 40-44 ; -24.077981 ; -48.905641 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapeva; Itapeva ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -23.982617 ; -48.878869 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapevi; Itapevi ;2016; 9 ; FEMININO ; MADRUGADA ; ATROPELAMENTO ; PEDESTRE ; 30-34 ; -23.535180 ; -46.979454 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapevi; Itapevi ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 30-34 ; -23.540100 ; -46.965965 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapevi; Itapevi ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 35-39 ; -23.518152778 ; -46.940780556 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapira; Itapira ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 60-64 ; -22.469800000 ; -46.808700000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapolis; Itapolis ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -21.516460000 ; -48.676940000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itapolis; Itapolis ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 40-44 ; -21.600314 ; -48.825828 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 9 ; FEMININO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.46622 ; -46.305237 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 70-74 ; -23.472255 ; -46.345624 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itaquaquecetuba; Itaquaquecetuba ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 65-69 ; -23.484746 ; -46.362501 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itarare; Itarare ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -24.10038361191 ; -49.3040320169749 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itatiba; Itatiba ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -22.9779020904634 ; -46.734592502421 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itatiba; Itatiba ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -22.9807259085597 ; -46.7803095073055 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itirapina; Itirapina ;2016; 9 ; FEMININO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 50-54 ; -22.219150000 ; -47.770680000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itirapina; Itirapina ;2016; 9 ; MASCULINO ; MANHÃ ; NÃO DISPONÍVEL ; MOTOCICLETA ; 35-39 ; -22.264360000 ; -47.906920000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itirapina; Itirapina ;2016; 9 ; MASCULINO ; TARDE ; OUTROS ; MOTOCICLETA ; 40-44 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itobi; Itobi ;2016; 9 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; -21.718168585841 ; -46.9562467089101 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; MOTOCICLETA ; 18-24 ; -23.396945 ; -47.335500 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itu; Itu ;2016; 9 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -23.257194 ; -47.300702 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itupeva; Itupeva ;2016; 9 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 45-49 ; -23.104023000 ; -47.009338000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jaboticabal; Jaboticabal ;2016; 9 ; FEMININO ; NÃO DISPONÍVEL ; COLISÃO ; MOTOCICLETA ; 18-24 ; -21.249626 ; -48.323445 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 55-59 ; -23.335764 ; -46.024662 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -23.272733354166 ; -45.9359359604273 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 9 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 30-34 ; -23.3168159452489 ; -46.0812917859123 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jacarei; Jacarei ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 55-59 ; -23.268528 ; -45.950628 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jales; Jales ;2016; 9 ; MASCULINO ; MANHÃ ; OUTROS ; CAMINHÃO ; 65-69 ; -20.2930914163035 ; -50.5004952000306 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jardinopolis; Jardinopolis ;2016; 9 ; FEMININO ; MANHÃ ; OUTROS ; NÃO DISPONÍVEL ; 25-29 ; -21.0888543502991 ; -47.7406215835767 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jardinopolis; Jardinopolis ;2016; 9 ; MASCULINO ; MANHÃ ; OUTROS ; NÃO DISPONÍVEL ; 25-29 ; -21.0888543502991 ; -47.7406215835767 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarinu; Jarinu ;2016; 9 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 45-49 ; -23.106209 ; -46.725748 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jarinu; Jarinu ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; MOTOCICLETA ; 18-24 ; -23.106209 ; -46.725748 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; MOTOCICLETA ; 18-24 ; -22.297279 ; -48.546634 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 25-29 ; -22.2561645345156 ; -48.5562478964737 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau; Jau ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -22.272564 ; -48.543028 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; FEMININO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 0-17 ; -23.196469 ; -46.889272 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 75-79 ; -23.171533525 ; -46.9091669969999 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -23.196469 ; -46.889272 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -23.175274515 ; -46.985500630 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 25-29 ; -23.188840 ; -46.918049 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 35-39 ; -23.246365000 ; -46.879533000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -23.190382 ; -46.886919 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jundiai; Jundiai ;2016; 9 ; MASCULINO ; TARDE ; OUTROS ; AUTOMÓVEL ; 45-49 ; -23.252757 ; -46.900811 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juquitiba; Juquitiba ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 30-34 ; -23.9324182786783 ; -47.0092074008979 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lavrinhas; Lavrinhas ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 55-59 ; -22.609201 ; -44.897434 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; FEMININO ; MANHÃ ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 40-44 ; -22.579112 ; -47.400545 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 0-17 ; -22.565568 ; -47.380507 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; FEMININO ; NOITE ; CHOQUE ; MOTOCICLETA ; 30-34 ; -22.593298 ; -47.423272 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 25-29 ; -22.610684000 ; -47.356401000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; MASCULINO ; MADRUGADA ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 18-24 ; -22.579112 ; -47.400545 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; MASCULINO ; MANHÃ ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 40-44 ; -22.579112 ; -47.400545 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; BICICLETA ; 0-17 ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Limeira; Limeira ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 45-49 ; -22.618543566679 ; -47.2483866708322 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lins; Lins ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -21.669024 ; -49.745123 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Louveira; Louveira ;2016; 9 ; FEMININO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 45-49 ; -23.0880584816037 ; -46.9315164161421 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macedonia; Macedonia ;2016; 9 ; MASCULINO ; TARDE ; OUTROS ; AUTOMÓVEL ; 0-17 ; -20.1219602864897 ; -50.1804274422562 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairinque; Mairinque ;2016; 9 ; MASCULINO ; TARDE ; OUTROS ; AUTOMÓVEL ; Não Disponível ; -23.47945 ; -47.203614 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mairipora; Mairipora ;2016; 9 ; MASCULINO ; TARDE ; CHOQUE ; MOTOCICLETA ; 30-34 ; -23.366401 ; -46.612673 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marilia; Marilia ;2016; 9 ; FEMININO ; MADRUGADA ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -22.233049 ; -49.969043 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marilia; Marilia ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 55-59 ; -22.2294839844072 ; -49.9119733066562 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Matao; Matao ;2016; 9 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 35-39 ; -21.661720000 ; -48.372250000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maua; Maua ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; MOTOCICLETA ; 18-24 ; -23.656388 ; -46.485736 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mesopolis; Mesopolis ;2016; 9 ; MASCULINO ; TARDE ; NÃO DISPONÍVEL ; MOTOCICLETA ; 25-29 ; -19.987033 ; -50.616466 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Miguelopolis; Miguelopolis ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; OUTROS ; 30-34 ; -20.2060119646994 ; -48.0418685898931 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mineiros do Tiete; Mineiros do Tiete ;2016; 9 ; FEMININO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 30-34 ; -22.507796 ; -48.426403 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mirante do Paranapanema; Mirante do Paranapanema ;2016; 9 ; MASCULINO ; TARDE ; COLISÃO ; AUTOMÓVEL ; 70-74 ; -22.2721693622297 ; -51.9182539849395 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mococa; Mococa ;2016; 9 ; MASCULINO ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 25-29 ; -21.520628 ; -46.978981 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2016; 9 ; FEMININO ; NOITE ; COLISÃO ; BICICLETA ; 40-44 ; -23.3878182720541 ; -46.1611460120144 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi das Cruzes; Mogi das Cruzes ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; NÃO DISPONÍVEL ; 45-49 ; -23.392194408 ; -46.168854428 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; FEMININO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 65-69 ; -22.353148 ; -46.945682 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; FEMININO ; NOITE ; COLISÃO ; ONIBUS ; 65-69 ; -22.2021600363836 ; -46.9834563849674 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; FEMININO ; NOITE ; COLISÃO ; ONIBUS ; Não Disponível ; -22.2021600363836 ; -46.9834563849674 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; FEMININO ; NOITE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 70-74 ; -21.97772678 ; -46.789532718 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 45-49 ; -22.186196941 ; -46.987020861 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 25-29 ; -22.3394301984529 ; -46.9578707085861 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; ONIBUS ; 60-64 ; -22.2021600363836 ; -46.9834563849674 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; ONIBUS ; 65-69 ; -22.2021600363836 ; -46.9834563849674 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Guacu; Mogi Guacu ;2016; 9 ; MASCULINO ; NOITE ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 30-34 ; -22.364981 ; -46.943581 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Mirim; Mogi Mirim ;2016; 9 ; MASCULINO ; MADRUGADA ; CHOQUE ; MOTOCICLETA ; 18-24 ; -22.432905 ; -46.950304 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mogi Mirim; Mogi Mirim ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 40-44 ; -22.5003578458473 ; -46.9843105662574 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongagua; Mongagua ;2016; 9 ; FEMININO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 18-24 ; -24.1303137651445 ; -46.6936068623296 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Alto; Monte Alto ;2016; 9 ; MASCULINO ; MADRUGADA ; COLISÃO ; AUTOMÓVEL ; 55-59 ; -21.2851988116775 ; -48.5137682173363 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Alto; Monte Alto ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -21.265118919004 ; -48.5294570427026 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Aprazivel; Monte Aprazivel ;2016; 9 ; FEMININO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Mor; Monte Mor ;2016; 9 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 18-24 ; -22.968234 ; -47.317596 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monte Mor; Monte Mor ;2016; 9 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 70-74 ; -22.948832 ; -47.316496 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Granada; Nova Granada ;2016; 9 ; FEMININO ; NOITE ; COLISÃO ; OUTROS ; 30-34 ; -20.4869454748773 ; -49.3441824119468 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Granada; Nova Granada ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; OUTROS ; 35-39 ; -20.4869454748773 ; -49.3441824119468 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Granada; Nova Granada ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; OUTROS ; 40-44 ; -20.4869454748773 ; -49.3441824119468 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Odessa; Nova Odessa ;2016; 9 ; MASCULINO ; MADRUGADA ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 60-64 ; -22.774850991 ; -47.234843373 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nova Odessa; Nova Odessa ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 50-54 ; -22.756649000 ; -47.254609000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nuporanga; Nuporanga ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; AUTOMÓVEL ; 40-44 ; -20.673700 ; -47.753870 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oleo; Oleo ;2016; 9 ; FEMININO ; MANHÃ ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; 80 ou mais ; Não Disponível ; Não Disponível ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 9 ; MASCULINO ; MADRUGADA ; COLISÃO ; MOTOCICLETA ; 30-34 ; -23.520242770653 ; -46.7793461131595 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 60-64 ; -23.579143 ; -46.803507 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osasco; Osasco ;2016; 9 ; MASCULINO ; TARDE ; ATROPELAMENTO ; PEDESTRE ; 18-24 ; -23.525579 ; -46.771629 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ourinhos; Ourinhos ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 40-44 ; -22.994568 ; -49.865475 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ourinhos; Ourinhos ;2016; 9 ; MASCULINO ; TARDE ; CHOQUE ; AUTOMÓVEL ; 18-24 ; -22.974800 ; -49.867114 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ourinhos; Ourinhos ;2016; 9 ; MASCULINO ; TARDE ; OUTROS ; BICICLETA ; 50-54 ; -22.983587 ; -49.86371 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Palmeira d'Oeste; Palmeira d'Oeste ;2016; 9 ; MASCULINO ; NÃO DISPONÍVEL ; COLISÃO ; MOTOCICLETA ; 40-44 ; -20.3986718144144 ; -50.7578821340942 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paranapanema; Paranapanema ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; BICICLETA ; 0-17 ; -23.369620 ; -48.726318 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paranapanema; Paranapanema ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; BICICLETA ; 0-17 ; -23.369620 ; -48.726318 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pariquera-Acu; Pariquera-Acu ;2016; 9 ; MASCULINO ; NÃO DISPONÍVEL ; CHOQUE ; AUTOMÓVEL ; 30-34 ; -24.7252864454296 ; -47.8670185496649 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pariquera-Acu; Pariquera-Acu ;2016; 9 ; MASCULINO ; NÃO DISPONÍVEL ; CHOQUE ; AUTOMÓVEL ; 40-44 ; -24.7252864454296 ; -47.8670185496649 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pauliceia; Pauliceia ;2016; 9 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 40-44 ; -21.310419 ; -51.846257 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pederneiras; Pederneiras ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -22.338720000 ; -48.804170000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pederneiras; Pederneiras ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; Não Disponível ; -22.338720000 ; -48.804170000 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pederneiras; Pederneiras ;2016; 9 ; MASCULINO ; NOITE ; COLISÃO ; MOTOCICLETA ; 35-39 ; -22.343678 ; -48.756779 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Penapolis; Penapolis ;2016; 9 ; MASCULINO ; MANHÃ ; ATROPELAMENTO ; PEDESTRE ; 80 ou mais ; -21.417738 ; -50.075143 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peruibe; Peruibe ;2016; 9 ; MASCULINO ; MADRUGADA ; NÃO DISPONÍVEL ; BICICLETA ; Não Disponível ; -24.2743200271382 ; -46.9747137557691 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piedade; Piedade ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 18-24 ; -23.704920 ; -47.437091 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindamonhangaba; Pindamonhangaba ;2016; 9 ; FEMININO ; TARDE ; COLISÃO ; BICICLETA ; 0-17 ; -22.9010043682037 ; -45.4861368420322 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindamonhangaba; Pindamonhangaba ;2016; 9 ; MASCULINO ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; NÃO DISPONÍVEL ; Não Disponível ; -22.930931 ; -45.459062 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindamonhangaba; Pindamonhangaba ;2016; 9 ; MASCULINO ; NOITE ; ATROPELAMENTO ; PEDESTRE ; 40-44 ; -22.895549 ; -45.372822 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindamonhangaba; Pindamonhangaba ;2016; 9 ; MASCULINO ; NOITE ; CHOQUE ; MOTOCICLETA ; 18-24 ; -22.965020 ; -45.445605 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pindorama; Pindorama ;2016; 9 ; MASCULINO ; MANHÃ ; COLISÃO ; AUTOMÓVEL ; 35-39 ; -21.2435301080024 ; -48.8952901801694 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIRANGI; PIRANGI ;2016; 9 ; MASCULINO ; MADRUGADA ; OUTROS ; AUTOMÓVEL ; 0-17 ; -21.0135983542996 ; -48.5491990160474 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poloni; Poloni ;2016; 9 ; FEMININO ; MANHÃ ; OUTROS ; AUTOMÓVEL ; 25-29 ; -20.758445546 ; -49.798597255 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
