,  Município Acidente ,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
822, Sao Paulo ,2016.0,9.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.409248491 , -46.820565462 
823, Sao Paulo ,2016.0,9.0, FEMININO , MADRUGADA , NÃO DISPONÍVEL , MOTOCICLETA , 0-17 , -23.769137 , -46.682155 
824, Sao Paulo ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 0-17 , -23.664347 , -46.639642 
825, Sao Paulo ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 50-54 , -23.657285 , -46.780602 
826, Sao Paulo ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 65-69 , -23.731368 , -46.69792 
827, Sao Paulo ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 65-69 , -23.476535 , -46.606588 
828, Sao Paulo ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 80 ou mais , -23.643784 , -46.652097 
829, Sao Paulo ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.481454 , -46.672949 
830, Sao Paulo ,2016.0,9.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 55-59 , -23.539146779 , -46.470784436 
831, Sao Paulo ,2016.0,9.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 65-69 , -23.5115455373714 , -46.5021886469986 
832, Sao Paulo ,2016.0,9.0, FEMININO , TARDE , ATROPELAMENTO , PEDESTRE , 65-69 , -23.745759 , -46.707394 
833, Sao Paulo ,2016.0,9.0, FEMININO , TARDE , ATROPELAMENTO , PEDESTRE , 70-74 , -23.513534 , -46.476798 
834, Sao Paulo ,2016.0,9.0, FEMININO , TARDE , COLISÃO , MOTOCICLETA , 45-49 , -23.626786 , -46.586633 
835, Sao Paulo ,2016.0,9.0, FEMININO , TARDE , NÃO DISPONÍVEL , NÃO DISPONÍVEL , 30-34 , -23.494480439 , -46.756489125 
836, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 18-24 , -23.758480 , -46.714982 
837, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 45-49 , -23.733723 , -46.696299 
838, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 60-64 , -23.685639 , -46.693046 
839, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.614603 , -46.593428 
840, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.507342 , -46.548723 
841, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 18-24 , -23.685639 , -46.693046 
842, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 18-24 , -23.685639 , -46.693046 
843, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 18-24 , -23.441695 , -46.707539 
844, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 25-29 , -23.652408 , -46.679220 
845, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 25-29 , -23.656968 , -46.763975 
846, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 0-17 , -23.644072 , -46.74332 
847, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 0-17 , -23.611445 , -46.444335 
848, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 18-24 , -23.746006 , -46.707579 
849, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 18-24 , -23.746006 , -46.707579 
850, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 30-34 , -23.468177 , -46.59519 
851, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 45-49 , -23.570201 , -46.691175 
852, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , COLISÃO , CAMINHÃO , 65-69 , -23.6655741629558 , -46.6329435435892 
853, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 18-24 , -23.563249 , -46.748089 
854, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , OUTROS , AUTOMÓVEL , 18-24 , -23.713792 , -46.781898 
855, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , OUTROS , AUTOMÓVEL , Não Disponível , -23.713792 , -46.781898 
856, Sao Paulo ,2016.0,9.0, MASCULINO , MADRUGADA , OUTROS , MOTOCICLETA , 25-29 , -23.677711 , -46.79928 
857, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 60-64 , -23.69956 , -46.646828 
858, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 65-69 , -23.5814415829473 , -46.5958132615263 
859, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 80 ou mais , -23.57922 , -46.602471 
860, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 80 ou mais , -23.559492 , -46.636545 
861, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , CHOQUE , MOTOCICLETA , 40-44 , -23.513528 , -46.527222 
862, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , AUTOMÓVEL , 25-29 , -23.416751 , -46.585491 
863, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 18-24 , -23.632899 , -46.687927 
864, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 30-34 , -23.656661 , -46.724477 
865, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 55-59 , -23.576216 , -46.666144 
866, Sao Paulo ,2016.0,9.0, MASCULINO , MANHÃ , OUTROS , MOTOCICLETA , 35-39 , -23.516317 , -46.727584 
867, Sao Paulo ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , ATROPELAMENTO , PEDESTRE , 55-59 , -23.483918 , -46.763975 
868, Sao Paulo ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , COLISÃO , MOTOCICLETA , 25-29 , -23.590257 , -46.767625 
869, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 18-24 , -23.610979 , -46.634322 
870, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 35-39 , -23.538521 , -46.603678 
871, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 45-49 , -23.4794770795294 , -46.7128355097058 
872, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.631342 , -46.629587 
873, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.514235 , -46.465004 
874, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 60-64 , -23.543896 , -46.621368 
875, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.527947 , -46.446196 
876, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.569937 , -46.762370 
877, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 80 ou mais , -23.456853 , -46.57591 
878, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , BICICLETA , 50-54 , -23.602861 , -46.782057 
879, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 40-44 , -23.579680 , -46.769813 
880, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , NÃO DISPONÍVEL , AUTOMÓVEL , 25-29 , Não Disponível , Não Disponível 
881, Sao Paulo ,2016.0,9.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 30-34 , -23.616197 , -46.721033 
882, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.602448 , -46.515857 
883, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.480615 , -46.606197 
884, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 80 ou mais , -23.546978 , -46.495795 
885, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 0-17 , -23.603427 , -46.526232 
886, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 55-59 , -23.602448 , -46.515857 
887, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 55-59 ," -23.667659,  ", -46.677941 
888, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 18-24 , -23.774342 , -46.675750 
889, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 18-24 , -23.701013 , -46.627783 
890, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 18-24 , -23.617792 , -46.661167 
891, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , NÃO DISPONÍVEL , NÃO DISPONÍVEL , 18-24 , -23.441127 , -46.720808 
892, Sao Paulo ,2016.0,9.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 18-24 , -23.629694 , -46.716716 
893, Sao Pedro ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 25-29 , -22.5661974434259 , -47.9015068679656 
894, Sao Pedro do Turvo ,2016.0,9.0, MASCULINO , MANHÃ , ATROPELAMENTO , OUTROS , 0-17 , -22.745932 , -49.742160 
895, Sao Pedro do Turvo ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 40-44 , -22.790596 ,  -49.772713 
896, Sao Roque ,2016.0,9.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 60-64 , -23.5666758812403 , -47.0731931903903 
897, Sao Simao ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 35-39 , -21.4872938171823 , -47.6410733987938 
898, Sao Vicente ,2016.0,9.0, FEMININO , TARDE , OUTROS , ONIBUS , 80 ou mais , -23.969068 , -46.392589 
899, Sarutaia ,2016.0,9.0, FEMININO , MANHÃ , COLISÃO , AUTOMÓVEL , 60-64 , -23.2637445142492 , -49.4416591071933 
900, Serra Negra ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 50-54 , -22.611398188 , -46.710257648 
901, Sertaozinho ,2016.0,9.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 25-29 , -21.162449908811 , -47.9748934082549 
902, Sorocaba ,2016.0,9.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 40-44 , -23.5341167847385 , -47.5058425007435 
903, Sorocaba ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , CHOQUE , AUTOMÓVEL , 60-64 , -23.501236 , -47.429249 
904, Sorocaba ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , NÃO DISPONÍVEL , CAMINHÃO , 55-59 , -23.51297353419 , -47.5416348334093 
905, Sorocaba ,2016.0,9.0, MASCULINO , NOITE , OUTROS , AUTOMÓVEL , 18-24 , -23.5150263976448 , -47.42779616862 
906, Sumare ,2016.0,9.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 30-34 , Não Disponível , Não Disponível 
907, Sumare ,2016.0,9.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 50-54 , -22.798437 , -47.214865 
908, Sumare ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 45-49 , -22.819709 , -47.260509 
909, Sumare ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 25-29 , -22.894273858 , -47.3208749949999 
910, Suzano ,2016.0,9.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 18-24 , -23.5402519593297 , -46.2924257957784 
911, Suzano ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 60-64 , -23.6242914438994 , -46.3258846297365 
912, Tapirai ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , Não Disponível , -24.028147 , -47.561496 
913, Taquaritinga ,2016.0,9.0, FEMININO , NÃO DISPONÍVEL , COLISÃO , AUTOMÓVEL , 55-59 , -21.493780000 , -48.572590000 
914, Taquaritinga ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , OUTROS , AUTOMÓVEL , 80 ou mais , -21.402730000 , -48.469870000 
915, Taquaritinga ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 0-17 , -21.402045 , -48.497955 
916, Taquaritinga ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 0-17 , -21.402045 , -48.497955 
917, Tatui ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , AUTOMÓVEL , 30-34 , -23.2548624713678 , -47.7987873127942 
918, Tatui ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 40-44 , -23.3172532085635 , -47.8155608185816 
919, Taubate ,2016.0,9.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 55-59 , -23.037878 , -45.558978 
920, Taubate ,2016.0,9.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 35-39 , -23.045751 , -45.556590 
921, Torrinha ,2016.0,9.0, FEMININO , TARDE , COLISÃO , AUTOMÓVEL , 0-17 , -22.4594025560318 , -48.1790772378441 
922, Torrinha ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 70-74 , -22.4594025560318 , -48.1790772378441 
923, Tupa ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 30-34 , -22.010193 ,  -50.590576 
924, Turmalina ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , NÃO DISPONÍVEL , MOTOCICLETA , 18-24 , -20.026855 , -50.480432 
925, Turmalina ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , NÃO DISPONÍVEL , MOTOCICLETA , 18-24 , -20.026855 , -50.480432 
926, Ubatuba ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , BICICLETA , 55-59 , -23.4502994106404 , -45.077195310549 
927, Valinhos ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 40-44 , -22.950056 , -46.984233 
928, Vargem ,2016.0,9.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 65-69 , -22.931602 , -46.366119 
929, Vargem Grande Paulista ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , BICICLETA , 30-34 , -23.612347 ,  -47.006449 
930, Vargem Grande Paulista ,2016.0,9.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 65-69 , -23.613377 , -47.010534 
931, Varzea Paulista ,2016.0,9.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 0-17 , -23.215316 , -46.829432 
932, Vinhedo ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , BICICLETA , 0-17 , -23.047997 , -47.009648 
933, Viradouro ,2016.0,9.0, MASCULINO , MADRUGADA , COLISÃO , CAMINHÃO , 65-69 , -20.879160 , -48.290384 
934, Vista Alegre do Alto ,2016.0,9.0, MASCULINO , NÃO DISPONÍVEL , OUTROS , AUTOMÓVEL , 18-24 , -21.168541 , -48.607391 
935, Votorantim ,2016.0,9.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 30-34 , -23.538201 , -47.419704 
936, Agudos ,2016.0,10.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 30-34 , -22.4205569030541 , -49.0013756010528 
937, Alambari ,2016.0,10.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 40-44 , -23.577663 , -47.829344 
938, Altinopolis ,2016.0,10.0, MASCULINO , MANHÃ , COLISÃO , AUTOMÓVEL , 25-29 , -21.0167427851126 , -47.3464604311957 
939, Alvares Machado ,2016.0,10.0, FEMININO , NÃO DISPONÍVEL , CHOQUE , AUTOMÓVEL , 60-64 , -22.072811150 , -51.511520076 
940, Americo Brasiliense ,2016.0,10.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -21.699558 , -48.002640 
941, Amparo ,2016.0,10.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 25-29 , -22.7295137851933 , -46.7643341123695 
942, Amparo ,2016.0,10.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 50-54 , -22.7756554928117 , -46.7638909517344 
943, Andradina ,2016.0,10.0, FEMININO , MANHÃ , CHOQUE , MOTOCICLETA , 25-29 , -20.907185 , -51.378217 
944, Andradina ,2016.0,10.0, MASCULINO , MANHÃ , CHOQUE , MOTOCICLETA , 30-34 , -20.957566 , -51.328785 
945, Andradina ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 50-54 , -20.777982 , -51.400577 
946, Angatuba ,2016.0,10.0, MASCULINO , TARDE , COLISÃO , CAMINHÃO , 30-34 , -23.5319881233998 , -48.3444295997325 
947, Aparecida ,2016.0,10.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 18-24 , -22.833213 , -45.216982 
948, Aparecida ,2016.0,10.0, MASCULINO , NÃO DISPONÍVEL , ATROPELAMENTO , PEDESTRE , 50-54 , -22.8725585149961 , -45.2503284639613 
949, Aracatuba ,2016.0,10.0, MASCULINO , MANHÃ , NÃO DISPONÍVEL , MOTOCICLETA , 25-29 , -21.238954523 , -50.437528818 
950, Arapei ,2016.0,10.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 18-24 , -22.671964 , -44.447728 
951, Araraquara ,2016.0,10.0, FEMININO , MADRUGADA , CHOQUE , MOTOCICLETA , 18-24 , -21.748626 , -48.183800 
952, Araraquara ,2016.0,10.0, FEMININO , MADRUGADA , CHOQUE , MOTOCICLETA , 18-24 , -21.747216 , -48.184140 
953, Araraquara ,2016.0,10.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 60-64 , -21.792739 , -48.175543 
954, Araraquara ,2016.0,10.0, FEMININO , TARDE , ATROPELAMENTO , PEDESTRE , 70-74 , -21.795778 , -48.178988 
955, Araraquara ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 35-39 , -21.798067 , -48.193248 
956, Araraquara ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 60-64 , -21.778729 , -48.179453 
957, Araraquara ,2016.0,10.0, MASCULINO , NOITE , CHOQUE , MOTOCICLETA , 25-29 , -21.797327 , -48.172759 
958, Arealva ,2016.0,10.0, FEMININO , MADRUGADA , COLISÃO , AUTOMÓVEL , 18-24 , -22.0650893057196 , -49.022655431623 
959, Aruja ,2016.0,10.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 40-44 , -23.3936950786782 , -46.2868751324038 
960, Aruja ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.388014900502 , -46.2740974793293 
961, Aruja ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , BICICLETA , 55-59 , -23.401321 , -46.359979 
962, Assis ,2016.0,10.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 35-39 , -22.6368106712852 , -50.4305032753914 
963, Atibaia ,2016.0,10.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 50-54 , -23.1020816584732 , -46.5685501275838 
964, Atibaia ,2016.0,10.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 75-79 , -23.113015 , -46.591037 
965, Atibaia ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , CAMINHÃO , 40-44 , -23.0610112055105 , -46.6525419397886 
966, Atibaia ,2016.0,10.0, MASCULINO , NOITE , NÃO DISPONÍVEL , MOTOCICLETA , 50-54 , -23.101800719532 , -46.5335874867004 
967, Atibaia ,2016.0,10.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 55-59 , -23.242987 , -46.596803 
968, Avare ,2016.0,10.0, FEMININO , MADRUGADA , CHOQUE , MOTOCICLETA , 25-29 , -23.107215 , -48.925516 
969, Avare ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 45-49 , -22.9564696969849 , -48.843535890896 
970, Avare ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 60-64 , -23.1922058454899 , -48.9625046607829 
971, Bady Bassitt ,2016.0,10.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 50-54 , -20.9320875166642 , -49.4556064054761 
972, Barao de Antonina ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 25-29 , -23.6369989991575 , -49.5505198805579 
973, Barra do Turvo ,2016.0,10.0, MASCULINO , NÃO DISPONÍVEL , COLISÃO , CAMINHÃO , 50-54 , -24.9523899742342 , -48.441314403839 
974, Barretos ,2016.0,10.0, FEMININO , NÃO DISPONÍVEL , COLISÃO , BICICLETA , 30-34 , -20.542057 , -48.558922 
975, Barretos ,2016.0,10.0, FEMININO , NOITE , COLISÃO , MOTOCICLETA , 35-39 , -20.5579699909828 , -48.6473484114145 
976, Barretos ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 25-29 , -20.5428361772553 , -48.5943101561097 
977, Barueri ,2016.0,10.0, MASCULINO , NOITE , CHOQUE , AUTOMÓVEL , 45-49 , -23.487652 , -46.884069 
978, Barueri ,2016.0,10.0, MASCULINO , NOITE , NÃO DISPONÍVEL , MOTOCICLETA , 35-39 , -23.492334 , -46.84281 
979, Bauru ,2016.0,10.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -22.2706187294925 , -49.0995551269085 
980, Bauru ,2016.0,10.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 18-24 , -22.303227 , -49.041736 
981, Bauru ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , Não Disponível , -22.391223867 , -49.078874903 
982, Bauru ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 25-29 , -22.2866372647711 , -49.0940972091816 
983, Bertioga ,2016.0,10.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 55-59 , -23.835473 , -46.137872 
984, Birigui ,2016.0,10.0, MASCULINO , NÃO DISPONÍVEL , NÃO DISPONÍVEL , MOTOCICLETA , 25-29 , -21.282425 , -50.307955  
985, Biritiba Mirim ,2016.0,10.0, FEMININO , TARDE , COLISÃO , MOTOCICLETA , 30-34 , -23.5677341478535 , -46.057376277552 
986, Biritiba Mirim ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 60-64 , -23.5691657945104 , -46.0670218337727 
987, Boituva ,2016.0,10.0, FEMININO , MANHÃ , CHOQUE , AUTOMÓVEL , 70-74 , -23.2969896738021 , -47.681751790952 
988, Botucatu ,2016.0,10.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 30-34 , -22.934908 , -48.444424 
989, Braganca Paulista ,2016.0,10.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 25-29 , -22.8804234700862 , -46.6090375976062 
990, Cacapava ,2016.0,10.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 35-39 , -23.0752161135762 , -45.6517265532637 
991, Cacapava ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 55-59 , -23.101605 , -45.690458 
992, Caieiras ,2016.0,10.0, MASCULINO , NOITE , NÃO DISPONÍVEL , AUTOMÓVEL , 45-49 , -23.3748753857646 , -46.7487666733592 
993, Cajati ,2016.0,10.0, MASCULINO , NÃO DISPONÍVEL , ATROPELAMENTO , PEDESTRE , 50-54 , -24.7410178843453 , -48.1270862083364 
994, Campinas ,2016.0,10.0, FEMININO , MADRUGADA , CHOQUE , AUTOMÓVEL , 35-39 , -22.882058926 , -47.0605845979999 
995, Campinas ,2016.0,10.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 80 ou mais , -22.878631 , -47.060240 
996, Campinas ,2016.0,10.0, FEMININO , NOITE , COLISÃO , MOTOCICLETA , 0-17 , -22.976552 , -47.137592 
997, Campinas ,2016.0,10.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 30-34 , -22.771150760 , -47.021962079 
998, Campinas ,2016.0,10.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 18-24 , -22.9742354627393 , -47.1026984880321 
999, Campinas ,2016.0,10.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 35-39 , -22.9742354627393 , -47.1026984880321 
1000, Campinas ,2016.0,10.0, MASCULINO , MADRUGADA , NÃO DISPONÍVEL , AUTOMÓVEL , 30-34 , -22.933676 , -47.091836 
1001, Campinas ,2016.0,10.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 25-29 , -22.850935852569 , -47.1099768116073 
1002, Campinas ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 35-39 , -22.887730246 , -47.113253474 
1003, Campinas ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -22.912511 , -47.063414 
1004, Campinas ,2016.0,10.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , Não Disponível , -22.906904124 , -47.136765718 
1005, Campinas ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 35-39 , -22.890067825 , -47.132940888 
1006, Campinas ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 35-39 , -22.890067825 , -47.132940888 
1007, Campinas ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 25-29 , -22.937082664 , -47.126637697 
1008, Campo Limpo Paulista ,2016.0,10.0, FEMININO , TARDE , COLISÃO , MOTOCICLETA , 35-39 , -23.2483267200187 , -46.7902279773255 
1009, Campo Limpo Paulista ,2016.0,10.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 30-34 , -23.205118 , -46.800139 
1010, Campo Limpo Paulista ,2016.0,10.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 18-24 , -23.177146 , -46.765043 
1011, Capao Bonito ,2016.0,10.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 30-34 , -24.0270626304568 , -48.359492121046 
