,  Município Acidente ,Ano,Mês,Sexo,Turno Acidente,Tipo de Acidente,Meio de Locomoção da Vítima,Faixa Etária,Latitude Acidente,Longitude Acidente
2012, Itanhaem ,2016.0,12.0, MASCULINO , TARDE , NÃO ESPECIFICADO , MOTOCICLETA , 30-34 , -24.2118869084047 , -46.8646794383865 
2013, Itapecerica da Serra ,2016.0,12.0, FEMININO , MADRUGADA , OUTROS , MOTOCICLETA , Não Disponível , -23.7185340790907 , -46.8822398567696 
2014, Itapecerica da Serra ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 45-49 , -23.7603112678348 , -46.9039993479421 
2015, Itapecerica da Serra ,2016.0,12.0, MASCULINO , NOITE , NÃO ESPECIFICADO , BICICLETA , 50-54 , -23.6916121169796 , -46.818127471681 
2016, Itapecerica da Serra ,2016.0,12.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 35-39 , -23.698330 , -46.852357 
2017, Itapecerica da Serra ,2016.0,12.0, MASCULINO , TARDE , OUTROS , MOTOCICLETA , 30-34 , -23.716837 , -46.851914 
2018, Itapevi ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 70-74 , -23.5185427449578 , -46.9404206748267 
2019, Itapevi ,2016.0,12.0, MASCULINO , Não Disponível , OUTROS , AUTOMÓVEL , 55-59 , -23.545663 , -46.944216 
2020, Itapolis ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 18-24 , -21.653002 , -48.763342 
2021, Itaquaquecetuba ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 18-24 , -23.471050 , -46.331681 
2022, Itu ,2016.0,12.0, MASCULINO , MANHÃ , OUTROS , AUTOMÓVEL , 30-34 , -23.3283874562145 , -47.3254690970492 
2023, Itu ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 35-39 , -23.3129497173995 , -47.303319657287 
2024, Itu ,2016.0,12.0, MASCULINO , NOITE , NÃO ESPECIFICADO , MOTOCICLETA , 35-39 , -23.4074626532744 , -47.3390220272319 
2025, Itu ,2016.0,12.0, MASCULINO , NOITE , NÃO ESPECIFICADO , MOTOCICLETA , 35-39 , -23.2568368055222 , -47.3533573258598 
2026, Itupeva ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 35-39 , -23.157748 , -47.055807 
2027, Jacarei ,2016.0,12.0, FEMININO , MANHÃ , OUTROS , AUTOMÓVEL , 25-29 , -23.3072545098169 , -46.0430560300562 
2028, Jacarei ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , ONIBUS , 45-49 , -23.3050162562903 , -46.0347772976972 
2029, Jacarei ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , BICICLETA , 18-24 , -23.3147588932105 , -45.9406588428301 
2030, Jacarei ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , BICICLETA , Não Disponível , -23.3050162562903 , -46.0347772976972 
2031, Jacarei ,2016.0,12.0, MASCULINO , NOITE , CHOQUE , CAMINHÃO , 55-59 , -23.3215123276052 , -46.0977342586049 
2032, Jacupiranga ,2016.0,12.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -24.695786 , -48.004029 
2033, Jacupiranga ,2016.0,12.0, MASCULINO , MANHÃ , OUTROS , AUTOMÓVEL , 25-29 , -24.715125588791 , -48.0323907513574 
2034, Jaguariuna ,2016.0,12.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 80 ou mais , -22.693522 , -46.991008 
2035, Jandira ,2016.0,12.0, FEMININO , MANHÃ , CHOQUE , PEDESTRE , 30-34 , -23.525099 , -46.911142 
2036, Jau ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , MOTOCICLETA , 30-34 , -22.287929 , -48.539908 
2037, Jose Bonifacio ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 55-59 , -21.048555 , -49.690423 
2038, Jundiai ,2016.0,12.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 18-24 , -23.138148752 , -46.9292551149999 
2039, Jundiai ,2016.0,12.0, FEMININO , NOITE , COLISÃO , AUTOMÓVEL , 18-24 , -23.203562 , -46.870665 
2040, Jundiai ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 30-34 , -23.190279 , -46.850813 
2041, Jundiai ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 30-34 , -23.198259 , -46.885195 
2042, Jundiai ,2016.0,12.0, MASCULINO , MANHÃ , ATROPELAMENTO , MOTOCICLETA , 50-54 , -23.192187 , -46.888493 
2043, Jundiai ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , CAMINHÃO , 45-49 , -23.1211045669438 , -46.9896617389922 
2044, Jundiai ,2016.0,12.0, MASCULINO , NOITE , OUTROS , AUTOMÓVEL , 18-24 , -23.2465028871293 , -46.8794268681416 
2045, Juquia ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 30-34 , -24.3305882445546 , -47.6270389097337 
2046, Juquitiba ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 45-49 , -23.9033977938134 , -46.991129656445 
2047, Juquitiba ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.8870481176427 , -46.977854178747 
2048, Leme ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , BICICLETA , Não Disponível , -22.188922 , -47.337304 
2049, Limeira ,2016.0,12.0, FEMININO , MADRUGADA , COLISÃO , AUTOMÓVEL , 75-79 , -22.563888 , -47.399623 
2050, Limeira ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 30-34 , -22.543657 , -47.403996 
2051, Lins ,2016.0,12.0, MASCULINO , MANHÃ , OUTROS , MOTOCICLETA , 25-29 , -21.6671457270093 , -49.7870772422111 
2052, Lorena ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -22.6813523681017 , -45.1332001414022 
2053, Lorena ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 60-64 , -22.7571043575111 , -45.1140050668792 
2054, Lorena ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 65-69 , -22.743873 , -45.119306 
2055, Louveira ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 30-34 , -23.0988276999652 , -46.9670629744271 
2056, Louveira ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 40-44 , -23.0853016534707 , -46.9242300911921 
2057, Lucelia ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 35-39 , -21.711232 , -51.014047 
2058, Lucelia ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 40-44 , -21.711232 , -51.014047 
2059, Lucelia ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 45-49 , -21.711232 , -51.014047 
2060, Mairinque ,2016.0,12.0, FEMININO , MADRUGADA , COLISÃO , AUTOMÓVEL , Não Disponível , -23.4206626459241 , -47.2265267095356 
2061, Mairipora ,2016.0,12.0, MASCULINO , Não Disponível , NÃO ESPECIFICADO , CAMINHÃO , 60-64 , -23.3836711592633 , -46.5645479059499 
2062, Mairipora ,2016.0,12.0, MASCULINO , NOITE , OUTROS , CAMINHÃO , Não Disponível , -23.3417916100847 , -46.573639918581 
2063, Mairipora ,2016.0,12.0, MASCULINO , TARDE , NÃO ESPECIFICADO , NÃO ESPECIFICADO , 18-24 , -23.330255 , -46.599577 
2064, Martinopolis ,2016.0,12.0, MASCULINO , MANHÃ , OUTROS , CAMINHÃO , 45-49 , -22.074131 , -51.122259 
2065, Matao ,2016.0,12.0, FEMININO , TARDE , COLISÃO , MOTOCICLETA , 45-49 , -21.597586 , -48.368976 
2066, Maua ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 0-17 , -23.671947 , -46.4403 
2067, Maua ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.6477954333754 , -46.4449310564713 
2068, Mendonca ,2016.0,12.0, FEMININO , NOITE , CHOQUE , AUTOMÓVEL , 45-49 , -21.2021311987193 , -49.599886178112 
2069, Mineiros do Tiete ,2016.0,12.0, MASCULINO , Não Disponível , OUTROS , AUTOMÓVEL , 30-34 , -22.416741 , -48.452932 
2070, Miracatu ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 50-54 , -24.1174683238808 , -47.2674804073262 
2071, Miracatu ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , NÃO ESPECIFICADO , Não Disponível , -24.1174683238808 , -47.2674804073262 
2072, Mirandopolis ,2016.0,12.0, FEMININO , MANHÃ , OUTROS , MOTOCICLETA , 25-29 , -21.044478389 , -51.113259692 
2073, Mirassolandia ,2016.0,12.0, FEMININO , NOITE , CHOQUE , AUTOMÓVEL , 18-24 , -20.6326949222348 , -49.4488142131733 
2074, Mococa ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 40-44 , -21.549252 , -46.963824 
2075, Mogi das Cruzes ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 35-39 , -23.5314018211954 , -46.2137809135057 
2076, Mogi das Cruzes ,2016.0,12.0, MASCULINO , Não Disponível , CHOQUE , MOTOCICLETA , 35-39 , -23.533018 , -46.209522 
2077, Mogi das Cruzes ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , MOTOCICLETA , 18-24 , -23.7033427038879 , -46.0849618967724 
2078, Mogi das Cruzes ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 40-44 , -23.4310290657515 , -46.2718739761338 
2079, Mogi das Cruzes ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 50-54 , -23.553367 , -46.200454 
2080, Mogi Guacu ,2016.0,12.0, FEMININO , TARDE , OUTROS , AUTOMÓVEL , 45-49 , -22.3435439387497 , -46.9474212542285 
2081, Mogi Guacu ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , AUTOMÓVEL , 50-54 , -22.30699379465 , -47.132762225406 
2082, Mogi Guacu ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 70-74 , -22.1932655738066 , -46.9853055991477 
2083, Mogi Mirim ,2016.0,12.0, MASCULINO , MADRUGADA , NÃO ESPECIFICADO , MOTOCICLETA , 35-39 , -22.4501915451501 , -47.0652859206813 
2084, Mongagua ,2016.0,12.0, FEMININO , TARDE , ATROPELAMENTO , PEDESTRE , 75-79 , -24.095496 , -46.621732 
2085, Mongagua ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 55-59 , -24.106027 , -46.647065 
2086, Mongagua ,2016.0,12.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 30-34 , -24.112624 , -46.659426 
2087, Nazare Paulista ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 35-39 , -23.1689698807636 , -46.3939247867688 
2088, Novo Horizonte ,2016.0,12.0, MASCULINO , MANHÃ , CHOQUE , NÃO ESPECIFICADO , 25-29 , -21.4760331955047 , -49.2326274777221 
2089, Novo Horizonte ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 25-29 , Não Disponível , Não Disponível 
2090, Onda Verde ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 80 ou mais , -20.6202302489984 , -49.3338306384894 
2091, Osasco ,2016.0,12.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 40-44 , -23.520242770653 , -46.7793461131595 
2092, Osasco ,2016.0,12.0, FEMININO , MADRUGADA , NÃO ESPECIFICADO , NÃO ESPECIFICADO , 60-64 , Não Disponível , Não Disponível 
2093, Osasco ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 35-39 , -23.520242770653 , -46.7793461131595 
2094, Osasco ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 18-24 , -23.5777301941193 , -46.8096947257297 
2095, Osasco ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 30-34 , -23.539411 , -46.801023 
2096, Osasco ,2016.0,12.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , Não Disponível , Não Disponível , Não Disponível 
2097, Osasco ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , MOTOCICLETA , 18-24 , -23.5256153929077 , -46.7550052409208 
2098, Osasco ,2016.0,12.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 80 ou mais , -23.549659 , -46.816048 
2099, Osvaldo Cruz ,2016.0,12.0, FEMININO , Não Disponível , ATROPELAMENTO , PEDESTRE , 30-34 , -21.7635676597188 , -50.914807106736 
2100, Ourinhos ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , BICICLETA , 70-74 , -22.9659003417249 , -49.8649593328297 
2101, Paraguacu Paulista ,2016.0,12.0, FEMININO , MADRUGADA , COLISÃO , AUTOMÓVEL , 40-44 , -22.5855011777066 , -50.4995770326366 
2102, Paraiso ,2016.0,12.0, FEMININO , MADRUGADA , OUTROS , AUTOMÓVEL , 70-74 , -20.985856 , -48.804341 
2103, Paranapanema ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 0-17 , -23.449472 , -48.888613 
2104, Pardinho ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 50-54 , -23.087963511 , -48.381560967 
2105, Pariquera-Acu ,2016.0,12.0, MASCULINO , NOITE , NÃO ESPECIFICADO , MOTOCICLETA , 18-24 , Não Disponível , Não Disponível 
2106, Paulinia ,2016.0,12.0, MASCULINO , MANHÃ , CHOQUE , AUTOMÓVEL , 65-69 , -22.778137 , -47.169693 
2107, Penapolis ,2016.0,12.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 75-79 , -21.414143 , -50.077638 
2108, Peruibe ,2016.0,12.0, FEMININO , MANHÃ , COLISÃO , MOTOCICLETA , 18-24 , -24.302337 , -47.021980 
2109, Peruibe ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 60-64 , -24.2408941340999 , -46.9128937062489 
2110, Pilar do Sul ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 40-44 , -23.787104 , -47.788631 
2111, Pindamonhangaba ,2016.0,12.0, FEMININO , TARDE , COLISÃO , MOTOCICLETA , 30-34 , -22.956321 , -45.507784 
2112, Pindamonhangaba ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , CAMINHÃO , 60-64 , -22.9901584988055 , -45.4807368608047 
2113, Pindamonhangaba ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , Não Disponível , -22.9523916567061 , -45.4049021390176 
2114, Pindamonhangaba ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , BICICLETA , 70-74 , -22.8854080532637 , -45.5313586334404 
2115, Pinhalzinho ,2016.0,12.0, FEMININO , Não Disponível , COLISÃO , AUTOMÓVEL , 35-39 , -22.829337192455 , -46.5582714620779 
2116, Pinhalzinho ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , AUTOMÓVEL , 40-44 , -22.829337192455 , -46.5582714620779 
2117, Pinhalzinho ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 40-44 , -22.808770 , -46.537034 
2118, Piracaia ,2016.0,12.0, FEMININO , MANHÃ , COLISÃO , MOTOCICLETA , 50-54 , -23.1071607296622 , -46.4653390531481 
2119, Piracaia ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 25-29 , -23.1071607296622 , -46.4653390531481 
2120, Piracaia ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , BICICLETA , 18-24 , -23.0567502686851 , -46.3645149630155 
2121, Piracaia ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , MOTOCICLETA , 50-54 , -23.031450102576 , -46.3386503556524 
2122, Piracaia ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 35-39 , -23.1071607296622 , -46.4653390531481 
2123, Piracicaba ,2016.0,12.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 25-29 , -22.729837 , -47.648184 
2124, Piracicaba ,2016.0,12.0, FEMININO , NOITE , CHOQUE , AUTOMÓVEL , 18-24 , -22.702385 , -47.647257 
2125, Piracicaba ,2016.0,12.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 80 ou mais , -22.753719 , -47.647897 
2126, Piracicaba ,2016.0,12.0, MASCULINO , MANHÃ , CHOQUE , MOTOCICLETA , 18-24 , -22.711046 , -47.638610 
2127, Piracicaba ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -22.766101 , -47.589674 
2128, Piracicaba ,2016.0,12.0, MASCULINO , NOITE , CHOQUE , AUTOMÓVEL , 18-24 , -22.702385 , -47.647257 
2129, Piracicaba ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , AUTOMÓVEL , 60-64 , -22.751925 , -47.687364 
2130, Piratininga ,2016.0,12.0, MASCULINO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -22.4625172758702 , -49.1970911828847 
2131, Pompeia ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , MOTOCICLETA , 25-29 , -22.1032673710072 , -50.2160019864803 
2132, Pontal ,2016.0,12.0, MASCULINO , Não Disponível , OUTROS , AUTOMÓVEL , 18-24 , -21.002030 , -48.041746 
2133, Pontes Gestal ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 18-24 , -20.131420 , -49.762327 
2134, Porto Feliz ,2016.0,12.0, MASCULINO , Não Disponível , COLISÃO , MOTOCICLETA , 30-34 , -23.2638494899831 , -47.5212843836493 
2135, Porto Ferreira ,2016.0,12.0, FEMININO , NOITE , OUTROS , BICICLETA , 18-24 , -21.842986 , -47.474193 
2136, Porto Ferreira ,2016.0,12.0, MASCULINO , MADRUGADA , NÃO ESPECIFICADO , NÃO ESPECIFICADO , 45-49 , -21.802470418366 , -47.5051138054421 
2137, Porto Ferreira ,2016.0,12.0, MASCULINO , MANHÃ , OUTROS , MOTOCICLETA , 30-34 , -21.8412275006887 , -47.4077788006611 
2138, Praia Grande ,2016.0,12.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 50-54 , -24.022053 , -46.469255 
2139, Praia Grande ,2016.0,12.0, MASCULINO , MANHÃ , CHOQUE , MOTOCICLETA , 18-24 , -24.053319 , -46.547517 
2140, Praia Grande ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 30-34 , -24.036341 , -46.520518 
2141, Praia Grande ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , BICICLETA , 45-49 , -24.018448627 , -46.471646917 
2142, Praia Grande ,2016.0,12.0, MASCULINO , NOITE , NÃO ESPECIFICADO , BICICLETA , 45-49 , -24.087344 , -46.605826 
2143, Praia Grande ,2016.0,12.0, MASCULINO , TARDE , ATROPELAMENTO , PEDESTRE , 80 ou mais , Não Disponível , Não Disponível 
2144, Presidente Bernardes ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , MOTOCICLETA , 30-34 , -22.024599831 , -51.553039882 
2145, Presidente Prudente ,2016.0,12.0, FEMININO , NOITE , OUTROS , MOTOCICLETA , 30-34 , -22.139671 , -51.451893 
2146, Promissao ,2016.0,12.0, MASCULINO , NOITE , NÃO ESPECIFICADO , MOTOCICLETA , 18-24 , -21.535629 , -49.851376 
2147, Registro ,2016.0,12.0, FEMININO , TARDE , COLISÃO , NÃO ESPECIFICADO , 55-59 , -24.473107065733 , -47.8257591890279 
2148, Registro ,2016.0,12.0, FEMININO , TARDE , COLISÃO , NÃO ESPECIFICADO , 60-64 , -24.473107065733 , -47.8257591890279 
2149, Ribeira ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , MOTOCICLETA , 18-24 , -24.610046 , -49.069799 
2150, Ribeirao Pires ,2016.0,12.0, FEMININO , MANHÃ , ATROPELAMENTO , PEDESTRE , 45-49 , -23.638083 , -46.393612 
2151, Ribeirao Pires ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 60-64 , -23.7172405345916 , -46.4015047396017 
2152, Ribeirao Pires ,2016.0,12.0, MASCULINO , TARDE , NÃO ESPECIFICADO , MOTOCICLETA , 25-29 , -23.7287421269912 , -46.4248396853852 
2153, Ribeirao Pires ,2016.0,12.0, MASCULINO , TARDE , OUTROS , CAMINHÃO , 45-49 , -23.731136 , -46.421709 
2154, Ribeirao Preto ,2016.0,12.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , 80 ou mais , -21.162936 , -47.802111 
2155, Ribeirao Preto ,2016.0,12.0, FEMININO , MANHÃ , COLISÃO , AUTOMÓVEL , 55-59 , -21.2077568702945 , -47.8549181888308 
2156, Ribeirao Preto ,2016.0,12.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , Não Disponível , -21.2077568702945 , -47.8549181888308 
2157, Ribeirao Preto ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 18-24 , -21.157434 , -47.797365 
2158, Ribeirao Preto ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , AUTOMÓVEL , 55-59 , -21.2852653089758 , -47.8087466851399 
2159, Ribeirao Preto ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , BICICLETA , 50-54 , -21.145774 , -47.842507 
2160, Rincao ,2016.0,12.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 18-24 , -21.551134 , -48.119142 
2161, Rinopolis ,2016.0,12.0, FEMININO , MADRUGADA , COLISÃO , AUTOMÓVEL , 50-54 , -21.6893629190693 , -50.6239353277261 
2162, Rio Claro ,2016.0,12.0, MASCULINO , MANHÃ , NÃO ESPECIFICADO , NÃO ESPECIFICADO , 50-54 , Não Disponível , Não Disponível 
2163, Rio Claro ,2016.0,12.0, MASCULINO , Não Disponível , ATROPELAMENTO , PEDESTRE , 35-39 , -22.324579 , -47.543965 
2164, Rio Claro ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 40-44 , -22.5141089380043 , -47.5846229067416 
2165, Rio Claro ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 40-44 , -22.429642 , -47.581382 
2166, Rosana ,2016.0,12.0, MASCULINO , MADRUGADA , NÃO ESPECIFICADO , NÃO ESPECIFICADO , 25-29 , Não Disponível , Não Disponível 
2167, Saltinho ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 60-64 , -22.8555925102154 , -47.6845858165698 
2168, Salto ,2016.0,12.0, MASCULINO , MADRUGADA , CHOQUE , AUTOMÓVEL , 0-17 , -23.1903645484053 , -47.3175262057982 
2169, Salto de Pirapora ,2016.0,12.0, MASCULINO , MADRUGADA , OUTROS , CAMINHÃO , 25-29 , -23.6661332587163 , -47.5993686289837 
2170, Salto de Pirapora ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 50-54 , -23.6007465315434 , -47.5372045841938 
2171, Salto de Pirapora ,2016.0,12.0, MASCULINO , NOITE , OUTROS , AUTOMÓVEL , 35-39 , -23.6921466061009 , -47.6071233082446 
2172, Santa Barbara d'Oeste ,2016.0,12.0, MASCULINO , NOITE , COLISÃO , MOTOCICLETA , 45-49 , -22.745965 , -47.361682 
2173, Santa Rita do Passa Quatro ,2016.0,12.0, MASCULINO , MANHÃ , NÃO ESPECIFICADO , NÃO ESPECIFICADO , 50-54 , Não Disponível , Não Disponível 
2174, Santana de Parnaiba ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , AUTOMÓVEL , 18-24 , -23.4615557549999 , -46.8784731869999 
2175, Santo Anastacio ,2016.0,12.0, FEMININO , MADRUGADA , OUTROS , AUTOMÓVEL , 30-34 , -21.952879 , -51.643075 
2176, Santo Andre ,2016.0,12.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 70-74 , -23.644465 , -46.523416 
2177, Santo Andre ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , BICICLETA , 45-49 , -23.682915 , -46.505666 
2178, Santo Andre ,2016.0,12.0, MASCULINO , MANHÃ , ATROPELAMENTO , PEDESTRE , 50-54 , -23.697562 , -46.495855 
2179, Santo Andre ,2016.0,12.0, MASCULINO , NOITE , CHOQUE , BICICLETA , 0-17 , -23.739083 , -46.496251 
2180, Santo Andre ,2016.0,12.0, MASCULINO , NOITE , CHOQUE , MOTOCICLETA , 25-29 , -23.624628 , -46.485407 
2181, Santos ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.9283860707496 , -46.3659680655311 
2182, Santos ,2016.0,12.0, MASCULINO , TARDE , CHOQUE , AUTOMÓVEL , 75-79 , -23.967764 , -46.346328 
2183, Sao Bernardo do Campo ,2016.0,12.0, FEMININO , MADRUGADA , ATROPELAMENTO , PEDESTRE , Não Disponível , -23.7842069731533 , -46.5976497950372 
2184, Sao Bernardo do Campo ,2016.0,12.0, FEMININO , MANHÃ , COLISÃO , BICICLETA , 35-39 , -23.7495805473368 , -46.5377215049731 
2185, Sao Bernardo do Campo ,2016.0,12.0, FEMININO , NOITE , ATROPELAMENTO , PEDESTRE , 75-79 , -23.705967 , -46.526884 
2186, Sao Bernardo do Campo ,2016.0,12.0, FEMININO , TARDE , CHOQUE , AUTOMÓVEL , 45-49 , -23.7324074745814 , -46.6044713395255 
2187, Sao Bernardo do Campo ,2016.0,12.0, MASCULINO , MADRUGADA , CHOQUE , MOTOCICLETA , 25-29 , -23.7770374729418 , -46.6014202777435 
2188, Sao Bernardo do Campo ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , ONIBUS , 70-74 , -23.8485372018231 , -46.5750178465288 
2189, Sao Bernardo do Campo ,2016.0,12.0, MASCULINO , Não Disponível , OUTROS , MOTOCICLETA , 45-49 , -23.8967208799302 , -46.5062393588393 
2190, Sao Bernardo do Campo ,2016.0,12.0, MASCULINO , NOITE , ATROPELAMENTO , PEDESTRE , 35-39 , -23.7171008562636 , -46.5642877303123 
2191, Sao Bernardo do Campo ,2016.0,12.0, MASCULINO , NOITE , OUTROS , MOTOCICLETA , 18-24 , -23.724168 , -46.550180 
2192, Sao Bernardo do Campo ,2016.0,12.0, MASCULINO , TARDE , COLISÃO , MOTOCICLETA , 18-24 , -23.666649 , -46.576017 
2193, Sao Carlos ,2016.0,12.0, FEMININO , TARDE , COLISÃO , AUTOMÓVEL , 80 ou mais , -22.017803 , -47.886702 
2194, Sao Carlos ,2016.0,12.0, MASCULINO , MADRUGADA , COLISÃO , MOTOCICLETA , 50-54 , -22.034602 , -47.872568 
2195, Sao Carlos ,2016.0,12.0, MASCULINO , MANHÃ , CHOQUE , AUTOMÓVEL , 30-34 , -22.0691331007189 , -47.8462709099507 
2196, Sao Carlos ,2016.0,12.0, MASCULINO , MANHÃ , COLISÃO , AUTOMÓVEL , 45-49 , -22.0459414747452 , -47.7968449032982 
